time/fps,time/total_timesteps,time/time_elapsed,time/iterations,train/learning_rate,train/approx_kl,train/explained_variance,train/clip_range,train/std,train/entropy_loss,train/clip_fraction,train/n_updates,train/value_loss,train/policy_gradient_loss,train/loss,rollout/ep_rew_mean,rollout/ep_len_mean
3730,512,0,1,,,,,,,,,,,,,
1757,1024,0,2,0.0004092704424510632,0.014799185,-3.7850518226623535,0.2,0.9968529343605042,-43.94880962371826,0.225830078125,16,0.10097838382353075,-0.025310293451184407,-0.03392861410975456,,
1506,1536,1,3,0.0004092704424510632,0.018845681,0.007387280464172363,0.2,0.9969449639320374,-43.87650763988495,0.2899169921875,32,0.0029733671944995876,-0.03248467869707383,-0.04171126335859299,-2.180906,1258.0
1419,2048,1,4,0.0004092704424510632,0.018880554,-0.007213711738586426,0.2,0.9972196817398071,-43.90048611164093,0.2896728515625,48,0.0037029934974270873,-0.026996995962690562,-0.04211781919002533,-2.180906,1258.0
1365,2560,1,5,0.0004092704424510632,0.02023175,0.012028515338897705,0.2,0.9945477247238159,-43.86215543746948,0.2821044921875,64,0.002875270733056823,-0.027701829094439745,-0.02857094071805477,-2.276879,1258.0
1337,3072,2,6,0.0004092704424510632,0.01582304,0.002225518226623535,0.2,0.9929988384246826,-43.78304314613342,0.244873046875,80,0.007772848213789985,-0.024714562779990956,-0.024867208674550056,-2.276879,1258.0
1308,3584,2,7,0.0004092704424510632,0.016335322,0.0016850829124450684,0.2,0.9912792444229126,-43.74307084083557,0.2410888671875,96,0.0012538720384327462,-0.028875123243778944,-0.03766950964927673,-2.276879,1258.0
1283,4096,3,8,0.0004092704424510632,0.025555858,0.002324223518371582,0.2,0.9913046956062317,-43.70212209224701,0.3076171875,112,0.009896056712022983,-0.029213213274488226,-0.032423168420791626,-2.3509503333333335,1258.0
1269,4608,3,9,0.0004092704424510632,0.019599192,0.0032518506050109863,0.2,0.9924598336219788,-43.725759387016296,0.265380859375,128,0.008052409393712878,-0.02632268113666214,-0.04442490264773369,-2.3509503333333335,1258.0
1258,5120,4,10,0.0004092704424510632,0.017236311,0.012460589408874512,0.2,0.9935162663459778,-43.755584955215454,0.2613525390625,144,0.0025726703279360663,-0.026635805843397975,-0.027565378695726395,-2.36978525,1258.0
1252,5632,4,11,0.0004092704424510632,0.017594028,0.0048941969871521,0.2,0.9923041462898254,-43.763845801353455,0.247314453125,160,0.017086018051486462,-0.0232330850121798,-0.03520604223012924,-2.36978525,1258.0
1246,6144,4,12,0.0004092704424510632,0.019214509,0.03545659780502319,0.2,0.9904893040657043,-43.7044860124588,0.240966796875,176,0.0016169192294910317,-0.023129014269215986,-0.027989596128463745,-2.36978525,1258.0
1241,6656,5,13,0.0004092704424510632,0.019718772,0.03576081991195679,0.2,0.9905166029930115,-43.67685163021088,0.2479248046875,192,0.005876235809409991,-0.023536055930890143,-0.031156230717897415,-2.3235368000000003,1258.0
1236,7168,5,14,0.0004092704424510632,0.018018141,0.022952914237976074,0.2,0.9903002381324768,-43.67481195926666,0.272705078125,208,0.019193659274606034,-0.025617826875532046,-0.019405681639909744,-2.3235368000000003,1258.0
1232,7680,6,15,0.0004092704424510632,0.017124481,0.042473673820495605,0.2,0.9881179332733154,-43.64097273349762,0.2608642578125,224,0.0025828967372945044,-0.0234388906537788,-0.03414461389183998,-2.330512666666667,1258.0
1229,8192,6,16,0.0004092704424510632,0.024183735,0.010836303234100342,0.2,0.9868174195289612,-43.57528376579285,0.2886962890625,240,0.032195455802138895,-0.026116408844245598,-0.033077143132686615,-2.330512666666667,1258.0
1225,8704,7,17,0.0004092704424510632,0.018709686,-0.10938656330108643,0.2,0.9868937730789185,-43.56091487407684,0.25439453125,256,0.0010675921039364766,-0.026191705183009617,-0.035942304879426956,-2.330512666666667,1258.0
1221,9216,7,18,0.0004092704424510632,0.015932584,0.10449588298797607,0.2,0.9854361414909363,-43.54572856426239,0.239013671875,272,0.006068283939384855,-0.023476671893149614,-0.039009254425764084,-2.3494641428571432,1258.0
1219,9728,7,19,0.0004092704424510632,0.0183409,0.08480298519134521,0.2,0.984900176525116,-43.50186884403229,0.2296142578125,288,0.03255105728749186,-0.025024321308592334,-0.027248337864875793,-2.3494641428571432,1258.0
1217,10240,8,20,0.0004092704424510632,0.014551189,-0.35079360008239746,0.2,0.9847687482833862,-43.498173236846924,0.2200927734375,304,0.0037148859883018304,-0.02161782153416425,-0.02387259341776371,-2.332043,1258.0
1214,10752,8,21,0.0004092704424510632,0.015524824,0.13976818323135376,0.2,0.9843792915344238,-43.489001631736755,0.2261962890625,320,0.03307514084735885,-0.024617307673906907,-0.023560885339975357,-2.332043,1258.0
1212,11264,9,22,0.0004092704424510632,0.014208192,-0.717410683631897,0.2,0.9839083552360535,-43.477471709251404,0.2198486328125,336,0.00332808888197178,-0.02404682147607673,-0.03589900955557823,-2.332043,1258.0
1210,11776,9,23,0.0004092704424510632,0.021415032,0.2088337540626526,0.2,0.9845800995826721,-43.47296917438507,0.2861328125,352,0.005114030544064008,-0.027996599150355905,-0.03726997971534729,-2.3161678888888892,1258.0
1209,12288,10,24,0.0004092704424510632,0.036322135,0.2523770332336426,0.2,0.9849838614463806,-43.49540972709656,0.338623046875,368,0.03132147336145863,-0.029194332950282842,-0.024140872061252594,-2.3161678888888892,1258.0
1208,12800,10,25,0.0004092704424510632,0.014202157,-0.9203929901123047,0.2,0.985498309135437,-43.505659341812134,0.2037353515625,384,0.005647251717164181,-0.019341331615578383,-0.03259123116731644,-2.304643,1258.0
1207,13312,11,26,0.0004092704424510632,0.020600561,0.14833760261535645,0.2,0.9852269291877747,-43.51276397705078,0.2764892578125,400,0.05079132050741464,-0.025357956168591045,-0.029868949204683304,-2.304643,1258.0
1206,13824,11,27,0.0004092704424510632,0.023264289,-1.33451509475708,0.2,0.985761821269989,-43.50965440273285,0.2862548828125,416,0.0024061986659944523,-0.029749290319159627,-0.04187314212322235,-2.304643,1258.0
1203,14336,11,28,0.0004092704424510632,0.022168368,0.3291187286376953,0.2,0.9855035543441772,-43.52006912231445,0.2716064453125,432,0.005680693437170703,-0.027233961591264233,-0.027257049456238747,-2.3142703636363637,1258.0
1202,14848,12,29,0.0004092704424510632,0.037530072,0.24636173248291016,0.2,0.9857068061828613,-43.51292085647583,0.3134765625,448,0.029109076771419495,-0.025354042125400156,-0.02439076080918312,-2.3142703636363637,1258.0
1201,15360,12,30,0.0004092704424510632,0.016361352,-1.7113535404205322,0.2,0.9853097200393677,-43.51415705680847,0.245361328125,464,0.00566931701177964,-0.0270825473126024,-0.039130449295043945,-2.311981416666667,1258.0
1200,15872,13,31,0.0004092704424510632,0.022737052,0.03516000509262085,0.2,0.9835806488990784,-43.47780168056488,0.2578125,480,0.07822901720646769,-0.024391977378400043,-0.011540822684764862,-2.311981416666667,1258.0
1200,16384,13,32,0.0004092704424510632,0.015937746,-0.23411846160888672,0.2,0.9807304739952087,-43.408499240875244,0.2392578125,496,0.0029728608642471954,-0.025799097722483566,-0.043030302971601486,-2.312664923076923,1258.0
1199,16896,14,33,0.0004092704424510632,0.019545007,0.19670891761779785,0.2,0.9815183877944946,-43.35849463939667,0.2669677734375,512,0.07062244962435216,-0.026074355737364385,-0.011299962177872658,-2.312664923076923,1258.0
1198,17408,14,34,0.0004092704424510632,0.014985945,-0.8999823331832886,0.2,0.9841567873954773,-43.423572063446045,0.2169189453125,528,0.0034841945162042975,-0.021735234651714563,-0.03444773331284523,-2.312664923076923,1258.0
1198,17920,14,35,0.0004092704424510632,0.020178588,0.003977596759796143,0.2,0.9855438470840454,-43.48821043968201,0.2530517578125,544,0.004181777425401378,-0.026715622647316195,-0.04723430052399635,-2.2969757142857143,1258.0
1198,18432,15,36,0.0004092704424510632,0.016589787,0.08535188436508179,0.2,0.9859755635261536,-43.51452815532684,0.1856689453125,560,0.09382986614946276,-0.017305443674558774,-0.001354418694972992,-2.2969757142857143,1258.0
1197,18944,15,37,0.0004092704424510632,0.01725164,-1.1070740222930908,0.2,0.9850818514823914,-43.50935935974121,0.21826171875,576,0.004489085993554909,-0.023498063659644686,-0.03478919714689255,-2.281109266666667,1258.0
1197,19456,16,38,0.0004092704424510632,0.020795822,0.24070048332214355,0.2,0.9846013784408569,-43.478134751319885,0.21044921875,592,0.0833100798772648,-0.019967002474004403,-0.005795447155833244,-2.281109266666667,1258.0
1197,19968,16,39,0.0004092704424510632,0.015623108,-5.743133544921875,0.2,0.9850537776947021,-43.479838371276855,0.2257080078125,608,0.002221790924522793,-0.026563971157884225,-0.039302196353673935,-2.281109266666667,1258.0
1196,20480,17,40,0.0004092704424510632,0.022035146,0.044667184352874756,0.2,0.985956072807312,-43.5001482963562,0.2889404296875,624,0.005903104683966376,-0.02811437292257324,-0.029331035912036896,-2.2858814374999996,1258.0
