time/fps,time/total_timesteps,time/time_elapsed,time/iterations,train/learning_rate,train/approx_kl,train/explained_variance,train/clip_range,train/std,train/entropy_loss,train/clip_fraction,train/n_updates,train/value_loss,train/policy_gradient_loss,train/loss,rollout/ep_rew_mean,rollout/ep_len_mean
3812,512,0,1,,,,,,,,,,,,,
1821,1024,0,2,0.0004092704424510632,0.019126624,-0.35269689559936523,0.2,0.9992849230766296,-43.97441339492798,0.2908935546875,16,0.08603615435276879,-0.03673567433725111,-0.04668940603733063,,
1536,1536,0,3,0.0004092704424510632,0.017059509,-0.046086788177490234,0.2,0.9993119239807129,-43.96178436279297,0.22314453125,32,0.002892946922656847,-0.02354850036499556,-0.020068898797035217,-2.238416,1258.0
1431,2048,1,4,0.0004092704424510632,0.02405693,-0.017406344413757324,0.2,0.9992060661315918,-43.9623806476593,0.301513671875,48,0.004514100939559285,-0.030792301695328206,-0.031842537224292755,-2.238416,1258.0
1372,2560,1,5,0.0004092704424510632,0.020648578,0.010934710502624512,0.2,1.0004394054412842,-43.97709119319916,0.2938232421875,64,0.002088341225316981,-0.026964481367031112,-0.030321933329105377,-2.2417235,1258.0
1338,3072,2,6,0.0004092704424510632,0.015795782,0.013278722763061523,0.2,1.000141978263855,-43.998972058296204,0.248291015625,80,0.011896249372512102,-0.02839264427893795,-0.04587315022945404,-2.2417235,1258.0
1317,3584,2,7,0.0004092704424510632,0.014987815,0.050260186195373535,0.2,1.0005102157592773,-43.99298143386841,0.243896484375,96,0.0012672365301114041,-0.028534609926282428,-0.051468171179294586,-2.2417235,1258.0
1299,4096,3,8,0.0004092704424510632,0.018357402,0.03868722915649414,0.2,0.9998779892921448,-43.989999294281006,0.261474609375,112,0.004991420515580103,-0.024451068980852142,-0.022413071244955063,-2.331939333333333,1258.0
1288,4608,3,9,0.0004092704424510632,0.021409135,0.008784890174865723,0.2,0.9989854693412781,-43.96851718425751,0.2645263671875,128,0.011912528309039772,-0.027839306654641405,-0.03917776048183441,-2.331939333333333,1258.0
1277,5120,4,10,0.0004092704424510632,0.024002593,0.04401743412017822,0.2,0.9999083280563354,-43.95959806442261,0.28369140625,144,0.002225542346423026,-0.02657767923665233,-0.03602723404765129,-2.303588,1258.0
