time/fps,time/total_timesteps,time/time_elapsed,time/iterations,train/learning_rate,train/approx_kl,train/explained_variance,train/clip_range,train/std,train/entropy_loss,train/clip_fraction,train/n_updates,train/value_loss,train/policy_gradient_loss,train/loss,rollout/ep_rew_mean,rollout/ep_len_mean
3796,512,0,1,,,,,,,,,,,,,
1802,1024,0,2,0.0004092704424510632,0.014866903,-0.23763442039489746,0.2,1.0008567571640015,-44.00698792934418,0.222900390625,16,0.14719864167636842,-0.022386867756722495,-0.02992144413292408,,
1538,1536,0,3,0.0004092704424510632,0.01920098,0.016722440719604492,0.2,1.001361608505249,-44.021002411842346,0.2696533203125,32,0.0027559237933019176,-0.0309403782885056,-0.03157079964876175,-2.335384,1258.0
1428,2048,1,4,0.0004092704424510632,0.01988532,0.004464209079742432,0.2,0.9999493360519409,-44.00938928127289,0.2850341796875,48,0.022709677054081112,-0.026342035009292886,-0.024386558681726456,-2.335384,1258.0
1379,2560,1,5,0.0004092704424510632,0.015245527,0.030621707439422607,0.2,0.9989529252052307,-43.96591377258301,0.24462890625,64,0.0029174120900279377,-0.02266916848020628,-0.03311775252223015,-2.352061,1258.0
1349,3072,2,6,0.0004092704424510632,0.020146407,0.005348384380340576,0.2,0.9992619156837463,-43.956608057022095,0.2813720703125,80,0.028406530036590993,-0.026148345437832177,-0.02282887138426304,-2.352061,1258.0
1322,3584,2,7,0.0004092704424510632,0.023105532,-0.04268443584442139,0.2,0.9982163310050964,-43.95005464553833,0.2850341796875,96,0.0013232582041382557,-0.03014461512066191,-0.036522358655929565,-2.352061,1258.0
1304,4096,3,8,0.0004092704424510632,0.019404434,0.013550341129302979,0.2,0.9972633719444275,-43.91319406032562,0.2720947265625,112,0.00575774724711664,-0.02738488669274375,-0.03734720125794411,-2.3519729999999996,1258.0
1287,4608,3,9,0.0004092704424510632,0.021325717,0.00562739372253418,0.2,0.9970086812973022,-43.89526164531708,0.2618408203125,128,0.03644757025176659,-0.02606917332741432,-0.016077576205134392,-2.3519729999999996,1258.0
1276,5120,4,10,0.0004092704424510632,0.013790999,0.00612032413482666,0.2,0.9968393445014954,-43.88528656959534,0.2015380859375,144,0.003393781189515721,-0.020148944720858708,-0.028841037303209305,-2.3805627499999997,1258.0
1268,5632,4,11,0.0004092704424510632,0.017099436,0.008267343044281006,0.2,0.9963397979736328,-43.880746364593506,0.240478515625,160,0.04817556543275714,-0.02801319929130841,-0.01629895158112049,-2.3805627499999997,1258.0
1262,6144,4,12,0.0004092704424510632,0.014713717,-0.10138022899627686,0.2,0.9957969784736633,-43.86076903343201,0.2017822265625,176,0.0034812950107152574,-0.029159370780689642,-0.04709815979003906,-2.3805627499999997,1258.0
1256,6656,5,13,0.0004092704424510632,0.017149083,0.01734262704849243,0.2,0.995486855506897,-43.84474539756775,0.2012939453125,192,0.006578781496500596,-0.0231390863773413,-0.026733651757240295,-2.3887507999999995,1258.0
1252,7168,5,14,0.0004092704424510632,0.01983215,0.02898019552230835,0.2,0.9937937259674072,-43.814542174339294,0.2060546875,208,0.06383293576072901,-0.022326758335111663,-0.007658824324607849,-2.3887507999999995,1258.0
1246,7680,6,15,0.0004092704424510632,0.016586017,-0.12091732025146484,0.2,0.994676411151886,-43.791330337524414,0.224609375,224,0.0020771085073647555,-0.02371681114891544,-0.013736897148191929,-2.3689571666666662,1258.0
1242,8192,6,16,0.0004092704424510632,0.020159233,0.03503173589706421,0.2,0.9953410625457764,-43.822827100753784,0.2294921875,240,0.06493046297691762,-0.02774977497756481,-0.020618125796318054,-2.3689571666666662,1258.0
1237,8704,7,17,0.0004092704424510632,0.019286627,-0.5864911079406738,0.2,0.9956157207489014,-43.83534824848175,0.2218017578125,256,0.004552557706119842,-0.026081431031343527,-0.028364980593323708,-2.3689571666666662,1258.0
