train/ent_coef_loss,train/ent_coef,train/n_updates,train/actor_loss,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/episodes,train/learning_rate,time/total_timesteps,time/time_elapsed,train/critic_loss
-163.2029571533203,0.01767059415578842,4931,-123.44161987304688,-4.244257,29,1258.0,4,0.0008459126528049375,5032,172,1.2256553173065186
-14.920512199401855,0.001132242614403367,9963,-131.3184814453125,-3.2079851249999995,28,1258.0,8,0.0008459126528049375,10064,356,4.801759719848633
9.36575984954834,0.0007644299766980112,14995,-128.66429138183594,-2.5181056666666666,27,1258.0,12,0.0008459126528049375,15096,542,4.625995635986328
-24.095027923583984,0.0007566875428892672,20027,-118.11035919189453,-2.183572625,27,1258.0,16,0.0008459126528049375,20128,729,5.599810600280762
41.46345138549805,0.0008271585684269667,25059,-104.49714660644531,-2.0285294,30,1258.0,20,0.0008459126528049375,25160,5,15.50932502746582
29.18317413330078,0.0005925602745264769,30091,-97.32010650634766,-1.854704625,27,1258.0,24,0.0008459126528049375,30192,187,3.866438865661621
-5.589558124542236,0.0007508766138926148,35123,-99.52555847167969,-1.7290555714285714,27,1258.0,28,0.0008459126528049375,35224,373,3.443838119506836
-2.8767788410186768,0.0006303585832938552,40155,-96.89678955078125,-1.6444502812500001,27,1258.0,32,0.0008459126528049375,40256,547,4.665821552276611
48.76140594482422,0.0005926236044615507,45187,-96.4222640991211,-1.5785412222222224,28,1258.0,36,0.0008459126528049375,45288,720,1.7391656637191772
-72.69721221923828,0.0005352008738555014,50219,-82.27928924560547,-1.5299448000000002,25,1258.0,40,0.0008459126528049375,50320,12,7.497020721435547
-41.68309783935547,0.0004378283629193902,55251,-74.15357971191406,-1.4868459772727276,27,1258.0,44,0.0008459126528049375,55352,193,2.8716371059417725
-50.13170623779297,0.0004259640409145504,60283,-66.2100830078125,-1.4514573333333332,29,1258.0,48,0.0008459126528049375,60384,350,5.1567888259887695
0.5855252146720886,0.0005728412652388215,65315,-60.82075500488281,-1.4330235576923078,30,1258.0,52,0.0008459126528049375,65416,511,2.6358938217163086
-32.071983337402344,0.0006797813693992794,70347,-54.38426971435547,-1.4097326964285715,30,1258.0,56,0.0008459126528049375,70448,669,1.75862455368042
-36.618656158447266,0.00045746343676000834,75379,-42.33109664916992,-1.4001810166666666,37,1258.0,60,0.0008459126528049375,75480,12,2.1543469429016113
-64.35094451904297,0.00032943193218670785,80411,-43.69902801513672,-1.37802990625,36,1258.0,64,0.0008459126528049375,80512,150,3.7349095344543457
-48.461814880371094,0.00043771584751084447,85443,-35.377201080322266,-1.3710514558823532,35,1258.0,68,0.0008459126528049375,85544,294,5.652462959289551
3.1091208457946777,0.000676270923577249,90475,-35.51426696777344,-1.3579138333333334,35,1258.0,72,0.0008459126528049375,90576,435,5.048783302307129
-6.942025184631348,0.0007425537914969027,95507,-16.8300838470459,-1.3342179605263158,36,1258.0,76,0.0008459126528049375,95608,562,8.494217872619629
