train/ent_coef_loss,train/ent_coef,train/n_updates,train/actor_loss,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/episodes,train/learning_rate,time/total_timesteps,time/time_elapsed,train/critic_loss
-158.03823852539062,0.01753976196050644,4931,-122.63873291015625,-4.16462125,28,1258.0,4,0.0008459126528049375,5032,177,1.944701910018921
-38.27743911743164,0.0012186693493276834,9963,-129.9583740234375,-3.088136375,27,1258.0,8,0.0008459126528049375,10064,367,5.252153396606445
38.506168365478516,0.0007565385312773287,14995,-127.12419128417969,-2.4576268333333333,26,1258.0,12,0.0008459126528049375,15096,559,3.9180166721343994
-13.723219871520996,0.0006151127745397389,20027,-116.51216888427734,-2.1162775625,26,1258.0,16,0.0008459126528049375,20128,749,2.1598875522613525
19.91843605041504,0.0008279919857159257,25059,-104.90043640136719,-1.9123582000000003,27,1258.0,20,0.0008459126528049375,25160,5,5.645101070404053
54.06279754638672,0.0008586221374571323,30091,-89.39727020263672,-1.7926314583333334,27,1258.0,24,0.0008459126528049375,30192,187,6.676848411560059
12.365093231201172,0.000534266117028892,35123,-87.72567749023438,-1.7304221428571425,27,1258.0,28,0.0008459126528049375,35224,365,7.526335716247559
-71.48141479492188,0.0005779488710686564,40155,-84.70973205566406,-1.64057396875,26,1258.0,32,0.0008459126528049375,40256,568,3.1131725311279297
-31.299488067626953,0.0009073424735106528,45187,-50.584632873535156,-1.5648999166666666,26,1258.0,36,0.0008459126528049375,45288,753,15.181747436523438
-36.5459098815918,0.0006237358320504427,50219,-42.35073471069336,-1.5111652000000002,24,1258.0,40,0.0008459126528049375,50320,13,4.540135860443115
-3.0035276412963867,0.0005012727924622595,55251,-34.073974609375,-1.4837201590909095,29,1258.0,44,0.0008459126528049375,55352,184,3.6634669303894043
0.8584619760513306,0.00042518804548308253,60283,-24.79517364501953,-1.4694108333333336,26,1258.0,48,0.0008459126528049375,60384,387,4.864779472351074
-2.4000797271728516,0.0004952540039084852,65315,-25.968421936035156,-1.4458306153846154,26,1258.0,52,0.0008459126528049375,65416,576,3.834446907043457
-48.350189208984375,0.0002630531380418688,70347,-16.936080932617188,-1.4232180357142858,26,1258.0,56,0.0008459126528049375,70448,763,2.7661638259887695
-7.439349174499512,0.0004285485774744302,75379,-11.807305335998535,-1.3954418333333334,24,1258.0,60,0.0008459126528049375,75480,19,3.9672844409942627
-46.319541931152344,0.0006209714920260012,80411,0.3522540330886841,-1.374545984375,25,1258.0,64,0.0008459126528049375,80512,216,2.9191904067993164
-49.06917953491211,0.0007309760549105704,85443,0.423372745513916,-1.3509654264705884,24,1258.0,68,0.0008459126528049375,85544,424,5.932206630706787
-19.841712951660156,0.0006547223310917616,90475,17.32657814025879,-1.337329347222222,25,1258.0,72,0.0008459126528049375,90576,614,8.19243049621582
-42.37453079223633,0.0009780266555026174,95507,24.250324249267578,-1.3230399078947368,24,1258.0,76,0.0008459126528049375,95608,825,11.24000358581543
