train/ent_coef_loss,train/ent_coef,train/n_updates,train/actor_loss,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/episodes,train/learning_rate,time/total_timesteps,time/time_elapsed,train/critic_loss
-168.5455322265625,0.0171677116304636,4931,-123.04405212402344,-4.110123,25,1258.0,4,0.0008459126528049375,5032,199,1.1788148880004883
-8.902585983276367,0.0009490874945186079,9963,-129.3638458251953,-3.099061375,24,1258.0,8,0.0008459126528049375,10064,414,8.099124908447266
13.668889045715332,0.0006825669552199543,14995,-129.28280639648438,-2.4658366666666667,24,1258.0,12,0.0008459126528049375,15096,623,2.407033920288086
54.95463562011719,0.0007044848171062768,20027,-130.2060089111328,-2.1326268749999997,23,1258.0,16,0.0008459126528049375,20128,849,7.194791793823242
-32.02696228027344,0.0007251367787830532,25059,-127.70899200439453,-1.9216878000000002,21,1258.0,20,0.0008459126528049375,25160,7,1.9085266590118408
275.635009765625,0.000548852956853807,30091,-107.7769775390625,-1.7857277083333336,22,1258.0,24,0.0008459126528049375,30192,229,34.25897216796875
-28.760398864746094,0.0009454856044612825,35123,-101.68002319335938,-1.7003522857142859,24,1258.0,28,0.0008459126528049375,35224,420,3.9982738494873047
-4.511430740356445,0.0004687481850851327,40155,-93.07933044433594,-1.62238946875,24,1258.0,32,0.0008459126528049375,40256,634,32.751792907714844
88.74774932861328,0.0012151638511568308,45187,-63.04561996459961,-1.5710254722222223,24,1258.0,36,0.0008459126528049375,45288,831,8.762733459472656
-53.311561584472656,0.0004938906640745699,50219,-60.526493072509766,-1.533691575,30,1258.0,40,0.0008459126528049375,50320,10,10.687370300292969
-66.23377227783203,0.0007529450231231749,55251,-58.659698486328125,-1.5106349545454543,30,1258.0,44,0.0008459126528049375,55352,177,12.480521202087402
13.87939453125,0.0006757767405360937,60283,-52.37964630126953,-1.4832318958333335,28,1258.0,48,0.0008459126528049375,60384,363,4.680971622467041
4.365088939666748,0.0004832776903640479,65315,-46.2684211730957,-1.4440329230769235,27,1258.0,52,0.0008459126528049375,65416,554,3.2388200759887695
20.707378387451172,0.0005021342658437788,70347,-38.52687454223633,-1.4178900892857145,27,1258.0,56,0.0008459126528049375,70448,747,11.971986770629883
-34.70883560180664,0.0006257767672650516,75379,-34.38459777832031,-1.3966190166666668,28,1258.0,60,0.0008459126528049375,75480,16,4.110867500305176
-65.31571960449219,0.0003586294478736818,80411,-23.38132667541504,-1.37654875,25,1258.0,64,0.0008459126528049375,80512,214,3.532571792602539
-92.75373840332031,0.0006546936347149312,85443,-28.006853103637695,-1.3546307352941174,26,1258.0,68,0.0008459126528049375,85544,398,1.6908717155456543
32.65869140625,0.0003968269447796047,90475,-20.812633514404297,-1.33518925,26,1258.0,72,0.0008459126528049375,90576,588,2.414370536804199
49.48173141479492,0.00042668715468607843,95507,-14.558465003967285,-1.3246617763157893,26,1258.0,76,0.0008459126528049375,95608,780,6.234186172485352
