train/ent_coef_loss,train/ent_coef,train/n_updates,train/actor_loss,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/episodes,train/learning_rate,time/total_timesteps,time/time_elapsed,train/critic_loss
-183.48492431640625,0.017018530517816544,4931,-122.74998474121094,-4.14090625,28,1258.0,4,0.0008459126528049375,5032,176,1.2018353939056396
-52.44853591918945,0.0009815751109272242,9963,-128.45086669921875,-3.1058784999999998,26,1258.0,8,0.0008459126528049375,10064,383,5.2800092697143555
183.43980407714844,0.0007854094728827477,14995,-119.54454803466797,-2.4181710833333327,26,1258.0,12,0.0008459126528049375,15096,577,32.450836181640625
-33.48731231689453,0.0009255757904611528,20027,-113.19210815429688,-2.0918657499999997,26,1258.0,16,0.0008459126528049375,20128,767,3.473163604736328
-26.828819274902344,0.0006906833150424063,25059,-109.09716796875,-1.9338117500000003,29,1258.0,20,0.0008459126528049375,25160,5,3.3439278602600098
-32.501712799072266,0.0005819687503390014,30091,-107.95406341552734,-1.8004893749999997,29,1258.0,24,0.0008459126528049375,30192,178,1.6374454498291016
-34.203514099121094,0.0002959213743451983,35123,-103.57276153564453,-1.7030208214285714,28,1258.0,28,0.0008459126528049375,35224,358,3.5503854751586914
-21.68319320678711,0.00048779300414025784,40155,-101.57247924804688,-1.63017196875,27,1258.0,32,0.0008459126528049375,40256,552,1.6790956258773804
-8.633918762207031,0.0005941838026046753,45187,-87.33155822753906,-1.5691123055555556,27,1258.0,36,0.0008459126528049375,45288,747,3.3470988273620605
38.68455123901367,0.0004443460493348539,50219,-82.73262023925781,-1.5475707500000002,24,1258.0,40,0.0008459126528049375,50320,12,5.6885271072387695
-11.007817268371582,0.0008777172188274562,55251,-47.38487243652344,-1.5151137954545455,27,1258.0,44,0.0008459126528049375,55352,192,10.23802375793457
-14.479440689086914,0.0008997527766041458,60283,-34.57368850708008,-1.5003538333333333,27,1258.0,48,0.0008459126528049375,60384,381,9.517895698547363
5.694620132446289,0.0010711436625570059,65315,-27.539321899414062,-1.4875322307692307,26,1258.0,52,0.0008459126528049375,65416,577,7.831297874450684
91.39212036132812,0.0005141160800121725,70347,-21.08504867553711,-1.4668511071428572,26,1258.0,56,0.0008459126528049375,70448,775,6.485241889953613
-1.3893375396728516,0.0004145880520809442,75379,-11.89814567565918,-1.4588912666666665,24,1258.0,60,0.0008459126528049375,75480,19,5.947555065155029
-24.898273468017578,0.0008970461785793304,80411,-2.1490039825439453,-1.451990828125,26,1258.0,64,0.0008459126528049375,80512,207,4.833235263824463
35.857879638671875,0.0011121270945295691,85443,3.715371608734131,-1.4362821911764705,26,1258.0,68,0.0008459126528049375,85544,396,5.726527214050293
-49.16793441772461,0.0008946408051997423,90475,22.515026092529297,-1.4268215277777776,25,1258.0,72,0.0008459126528049375,90576,606,10.269977569580078
69.78973388671875,0.0006865440518595278,95507,37.82032012939453,-1.4103640657894736,25,1258.0,76,0.0008459126528049375,95608,806,19.480749130249023
