train/learning_rate,train/n_updates,time/total_timesteps,train/critic_loss,train/ent_coef_loss,rollout/ep_len_mean,train/ent_coef,time/fps,time/episodes,train/actor_loss,rollout/ep_rew_mean,time/time_elapsed
0.0008459126528049375,4927,5028,48.52553176879883,-173.28404235839844,1257.0,0.017567090690135956,11,4,-121.72261810302734,-5.5717497499999995,445
0.0008459126528049375,9955,10056,6.894697189331055,112.22773742675781,1257.0,0.0011589127825573087,11,8,-128.9416961669922,-4.3779653750000005,908
0.0008459126528049375,14983,15084,28.424179077148438,-26.910961151123047,1257.0,0.0012224832316860557,11,12,-124.9291000366211,-3.68670425,1370
0.0008459126528049375,20011,20112,15.122293472290039,94.19261169433594,1257.0,0.0006774266366846859,11,16,-126.20348358154297,-3.4160949375,1827
0.0008459126528049375,25039,25140,13.499476432800293,-6.9184651374816895,1257.0,0.0008791463915258646,10,20,-119.21749877929688,-3.16580735,12
0.0008459126528049375,30067,30168,1.4892668724060059,-15.42602825164795,1257.0,0.0006588553660549223,10,24,-120.43925476074219,-3.0078903333333336,478
0.0008459126528049375,35095,35196,5.114965438842773,-81.83908081054688,1257.0,0.001443331129848957,10,28,-88.9505615234375,-2.8683916071428577,947
0.0008459126528049375,40123,40224,6.054922580718994,2.5414223670959473,1257.0,0.0014544051373377442,10,32,-77.27580261230469,-2.74856421875,1417
0.0008459126528049375,45151,45252,1.2182486057281494,50.51832580566406,1257.0,0.00048709430848248303,10,36,-75.41188049316406,-2.6627800555555554,1883
0.0008459126528049375,50179,50280,4.934734344482422,-33.38282775878906,1257.0,0.0010399434249848127,10,40,-69.17030334472656,-2.5825640499999998,26
0.0008459126528049375,55207,55308,10.79511833190918,-61.90108108520508,1257.0,0.001158771337941289,10,44,-57.240421295166016,-2.5184010681818183,488
0.0008459126528049375,60235,60336,6.016287326812744,74.24655151367188,1257.0,0.0006859726854600012,10,48,-54.283180236816406,-2.4869594791666665,943
0.0008459126528049375,65263,65364,6.370001792907715,-49.91432189941406,1257.0,0.001101429108530283,10,52,-32.703575134277344,-2.432213846153846,1399
0.0008459126528049375,70291,70392,65.24787902832031,240.6154022216797,1257.0,0.0012103109620511532,10,56,-28.43496322631836,-2.383354107142857,1865
0.0008459126528049375,75319,75420,28.744367599487305,-50.34495162963867,1257.0,0.002652154304087162,10,60,-13.542208671569824,-2.3335933499999997,40
0.0008459126528049375,80347,80448,9.94200325012207,13.798958778381348,1257.0,0.0008508770260959864,10,64,-10.616765975952148,-2.299738984375,526
0.0008459126528049375,85375,85476,2.1864256858825684,-15.453886032104492,1257.0,0.0015526782954111695,10,68,-7.394212245941162,-2.2556093676470583,1011
0.0008459126528049375,90403,90504,2.3488094806671143,21.018346786499023,1257.0,0.000717911752872169,10,72,-0.9759836196899414,-2.213225236111111,1497
