train/learning_rate,time/episodes,rollout/ep_len_mean,rollout/ep_rew_mean,train/ent_coef_loss,time/fps,time/total_timesteps,train/ent_coef,train/critic_loss,time/time_elapsed,train/actor_loss,train/n_updates
0.0008459126528049375,4,1258.0,-4.520764,-183.0592041015625,11,5032,0.016908328980207443,1.7345390319824219,453,-121.00328826904297,4931
0.0008459126528049375,8,1258.0,-3.4940539999999998,45.19004821777344,10,10064,0.0011162003502249718,15.290410995483398,917,-120.28742218017578,9963
0.0008459126528049375,12,1258.0,-2.796503166666666,-5.895415306091309,10,15096,0.0010802316246554255,4.068787574768066,1381,-112.02613830566406,14995
0.0008459126528049375,16,1258.0,-2.546756625,-93.40763854980469,10,20128,0.0013534282334148884,4.704504489898682,1847,-99.97871398925781,20027
0.0008459126528049375,20,1258.0,-2.33515665,31.37501335144043,10,25160,0.000779134628828615,3.4504852294921875,14,-94.24052429199219,25059
0.0008459126528049375,24,1258.0,-2.1758290000000002,-35.12685012817383,11,30192,0.0005256228032521904,1.1831865310668945,471,-91.61131286621094,30091
0.0008459126528049375,28,1258.0,-2.0345285714285715,60.493690490722656,11,35224,0.0003309440508019179,1.850684404373169,921,-90.0111083984375,35123
0.0008459126528049375,32,1258.0,-2.01111365625,91.67658233642578,11,40256,0.00026715995045378804,1.6147838830947876,1369,-87.88751220703125,40155
0.0008459126528049375,36,1258.0,-1.9306148333333333,11.692893981933594,11,45288,0.0007807364454492927,2.8106932640075684,1825,-63.29521179199219,45187
0.0008459126528049375,40,1258.0,-1.873600125,75.61580657958984,10,50320,0.0004322876047808677,3.7335386276245117,30,-57.596954345703125,50219
0.0008459126528049375,44,1258.0,-1.8305794772727269,156.99073791503906,10,55352,0.0010988727444782853,17.23715591430664,495,-38.374351501464844,55251
0.0008459126528049375,48,1258.0,-1.7991459583333331,-82.678955078125,10,60384,0.0009350917534902692,6.620379447937012,951,-15.273674011230469,60283
0.0008459126528049375,52,1258.0,-1.777177903846154,27.22681427001953,10,65416,0.0003928504593204707,2.024566888809204,1408,-14.293651580810547,65315
