rollout/ep_rew_mean,time/episodes,time/fps,train/actor_loss,time/time_elapsed,train/critic_loss,train/n_updates,rollout/ep_len_mean,time/total_timesteps,train/ent_coef_loss,train/learning_rate,train/ent_coef
-4.795005,4,41,-121.58888244628906,120,3.6981570720672607,4931,1258.0,5032,-174.41110229492188,0.0008459126528049375,0.017223434522747993
-3.918453375,8,41,-118.51046752929688,242,7.538110733032227,9963,1258.0,10064,-78.19408416748047,0.0008459126528049375,0.0009571604314260185
-3.15222825,12,41,-107.11727905273438,362,3.2255423069000244,14995,1258.0,15096,22.07732582092285,0.0008459126528049375,0.0011538679245859385
-2.8375098125,16,41,-99.87608337402344,486,1.7362196445465088,20027,1258.0,20128,-52.887184143066406,0.0008459126528049375,0.0008136080577969551
-2.6790241000000004,20,41,-96.03118133544922,3,1.5137838125228882,25059,1258.0,25160,39.63804626464844,0.0008459126528049375,0.0006843783194199204
-2.546179083333333,24,41,-92.04732513427734,125,1.9545636177062988,30091,1258.0,30192,-49.211585998535156,0.0008459126528049375,0.000591754971537739
-2.4719009999999995,28,40,-83.07071685791016,251,2.5157241821289062,35123,1258.0,35224,-13.053622245788574,0.0008459126528049375,0.00035226609907113016
-2.3776406562499997,32,40,-59.61247634887695,373,3.5942275524139404,40155,1258.0,40256,-4.878100872039795,0.0008459126528049375,0.0006104732165113091
-2.32688911111111,36,40,-50.348140716552734,496,5.626166343688965,45187,1258.0,45288,-69.56238555908203,0.0008459126528049375,0.0005335130845196545
-2.28447655,40,40,-49.37711715698242,7,3.033104419708252,50219,1258.0,50320,55.42908477783203,0.0008459126528049375,0.0005620055599138141
-2.238047613636364,44,40,-41.35367965698242,130,1.6074790954589844,55251,1258.0,55352,-24.777015686035156,0.0008459126528049375,0.0009349833708256483
-2.1865302708333334,48,40,-35.553157806396484,254,0.731412410736084,60283,1258.0,60384,-49.33143615722656,0.0008459126528049375,0.0005824429099448025
-2.166715384615385,52,38,-33.88882827758789,396,7.8857245445251465,65315,1258.0,65416,-96.59449768066406,0.0008459126528049375,0.00026324461214244366
-2.130729267857143,56,36,-30.71006202697754,557,10.321892738342285,70347,1258.0,70448,-9.127726554870605,0.0008459126528049375,0.0006901687011122704
-2.0962799166666666,60,29,-4.75041389465332,16,41.54385757446289,75379,1258.0,75480,292.1885986328125,0.0008459126528049375,0.0008546725148335099
-2.070199875,64,29,9.32181453704834,188,0.76812744140625,80411,1258.0,80512,-60.27495574951172,0.0008459126528049375,0.0010468406835570931
-2.0409857500000004,68,28,18.077655792236328,368,4.138636112213135,85443,1258.0,85544,0.6120710372924805,0.0008459126528049375,0.0017636080738157034
-2.0385305833333334,72,28,25.39544677734375,544,0.9966427683830261,90475,1258.0,90576,37.11369705200195,0.0008459126528049375,0.0008205298217944801
-2.0288405921052632,76,28,26.926244735717773,724,0.5391254425048828,95507,1258.0,95608,-31.010082244873047,0.0008459126528049375,0.0005666246870532632
