rollout/ep_rew_mean,time/episodes,time/fps,train/actor_loss,time/time_elapsed,train/critic_loss,train/n_updates,rollout/ep_len_mean,time/total_timesteps,train/ent_coef_loss,train/learning_rate,train/ent_coef
-4.92229775,4,32,-121.93067932128906,154,1.3753657341003418,4931,1258.0,5032,-179.50596618652344,0.0008459126528049375,0.01689528115093708
-3.7732641250000003,8,32,-118.86529541015625,313,3.9024763107299805,9963,1258.0,10064,-99.89796447753906,0.0008459126528049375,0.001257336582057178
-3.180357583333334,12,31,-117.79371643066406,472,2.3258864879608154,14995,1258.0,15096,-49.68773651123047,0.0008459126528049375,0.0009575356962159276
-2.8352065625,16,31,-103.60197448730469,630,3.9151411056518555,20027,1258.0,20128,-63.742671966552734,0.0008459126528049375,0.0014526474988088012
-2.6391994,20,31,-86.53884887695312,5,4.498124122619629,25059,1258.0,25160,18.437885284423828,0.0008459126528049375,0.0009574777213856578
-2.4808583750000004,24,31,-76.94471740722656,163,3.632411241531372,30091,1258.0,30192,-99.47712707519531,0.0008459126528049375,0.0007022454519756138
-2.350621571428572,28,31,-74.59791564941406,321,2.2995855808258057,35123,1258.0,35224,23.24490737915039,0.0008459126528049375,0.0005129991914145648
-2.2653730312500002,32,31,-70.98616790771484,479,8.895539283752441,40155,1258.0,40256,48.262779235839844,0.0008459126528049375,0.0008800821960903704
-2.190102583333333,36,31,-68.79824829101562,638,0.8829476833343506,45187,1258.0,45288,115.62322998046875,0.0008459126528049375,0.00018823114805854857
-2.132154475,40,32,-65.76611328125,9,8.428510665893555,50219,1258.0,50320,104.27129364013672,0.0008459126528049375,0.00034955490264110267
-2.0767615681818183,44,31,-60.14219665527344,168,0.8407136797904968,55251,1258.0,55352,-62.32361602783203,0.0008459126528049375,0.0005565782194025815
-2.0386921250000003,48,31,-56.05127716064453,329,1.2263156175613403,60283,1258.0,60384,-59.76996612548828,0.0008459126528049375,0.00041772317490540445
-2.0224992692307695,52,31,-53.691497802734375,492,2.5647311210632324,65315,1258.0,65416,-30.24884033203125,0.0008459126528049375,0.00040970637928694487
-2.0024332321428573,56,31,-49.56666564941406,656,7.401431083679199,70347,1258.0,70448,-34.21403884887695,0.0008459126528049375,0.0006811171770095825
-1.9847064833333334,60,29,-48.52764129638672,16,1.4296653270721436,75379,1258.0,75480,36.086341857910156,0.0008459126528049375,0.0011031347094103694
-1.9600507656250001,64,28,-27.485132217407227,194,4.505882263183594,80411,1258.0,80512,9.950393676757812,0.0008459126528049375,0.0008150929934345186
-1.933399029411765,68,28,-22.40921974182129,373,2.421123504638672,85443,1258.0,85544,-72.62448120117188,0.0008459126528049375,0.0008745893137529492
-1.9232362083333332,72,28,-15.483171463012695,550,3.915954113006592,90475,1258.0,90576,-3.9591641426086426,0.0008459126528049375,0.0005208700313232839
-1.8997213289473687,76,28,-11.313054084777832,729,2.3904809951782227,95507,1258.0,95608,-13.05099105834961,0.0008459126528049375,0.0006250774604268372
