rollout/ep_rew_mean,time/episodes,time/fps,train/actor_loss,time/time_elapsed,train/critic_loss,train/n_updates,rollout/ep_len_mean,time/total_timesteps,train/ent_coef_loss,train/learning_rate,train/ent_coef
-4.65718475,4,32,-120.61177062988281,153,2.9694135189056396,4931,1258.0,5032,-180.00341796875,0.0008459126528049375,0.017199452966451645
-3.6523505,8,32,-122.59942626953125,310,6.0646562576293945,9963,1258.0,10064,-87.44864654541016,0.0008459126528049375,0.0011145442258566618
-2.956451,12,33,-115.60958862304688,451,4.650931358337402,14995,1258.0,15096,-25.734956741333008,0.0008459126528049375,0.0011182946618646383
-2.6110509375,16,34,-106.49996185302734,575,2.3675293922424316,20027,1258.0,20128,-14.132766723632812,0.0008459126528049375,0.0011557572288438678
-2.4032767999999995,20,40,-101.39555358886719,3,3.0112195014953613,25059,1258.0,25160,-13.580117225646973,0.0008459126528049375,0.0010121195809915662
-2.2588309583333332,24,33,-98.53913879394531,154,1.5432829856872559,30091,1258.0,30192,31.560123443603516,0.0008459126528049375,0.0006784520810469985
-2.1714608214285716,28,32,-95.348388671875,316,1.4166042804718018,35123,1258.0,35224,56.993186950683594,0.0008459126528049375,0.00039512760122306645
-2.08742646875,32,32,-85.40885162353516,473,1.2118301391601562,40155,1258.0,40256,5.486855506896973,0.0008459126528049375,0.00040131626883521676
-2.0233625833333337,36,32,-65.04608154296875,630,3.7548089027404785,45187,1258.0,45288,-24.713319778442383,0.0008459126528049375,0.000572979508433491
-2.00497455,40,31,-61.046878814697266,10,3.613110065460205,50219,1258.0,50320,4.022904872894287,0.0008459126528049375,0.0005751049611717463
-1.98357075,44,31,-29.86941146850586,168,29.146282196044922,55251,1258.0,55352,193.14154052734375,0.0008459126528049375,0.0007846084190532565
-1.9651579166666668,48,31,-18.14544677734375,327,5.922186851501465,60283,1258.0,60384,-0.9152130484580994,0.0008459126528049375,0.0012616992462426424
-1.932615942307692,52,31,-9.75855827331543,487,7.398449420928955,65315,1258.0,65416,46.818668365478516,0.0008459126528049375,0.0002552963269408792
-1.8925318571428573,56,31,1.093205451965332,648,20.005435943603516,70347,1258.0,70448,18.821115493774414,0.0008459126528049375,0.0016903129871934652
-1.8838499666666668,60,29,22.193328857421875,16,12.12183952331543,75379,1258.0,75480,-2.8697783946990967,0.0008459126528049375,0.0009347667219117284
-1.883532140625,64,29,39.69472122192383,189,5.525400161743164,80411,1258.0,80512,46.3043212890625,0.0008459126528049375,0.0004561321111395955
-1.8990883823529412,68,28,50.83944320678711,364,3.451713800430298,85443,1258.0,85544,1.8677083253860474,0.0008459126528049375,0.00018419265688862652
-1.8956705000000003,72,28,60.89147186279297,540,2.2907025814056396,90475,1258.0,90576,-59.716148376464844,0.0008459126528049375,0.00011309491674182937
-1.9028402368421053,76,28,70.05039978027344,716,1.2995699644088745,95507,1258.0,95608,-65.4774169921875,0.0008459126528049375,0.00033707168768160045
