rollout/ep_rew_mean,time/episodes,time/fps,train/actor_loss,time/time_elapsed,train/critic_loss,train/n_updates,rollout/ep_len_mean,time/total_timesteps,train/ent_coef_loss,train/learning_rate,train/ent_coef
-4.9971635,4,34,-121.0845947265625,147,2.833448886871338,4931,1258.0,5032,-166.98191833496094,0.0008459126528049375,0.01724107749760151
-3.995739875,8,33,-122.35028839111328,298,8.599555969238281,9963,1258.0,10064,11.69450855255127,0.0008459126528049375,0.0010592517210170627
-3.3612885833333337,12,33,-113.16902160644531,449,5.429557800292969,14995,1258.0,15096,22.82448387145996,0.0008459126528049375,0.0009371616179123521
-3.020830375,16,33,-109.0014877319336,599,7.340158462524414,20027,1258.0,20128,22.564990997314453,0.0008459126528049375,0.0007079135393723845
-2.76328385,20,33,-97.24791717529297,4,5.393814563751221,25059,1258.0,25160,-6.391792297363281,0.0008459126528049375,0.0007165810093283653
-2.6015917083333338,24,33,-90.19495391845703,154,1.928277611732483,30091,1258.0,30192,30.55045509338379,0.0008459126528049375,0.0003473778488114476
-2.5290396071428582,28,33,-87.49932861328125,305,0.8902605772018433,35123,1258.0,35224,18.97450065612793,0.0008459126528049375,0.00019689353939611465
-2.4976155625,32,33,-77.59403228759766,456,10.001718521118164,40155,1258.0,40256,44.73684310913086,0.0008459126528049375,0.0004590452299453318
-2.4369685277777777,36,33,-78.39666748046875,607,0.8430307507514954,45187,1258.0,45288,-1.5010861158370972,0.0008459126528049375,0.0004634243086911738
-2.3878991,40,33,-49.9422607421875,9,9.03936767578125,50219,1258.0,50320,13.386270523071289,0.0008459126528049375,0.0012784303398802876
-2.3952684318181814,44,32,-44.74543380737305,162,2.568586826324463,55251,1258.0,55352,-19.800636291503906,0.0008459126528049375,0.00014996508252806962
-2.3430583541666667,48,32,-36.59798049926758,315,79.54083251953125,60283,1258.0,60384,135.48904418945312,0.0008459126528049375,0.000587696151342243
-2.295401596153846,52,32,-16.040739059448242,468,5.288484573364258,65315,1258.0,65416,-60.05638885498047,0.0008459126528049375,0.0011183122405782342
-2.2690128392857143,56,32,-4.638936519622803,624,115.45965576171875,70347,1258.0,70448,386.344970703125,0.0008459126528049375,0.0006056950660422444
-2.2308543,60,31,11.572408676147461,15,4.521135330200195,75379,1258.0,75480,-9.336151123046875,0.0008459126528049375,0.0005607996135950089
-2.199024828125,64,30,14.435997009277344,180,3.9290902614593506,80411,1258.0,80512,57.657684326171875,0.0008459126528049375,0.0008613347308710217
-2.178448323529412,68,30,23.52621841430664,347,2.7429628372192383,85443,1258.0,85544,-1.7587867975234985,0.0008459126528049375,0.0007431488484144211
-2.154940263888889,72,30,30.831056594848633,514,7.391406059265137,90475,1258.0,90576,28.78351593017578,0.0008459126528049375,0.0015632787253707647
-2.1371697631578943,76,30,36.73876953125,682,4.449420928955078,95507,1258.0,95608,-3.5490920543670654,0.0008459126528049375,0.000935112708248198
