train/ent_coef_loss,train/ent_coef,rollout/ep_rew_mean,train/actor_loss,rollout/ep_len_mean,time/time_elapsed,train/n_updates,time/fps,time/episodes,train/learning_rate,train/critic_loss,time/total_timesteps
-169.9434356689453,0.01754189468920231,-4.35735875,-120.02165985107422,1257.0,406,4927,12,4,0.0008459126528049375,5.688038349151611,5028
-70.34941101074219,0.0018267570994794369,-3.2545626249999997,-127.06039428710938,1257.0,823,9955,12,8,0.0008459126528049375,1.163824200630188,10056
1.045274257659912,0.0013715914683416486,-2.6603778333333334,-130.46102905273438,1257.0,1211,14983,12,12,0.0008459126528049375,3.387784481048584,15084
-54.002113342285156,0.0011859623482450843,-2.3592709375000003,-131.30300903320312,1257.0,1598,20011,12,16,0.0008459126528049375,100.28598022460938,20112
-33.50114440917969,0.0005917318630963564,-2.15606115,-131.85894775390625,1257.0,10,25039,12,20,0.0008459126528049375,8.24962043762207,25140
61.62444305419922,0.0007649007020518184,-2.0320654166666667,-130.8504180908203,1257.0,406,30067,12,24,0.0008459126528049375,3.102053642272949,30168
-16.839374542236328,0.0009778820676729083,-1.9421574642857142,-127.32658386230469,1257.0,819,35095,12,28,0.0008459126528049375,1.9506161212921143,35196
24.61559295654297,0.0008198106079362333,-1.88206309375,-125.2368392944336,1257.0,1222,40123,12,32,0.0008459126528049375,4.612248420715332,40224
-55.628482818603516,0.0004289374337531626,-1.8521348888888889,-121.24375915527344,1257.0,1629,45151,12,36,0.0008459126528049375,2.8147950172424316,45252
-55.07234191894531,0.00037232041358947754,-1.8119139,-118.21852111816406,1257.0,22,50179,12,40,0.0008459126528049375,3.2610039710998535,50280
-3.480152130126953,0.0019151727901771665,-1.7728627727272732,-102.14015197753906,1257.0,422,55207,12,44,0.0008459126528049375,8.620081901550293,55308
-38.15707015991211,0.0007085247780196369,-1.7424417916666666,-83.82952880859375,1257.0,803,60235,12,48,0.0008459126528049375,4.783280372619629,60336
31.680740356445312,0.0007379681919701397,-1.721022653846154,-80.85324096679688,1257.0,1187,65263,12,52,0.0008459126528049375,20.244304656982422,65364
38.20832061767578,0.000658943026792258,-1.6890797142857144,-80.59510040283203,1257.0,1582,70291,12,56,0.0008459126528049375,1.846921682357788,70392
29.926822662353516,0.0016557873459532857,-1.6563300166666666,-67.84539031982422,1257.0,32,75319,12,60,0.0008459126528049375,7.050930023193359,75420
84.371337890625,0.00042835285421460867,-1.65588571875,-60.178001403808594,1257.0,451,80347,12,64,0.0008459126528049375,0.9478551149368286,80448
-10.682112693786621,0.00024893044610507786,-1.6481893529411766,-58.700660705566406,1257.0,881,85375,11,68,0.0008459126528049375,0.4966576397418976,85476
-11.446678161621094,0.0010346145136281848,-1.6253555416666667,-46.59931182861328,1257.0,1310,90403,11,72,0.0008459126528049375,3.3927791118621826,90504
