train/ent_coef_loss,rollout/ep_rew_mean,time/total_timesteps,train/ent_coef,time/fps,train/critic_loss,time/episodes,rollout/ep_len_mean,train/actor_loss,train/n_updates,train/learning_rate,time/time_elapsed
-187.01231384277344,-5.210213250000001,5028,0.016777556389570236,29,1.6189477443695068,4,1257.0,-121.07730102539062,4927,0.0008459126528049375,168
-15.255393028259277,-4.51544825,10056,0.0009168830001726747,30,2.419416904449463,8,1257.0,-126.8376693725586,9955,0.0008459126528049375,325
115.63816833496094,-3.5822825833333334,15084,0.00047795832506380975,31,3.8792521953582764,12,1257.0,-129.15692138671875,14983,0.0008459126528049375,481
-55.693824768066406,-3.1811201875,20112,0.0006762428674846888,30,9.089934349060059,16,1257.0,-122.8071060180664,20011,0.0008459126528049375,658
-1.0228326320648193,-2.9341482,25140,0.0013064541853964329,28,6.9001874923706055,20,1257.0,-92.02973175048828,25039,0.0008459126528049375,4
14.58020305633545,-2.7568795833333333,30168,0.0006271768943406641,28,6.758999347686768,24,1257.0,-85.32237243652344,30067,0.0008459126528049375,181
277.4232177734375,-2.6558598214285714,35196,0.0008758362964726985,28,36.0731315612793,28,1257.0,-65.29566192626953,35095,0.0008459126528049375,358
-138.29281616210938,-2.6329796874999998,40224,0.0014992369106039405,28,4.463238716125488,32,1257.0,-50.66466522216797,40123,0.0008459126528049375,535
-41.27442932128906,-2.6322388888888892,45252,0.0004663370782509446,29,2.1966145038604736,36,1257.0,-47.57365798950195,45151,0.0008459126528049375,686
13.381075859069824,-2.6088026999999996,50280,0.0004043637600261718,33,0.7896624803543091,40,1257.0,-44.40982437133789,50179,0.0008459126528049375,8
200.8968963623047,-2.5797369999999997,55308,0.0003687591233756393,33,49.51048278808594,44,1257.0,-30.42113494873047,55207,0.0008459126528049375,159
-61.3596305847168,-2.518884125,60336,0.0007926845573820174,33,2.3113853931427,48,1257.0,-20.40082550048828,60235,0.0008459126528049375,311
-46.15492630004883,-2.487912442307692,65364,0.0002366966800764203,33,1.8788797855377197,52,1257.0,-14.794443130493164,65263,0.0008459126528049375,464
36.40435028076172,-2.4704081071428567,70392,0.00027405863511376083,32,1.0944716930389404,56,1257.0,-12.787210464477539,70291,0.0008459126528049375,636
-65.89583587646484,-2.4582751166666665,75420,0.0002035805518971756,31,1.498664140701294,60,1257.0,-8.366422653198242,75319,0.0008459126528049375,13
-14.594172477722168,-2.4492956875000003,80448,0.0005291091511026025,30,0.9006146192550659,64,1257.0,6.150266647338867,80347,0.0008459126528049375,176
17.919710159301758,-2.4227429558823528,85476,0.00044386324589140713,30,0.6320239305496216,68,1257.0,8.429269790649414,85375,0.0008459126528049375,343
34.19326400756836,-2.3882519305555556,90504,0.0010925716487690806,30,0.7121657133102417,72,1257.0,13.692256927490234,90403,0.0008459126528049375,508
-79.91799926757812,-2.3766595,95532,0.000786401447840035,30,1.8095451593399048,76,1257.0,20.230562210083008,95431,0.0008459126528049375,672
