train/actor_loss,rollout/ep_len_mean,train/ent_coef_loss,time/total_timesteps,train/critic_loss,rollout/ep_rew_mean,time/fps,train/ent_coef,time/episodes,train/n_updates,train/learning_rate,time/time_elapsed
-123.00106048583984,1258.0,-168.5880584716797,5032,1.174668312072754,-4.37307125,10,0.017190303653478622,4,4931,0.0008459126528049375,490
-127.45911407470703,1258.0,3.4404120445251465,10064,8.540943145751953,-3.3436645,10,0.0009233892778865993,8,9963,0.0008459126528049375,984
-123.97296142578125,1258.0,42.12642288208008,15096,3.302042007446289,-2.6879411666666666,10,0.0008649665396660566,12,14995,0.0008459126528049375,1473
-107.22344207763672,1258.0,-11.969484329223633,20128,5.071876049041748,-2.3558055625,10,0.000904387969058007,16,20027,0.0008459126528049375,1960
-101.9951400756836,1258.0,15.348888397216797,25160,1.9368118047714233,-2.14582215,10,0.0006352904601953924,20,25059,0.0008459126528049375,15
-97.54914093017578,1258.0,-11.753665924072266,30192,2.515798807144165,-2.027039166666667,10,0.0003886844788212329,24,30091,0.0008459126528049375,507
-83.31398010253906,1258.0,-70.1500015258789,35224,3.187995433807373,-1.9271355000000001,10,0.0007192326593212783,28,35123,0.0008459126528049375,994
-65.68818664550781,1258.0,-63.438201904296875,40256,4.610897541046143,-1.848295125,10,0.0008278621244244277,32,40155,0.0008459126528049375,1474
-54.89594268798828,1258.0,56.876834869384766,45288,3.9840826988220215,-1.8128849444444444,10,0.0007756287232041359,36,45187,0.0008459126528049375,1952
-50.57630920410156,1258.0,-44.124210357666016,50320,2.9881772994995117,-1.795880725,10,0.0006664990796707571,40,50219,0.0008459126528049375,31
-44.38983917236328,1258.0,-25.937252044677734,55352,6.776063442230225,-1.7525100909090907,10,0.0005315309390425682,44,55251,0.0008459126528049375,531
-35.3140983581543,1258.0,52.192684173583984,60384,6.808154106140137,-1.7149021666666666,10,0.0004899628111161292,48,60283,0.0008459126528049375,1029
