train/ent_coef,train/critic_loss,time/fps,train/actor_loss,rollout/ep_rew_mean,time/episodes,train/ent_coef_loss,rollout/ep_len_mean,time/total_timesteps,train/n_updates,time/time_elapsed,train/learning_rate
0.01951427571475506,1.5888426303863525,29,-119.93836975097656,-4.25170225,4,-174.2218017578125,1223.0,4892,4791,167,0.0008459126528049375
0.001300588482990861,2.5736002922058105,28,-128.76123046875,-3.2391048749999998,8,29.261428833007812,1223.0,9784,9683,343,0.0008459126528049375
0.0013219172833487391,3.847024917602539,28,-131.54046630859375,-2.5688332499999995,12,19.56515884399414,1223.0,14676,14575,522,0.0008459126528049375
0.001367485150694847,28.291133880615234,28,-131.37808227539062,-2.2081841875,16,-0.1607213020324707,1223.0,19568,19467,695,0.0008459126528049375
0.0015487703494727612,4.600788593292236,28,-129.9984130859375,-1.9911514000000001,20,22.759958267211914,1223.0,24460,24359,844,0.0008459126528049375
0.0027181843761354685,63.2438850402832,32,-120.28948974609375,-1.8721604583333333,24,62.096160888671875,1223.0,29352,29251,133,0.0008459126528049375
0.0015910883666947484,7.08536434173584,29,-98.6116943359375,-1.8101063571428573,28,9.111594200134277,1223.0,34244,34143,315,0.0008459126528049375
0.0006752014742232859,5.674045562744141,28,-94.05142974853516,-1.74024115625,32,22.24355125427246,1223.0,39136,39035,501,0.0008459126528049375
0.0005853649927303195,1.2971707582473755,27,-88.2003173828125,-1.6780804444444444,36,24.79827117919922,1223.0,44028,43927,683,0.0008459126528049375
0.00037769341724924743,2.748105049133301,28,-81.24005889892578,-1.6468285000000003,40,19.137344360351562,1223.0,48920,48819,830,0.0008459126528049375
0.00037308939499780536,2.315105438232422,26,-74.59062194824219,-1.6180962954545455,44,-43.99607849121094,1223.0,53812,53711,143,0.0008459126528049375
0.0020973985083401203,7.847343444824219,26,-57.50922775268555,-1.5661192083333333,48,-26.991195678710938,1223.0,58704,58603,329,0.0008459126528049375
0.0009132875129580498,2.689795970916748,26,-52.225006103515625,-1.5778517115384614,52,-39.19270706176758,1223.0,63596,63495,517,0.0008459126528049375
0.0005523342988453805,8.984259605407715,26,-47.52503204345703,-1.5629263392857144,56,-41.886009216308594,1223.0,68488,68387,705,0.0008459126528049375
0.000531389785464853,1.5736260414123535,26,-46.06391143798828,-1.5478933166666666,60,-34.35493087768555,1223.0,73380,73279,891,0.0008459126528049375
0.001688704127445817,12.05656623840332,25,-34.665321350097656,-1.5326265000000001,64,-27.084522247314453,1223.0,78272,78171,127,0.0008459126528049375
0.0008210507803596556,3.0683064460754395,25,-29.576427459716797,-1.5284249852941176,68,21.687952041625977,1223.0,83164,83063,322,0.0008459126528049375
0.0007359475712291896,2.63248872756958,25,-25.181392669677734,-1.5189297083333335,72,-43.80459213256836,1223.0,88056,87955,515,0.0008459126528049375
0.0009022299782373011,3.2854011058807373,25,-14.063096046447754,-1.5133325000000002,76,-10.751346588134766,1223.0,92948,92847,707,0.0008459126528049375
