time/fps,time/iterations,time/total_timesteps,time/time_elapsed,train/explained_variance,train/clip_range,train/loss,train/clip_fraction,train/approx_kl,train/entropy_loss,train/n_updates,train/learning_rate,train/value_loss,train/policy_gradient_loss,train/std,rollout/ep_rew_mean,rollout/ep_len_mean
3989,1,512,0,,,,,,,,,,,,,
1823,2,1024,0,-2.432344436645508,0.2,-0.03572487458586693,0.2322998046875,0.015727898,-43.96884286403656,16,0.0004092704424510632,0.22053544303344097,-0.02871244359994307,0.9984609484672546,,
1571,3,1536,0,-0.0006902217864990234,0.2,-0.03342214226722717,0.268310546875,0.015202919,-43.92467558383942,32,0.0004092704424510632,0.0023324180619965773,-0.030056740768486634,0.9978148937225342,-2.104522,1223.0
1464,4,2048,1,0.00848931074142456,0.2,-0.03293182700872421,0.2244873046875,0.015322795,-43.88549995422363,48,0.0004092704424510632,0.002809673060255591,-0.026632693217834458,0.9952282905578613,-2.104522,1223.0
1408,5,2560,1,0.007112026214599609,0.2,-0.031098345294594765,0.2916259765625,0.019811843,-43.81310796737671,64,0.0004092704424510632,0.0018413125853840029,-0.027612514735665172,0.994195282459259,-2.1630165,1223.0
1378,6,3072,2,0.004909038543701172,0.2,-0.036870431154966354,0.2391357421875,0.01373019,-43.7981219291687,80,0.0004092704424510632,0.003913366250344552,-0.02507053842418827,0.9941611289978027,-2.1630165,1223.0
1354,7,3584,2,-0.001074075698852539,0.2,-0.039460450410842896,0.227294921875,0.016212283,-43.81597149372101,96,0.0004092704424510632,0.002217209566879319,-0.02474067988805473,0.9950597882270813,-2.1630165,1223.0
1338,8,4096,3,0.006731212139129639,0.2,-0.05610159784555435,0.3023681640625,0.021443866,-43.851152539253235,112,0.0004092704424510632,0.002251259171316633,-0.029936197155620903,0.9964475035667419,-2.1765026666666665,1223.0
1320,9,4608,3,0.001195669174194336,0.2,-0.023613538593053818,0.1905517578125,0.0112238005,-43.85669481754303,128,0.0004092704424510632,0.011859204998472705,-0.01986086374381557,0.9950228929519653,-2.1765026666666665,1223.0
1309,10,5120,3,0.014055430889129639,0.2,-0.03582683950662613,0.2208251953125,0.014665183,-43.813454270362854,144,0.0004092704424510632,0.001478436445722764,-0.021367051114793867,0.9942958950996399,-2.2232135,1223.0
1302,11,5632,4,0.0014057159423828125,0.2,-0.028971385210752487,0.2403564453125,0.015781265,-43.80818247795105,160,0.0004092704424510632,0.01730835874332115,-0.024246087443316355,0.9949228167533875,-2.2232135,1223.0
1295,12,6144,4,-0.003965854644775391,0.2,-0.027608539909124374,0.2005615234375,0.012982266,-43.80712962150574,176,0.0004092704424510632,0.0015752513663755963,-0.024154195984010585,0.993584394454956,-2.2424977999999998,1223.0
1286,13,6656,5,0.0011679530143737793,0.2,-0.025799691677093506,0.2158203125,0.019074682,-43.759114265441895,192,0.0004092704424510632,0.02417057496495545,-0.027078751889348496,0.9924246072769165,-2.2424977999999998,1223.0
1281,14,7168,5,0.010082483291625977,0.2,-0.04035370424389839,0.1846923828125,0.016622027,-43.762603521347046,208,0.0004092704424510632,0.001991849425394321,-0.024918029972468503,0.9938271045684814,-2.2424977999999998,1223.0
1276,15,7680,6,0.0005838871002197266,0.2,-0.03132404014468193,0.1990966796875,0.015169868,-43.804261326789856,224,0.0004092704424510632,0.002258478751173243,-0.023211631691083312,0.995042622089386,-2.2234398333333334,1223.0
1268,16,8192,6,0.0006077885627746582,0.2,-0.03396110236644745,0.2828369140625,0.034681078,-43.81208038330078,240,0.0004092704424510632,0.03850856557255611,-0.03330732882022858,0.9937710165977478,-2.2234398333333334,1223.0
1265,17,8704,6,-0.00011146068572998047,0.2,-0.029680872336030006,0.22998046875,0.021524113,-43.75168311595917,256,0.0004092704424510632,0.0016595347460679477,-0.025341471802676097,0.991824209690094,-2.2304185714285714,1223.0
1263,18,9216,7,-0.0008287429809570312,0.2,-0.008240580558776855,0.1820068359375,0.015285154,-43.73713564872742,272,0.0004092704424510632,0.042666629946324974,-0.022987176809692755,0.9933152794837952,-2.2304185714285714,1223.0
1261,19,9728,7,-0.004317879676818848,0.2,-0.03607309237122536,0.2554931640625,0.025299948,-43.77349603176117,288,0.0004092704424510632,0.001528948772829608,-0.028980096307350323,0.9931785464286804,-2.2304185714285714,1223.0
1259,20,10240,8,0.003585219383239746,0.2,-0.029492802917957306,0.164306640625,0.011721709,-43.73113262653351,304,0.0004092704424510632,0.002350125945667969,-0.01844311238528462,0.9909661412239075,-2.203027125,1223.0
1258,21,10752,8,0.00045812129974365234,0.2,-0.012127337977290154,0.2562255859375,0.02400691,-43.68475604057312,320,0.0004092704424510632,0.05301915749441832,-0.028848417365225032,0.9908644556999207,-2.203027125,1223.0
1256,22,11264,8,-0.0029610395431518555,0.2,-0.02361537702381611,0.19091796875,0.015398982,-43.692429304122925,336,0.0004092704424510632,0.002014221128774807,-0.021066439716378227,0.9910518527030945,-2.2069455555555555,1223.0
1255,23,11776,9,0.00041937828063964844,0.2,0.010519769042730331,0.239990234375,0.018341351,-43.70423948764801,352,0.0004092704424510632,0.061876681982539594,-0.023933849850436673,0.9917973875999451,-2.2069455555555555,1223.0
1254,24,12288,9,-0.007167696952819824,0.2,-0.028408654034137726,0.1832275390625,0.014965151,-43.69939124584198,368,0.0004092704424510632,0.0013528589042834938,-0.02264778155949898,0.9904617667198181,-2.2099616,1223.0
