train/learning_rate,rollout/ep_rew_mean,train/n_updates,rollout/ep_len_mean,train/critic_loss,train/actor_loss,time/fps,train/ent_coef,time/episodes,time/total_timesteps,train/ent_coef_loss,time/time_elapsed
0.0008459126528049375,-4.0525839999999995,4931,1258.0,1.9396157264709473,-124.46036529541016,29,0.01751125603914261,4,5032,-167.34967041015625,171
0.0008459126528049375,-3.0299834999999997,9963,1258.0,4.834875106811523,-132.1149444580078,29,0.0012402740539982915,8,10064,13.9578857421875,342
0.0008459126528049375,-2.4421527499999995,14995,1258.0,6.341562747955322,-135.151611328125,30,0.0008839603397063911,12,15096,5.826483726501465,501
0.0008459126528049375,-2.1452508125,20027,1258.0,8.394159317016602,-136.22433471679688,30,0.0012380623957142234,16,20128,-10.976689338684082,660
0.0008459126528049375,-1.96527475,25059,1258.0,5.164463043212891,-119.30803680419922,31,0.0013755029067397118,20,25160,75.07862854003906,5
0.0008459126528049375,-1.8587580833333333,30091,1258.0,37.86646270751953,-92.63714599609375,29,0.002016636775806546,24,30192,52.12480926513672,176
0.0008459126528049375,-1.7836333928571428,35123,1258.0,3.701508045196533,-91.21017456054688,27,0.00045881239930167794,28,35224,26.889387130737305,374
0.0008459126528049375,-1.7225852499999998,40155,1258.0,3.0360097885131836,-90.7623291015625,26,0.0006269434234127402,32,40256,4.588560581207275,565
0.0008459126528049375,-1.651620222222222,45187,1258.0,3.291517972946167,-89.62435913085938,26,0.0007886782987043262,36,45288,-26.47149658203125,757
0.0008459126528049375,-1.60322475,50219,1258.0,4.040549278259277,-86.98023986816406,26,0.0006803462747484446,40,50320,38.38327407836914,12
0.0008459126528049375,-1.575746909090909,55251,1258.0,8.267309188842773,-75.23692321777344,28,0.0011490487959235907,44,55352,-13.076061248779297,189
0.0008459126528049375,-1.5329368958333334,60283,1258.0,38.74384689331055,-38.97744369506836,28,0.0022563464008271694,48,60384,-46.59130859375,358
0.0008459126528049375,-1.5122415576923076,65315,1258.0,25.68804168701172,-41.816322326660156,27,0.002676689764484763,52,65416,5.548140048980713,555
0.0008459126528049375,-1.4883131607142857,70347,1258.0,27.593046188354492,-28.8448486328125,27,0.0005150118959136307,56,70448,-53.63645935058594,756
0.0008459126528049375,-1.4439018666666665,75379,1258.0,19.76050567626953,-25.037841796875,29,0.0014147539623081684,60,75480,70.59876251220703,16
0.0008459126528049375,-1.4192725625,80411,1258.0,19.250045776367188,4.554763317108154,24,0.0021732712630182505,64,80512,-1.9563257694244385,221
0.0008459126528049375,-1.404110632352941,85443,1258.0,12.182025909423828,12.600845336914062,24,0.0022956104949116707,68,85544,3.3504838943481445,424
0.0008459126528049375,-1.3872276944444444,90475,1258.0,8.8804931640625,18.77472686767578,25,0.0015043922467157245,72,90576,-24.167497634887695,616
0.0008459126528049375,-1.3632376710526313,95507,1258.0,7.467743396759033,24.886951446533203,26,0.0007643712451681495,76,95608,4.370970249176025,792
