train/learning_rate,rollout/ep_rew_mean,train/n_updates,rollout/ep_len_mean,train/critic_loss,train/actor_loss,time/fps,train/ent_coef,time/episodes,time/total_timesteps,train/ent_coef_loss,time/time_elapsed
0.0008459126528049375,-4.29593,4931,1258.0,1.9502944946289062,-121.75486755371094,26,0.017361359670758247,4,5032,-170.99191284179688,191
0.0008459126528049375,-3.245674375,9963,1258.0,20.021203994750977,-126.05449676513672,27,0.0010895391460508108,8,10064,5.8676347732543945,370
0.0008459126528049375,-2.5598678333333336,14995,1258.0,6.119335174560547,-117.99160766601562,27,0.001651924685575068,12,15096,9.802180290222168,551
0.0008459126528049375,-2.2068558124999997,20027,1258.0,3.5850625038146973,-106.79024505615234,26,0.0016013301210477948,16,20128,-0.2685950696468353,760
0.0008459126528049375,-1.9706925999999996,25059,1258.0,3.241832733154297,-94.59822082519531,28,0.0006647166446782649,20,25160,42.281272888183594,5
0.0008459126528049375,-1.8305667083333332,30091,1258.0,6.177770614624023,-82.5315170288086,28,0.0005994889070279896,24,30192,12.418011665344238,181
0.0008459126528049375,-1.7262001785714285,35123,1258.0,3.98960018157959,-68.48359680175781,26,0.0008319729822687805,28,35224,-1.8397376537322998,388
0.0008459126528049375,-1.63797109375,40155,1258.0,2.321746826171875,-63.69316482543945,25,0.000457686634035781,32,40256,-24.307376861572266,594
0.0008459126528049375,-1.5837209722222223,45187,1258.0,4.325223922729492,-53.71050262451172,25,0.0007366820937022567,36,45288,-20.117448806762695,799
0.0008459126528049375,-1.5187109250000002,50219,1258.0,5.677818298339844,-49.1635627746582,25,0.0011120788985863328,40,50320,2.0631930828094482,12
0.0008459126528049375,-1.4673631136363638,55251,1258.0,6.065031051635742,-33.89531707763672,28,0.0011308396933600307,44,55352,-16.474761962890625,188
0.0008459126528049375,-1.4348110416666664,60283,1258.0,13.972972869873047,-26.92082977294922,29,0.0009872732916846871,48,60384,4.532620429992676,350
0.0008459126528049375,-1.4117888653846151,65315,1258.0,2.6387271881103516,-20.7564754486084,28,0.0011340948985889554,52,65416,-7.048288822174072,548
0.0008459126528049375,-1.3855098928571425,70347,1258.0,34.15236282348633,-10.329902648925781,28,0.0020401952788233757,56,70448,-40.612693786621094,726
0.0008459126528049375,-1.3557015166666664,75379,1258.0,24.598188400268555,2.018282413482666,27,0.0011977583635598421,60,75480,51.13477325439453,17
0.0008459126528049375,-1.331310453125,80411,1258.0,11.751310348510742,15.28940486907959,29,0.0017960610566660762,64,80512,14.974740982055664,185
0.0008459126528049375,-1.3174147647058823,85443,1258.0,6.603761672973633,23.09861946105957,29,0.0015852972865104675,68,85544,-6.980288982391357,355
0.0008459126528049375,-1.3022619722222222,90475,1258.0,64.38618469238281,39.739810943603516,29,0.0023813352454453707,72,90576,15.064613342285156,525
0.0008459126528049375,-1.2832561315789472,95507,1258.0,10.23733139038086,56.29317092895508,29,0.002926264191046357,76,95608,14.698144912719727,699
