train/n_updates,rollout/ep_rew_mean,train/actor_loss,time/total_timesteps,train/ent_coef_loss,time/time_elapsed,train/learning_rate,time/fps,time/episodes,train/critic_loss,train/ent_coef,rollout/ep_len_mean
4931,-5.259438749999999,-122.61164093017578,5032,-178.78146362304688,394,0.0008459126528049375,12,4,1.341888189315796,0.017425578087568283,1258.0
9963,-4.07138725,-132.77882385253906,10064,-39.35124206542969,803,0.0008459126528049375,12,8,3.5285418033599854,0.0012686497066169977,1258.0
14995,-3.527771833333333,-135.98207092285156,15096,-1.149194598197937,1220,0.0008459126528049375,12,12,2.4486794471740723,0.000847869785502553,1258.0
20027,-3.35848775,-137.81369018554688,20128,-102.50566864013672,1639,0.0008459126528049375,12,16,2.8649163246154785,0.0012052918318659067,1258.0
25059,-3.1795778500000003,-145.2265625,25160,9.94332504272461,13,0.0008459126528049375,11,20,2.8498024940490723,0.0007643723511137068,1258.0
30091,-3.07711375,-144.52630615234375,30192,43.79594802856445,436,0.0008459126528049375,11,24,4.460577011108398,0.00043717894004657865,1258.0
35123,-2.9420983928571425,-144.32351684570312,35224,-43.95500564575195,860,0.0008459126528049375,11,28,4.04322624206543,0.0009253030875697732,1258.0
40155,-2.853662625,-141.67166137695312,40256,11.167447090148926,1283,0.0008459126528049375,11,32,3.5476431846618652,0.0006269281730055809,1258.0
45187,-2.8085418055555555,-134.96641540527344,45288,-47.10332107543945,1705,0.0008459126528049375,11,36,14.40279769897461,0.0005270091351121664,1258.0
50219,-2.7493711999999997,-139.126953125,50320,-13.254654884338379,26,0.0008459126528049375,12,40,44.864585876464844,0.0009806142188608646,1258.0
55251,-2.6899042727272726,-131.82440185546875,55352,134.37811279296875,447,0.0008459126528049375,11,44,72.62503814697266,0.0018002247670665383,1258.0
60283,-2.659164104166667,-116.51611328125,60384,24.41377067565918,867,0.0008459126528049375,11,48,17.485429763793945,0.0009599046898074448,1258.0
65315,-2.6349935576923076,-107.42511749267578,65416,5.243817329406738,1290,0.0008459126528049375,11,52,3.5568389892578125,0.00113935477565974,1258.0
70347,-2.6139611785714285,-106.09629821777344,70448,11.491588592529297,1716,0.0008459126528049375,11,56,3.5550146102905273,0.0009177424944937229,1258.0
75379,-2.5647320833333334,-106.93748474121094,75480,-24.359045028686523,41,0.0008459126528049375,11,60,3.2440614700317383,0.0011544672306627035,1258.0
80411,-2.54889559375,-103.99459075927734,80512,43.661109924316406,484,0.0008459126528049375,11,64,4.781291961669922,0.001643687137402594,1258.0
85443,-2.5614315441176476,-102.99613952636719,85544,-43.99678421020508,935,0.0008459126528049375,11,68,2.8964953422546387,0.0008962458232417703,1258.0
90475,-2.557647972222222,-103.22293090820312,90576,58.175758361816406,1417,0.0008459126528049375,10,72,2.9369752407073975,0.0006665292894467711,1258.0
95507,-2.583848263157895,-101.28436279296875,95608,30.40965461730957,1895,0.0008459126528049375,10,76,17.332857131958008,0.0007825433276593685,1258.0
