time/time_elapsed,time/iterations,time/fps,time/total_timesteps,train/loss,train/policy_gradient_loss,train/explained_variance,train/std,train/value_loss,train/entropy_loss,train/clip_range,train/clip_fraction,train/approx_kl,train/n_updates,train/learning_rate,rollout/ep_rew_mean,rollout/ep_len_mean
0,1,4131,512,,,,,,,,,,,,,
0,2,1915,1024,-0.03476342186331749,-0.029441129561746493,-0.6589394807815552,1.000848412513733,0.13916057680762606,-43.9995778799057,0.2,0.256103515625,0.017611649,16,0.0004092704424510632,,
0,3,1632,1536,-0.03279612585902214,-0.026135083913686685,-0.11271274089813232,1.0009962320327759,0.0038149088650243357,-44.01829469203949,0.2,0.24267578125,0.0144915385,32,0.0004092704424510632,-2.433684,1257.0
1,4,1508,2048,-0.021935489028692245,-0.035485001280903816,0.007157325744628906,1.000086784362793,0.04271610826253891,-44.00504493713379,0.2,0.3443603515625,0.022960898,48,0.0004092704424510632,-2.433684,1257.0
1,5,1448,2560,-0.013340327888727188,-0.01861956920765806,-0.23632407188415527,1.0002518892288208,0.00412086791038746,-43.98713946342468,0.2,0.20361328125,0.01451993,64,0.0004092704424510632,-2.531865,1257.0
2,6,1413,3072,-0.008111706003546715,-0.025607501418562606,0.026753604412078857,1.0013788938522339,0.04581082996446639,-44.0071976184845,0.2,0.27783203125,0.02351711,80,0.0004092704424510632,-2.531865,1257.0
2,7,1387,3584,-0.022366350516676903,-0.027377965598134324,-0.9354653358459473,1.001773715019226,0.002781443217827473,-44.03728997707367,0.2,0.2998046875,0.01782905,96,0.0004092704424510632,-2.531865,1257.0
2,8,1366,4096,-0.02883191592991352,-0.020350244943983853,-0.0550236701965332,1.0015709400177002,0.0034263533598277718,-44.03665602207184,0.2,0.236328125,0.016714577,112,0.0004092704424510632,-2.5315559999999997,1257.0
3,9,1352,4608,-0.01839589513838291,-0.027624650043435395,0.022640228271484375,1.0008876323699951,0.05624590371735394,-44.02475333213806,0.2,0.29150390625,0.017285004,128,0.0004092704424510632,-2.5315559999999997,1257.0
3,10,1340,5120,-0.04231654480099678,-0.025198315182933584,-0.9189437627792358,0.9997594356536865,0.006509791430289624,-43.994330525398254,0.2,0.24267578125,0.018979834,144,0.0004092704424510632,-2.52914,1257.0
4,11,1330,5632,-0.010834628716111183,-0.02571797951532062,0.020326554775238037,0.9993401765823364,0.07358520454727113,-43.96706402301788,0.2,0.2701416015625,0.021013472,160,0.0004092704424510632,-2.52914,1257.0
4,12,1322,6144,-0.03306197747588158,-0.023413740942487493,-0.6821938753128052,0.9985498189926147,0.00413490881328471,-43.949474573135376,0.2,0.2325439453125,0.019287001,176,0.0004092704424510632,-2.52914,1257.0
5,13,1316,6656,-0.04714305326342583,-0.02229447955323849,-0.0031436681747436523,1.001258373260498,0.0029539823881350458,-43.97041416168213,0.2,0.19970703125,0.015206695,192,0.0004092704424510632,-2.5831018,1257.0
5,14,1310,7168,-0.012492481619119644,-0.02806024365418125,0.015457391738891602,1.0028233528137207,0.07317783392500132,-44.04815089702606,0.2,0.249267578125,0.02226723,208,0.0004092704424510632,-2.5831018,1257.0
5,15,1306,7680,-0.033734049648046494,-0.02869770264805993,-2.1126868724823,1.000251293182373,0.006586900424736086,-44.04081058502197,0.2,0.269775390625,0.023043774,224,0.0004092704424510632,-2.601046333333333,1257.0
6,16,1300,8192,-0.007279952988028526,-0.02570592358824797,0.04023730754852295,0.9978679418563843,0.06281477259472013,-43.95031654834747,0.2,0.2628173828125,0.023924675,240,0.0004092704424510632,-2.601046333333333,1257.0
6,17,1296,8704,-0.03401094675064087,-0.02186043122492265,-0.31317687034606934,0.9962449669837952,0.005723085727368016,-43.88801348209381,0.2,0.1993408203125,0.013061675,256,0.0004092704424510632,-2.601046333333333,1257.0
7,18,1294,9216,-0.036380913108587265,-0.027377942809835076,0.12000614404678345,0.99699866771698,0.00305187650519656,-43.869208097457886,0.2,0.249267578125,0.023137003,272,0.0004092704424510632,-2.616723142857143,1257.0
7,19,1291,9728,-0.018422510474920273,-0.028152935788966715,0.1319475769996643,0.9961069822311401,0.0444407777977176,-43.87800192832947,0.2,0.24609375,0.02313387,288,0.0004092704424510632,-2.616723142857143,1257.0
7,20,1288,10240,-0.033836934715509415,-0.022362431715009734,-2.832158088684082,0.9942526817321777,0.006539934896863997,-43.83175563812256,0.2,0.207275390625,0.015776763,304,0.0004092704424510632,-2.584558,1257.0
8,21,1286,10752,-0.0213841013610363,-0.02579328649881063,0.09838366508483887,0.9945293068885803,0.041185064415913075,-43.79625225067139,0.2,0.2554931640625,0.021487527,320,0.0004092704424510632,-2.584558,1257.0
8,22,1285,11264,-0.04018818214535713,-0.0290131586662028,0.0197637677192688,0.9968880414962769,0.005467366543598473,-43.83655822277069,0.2,0.2493896484375,0.018981991,336,0.0004092704424510632,-2.584558,1257.0
9,23,1284,11776,-0.03783145174384117,-0.0320717850663641,0.29528993368148804,0.9976302981376648,0.004216248169541359,-43.89151632785797,0.2,0.27587890625,0.024831623,352,0.0004092704424510632,-2.5756948888888886,1257.0
9,24,1283,12288,-0.028340810909867287,-0.025473773464909755,0.4013797640800476,0.9970040321350098,0.03054896544199437,-43.89576005935669,0.2,0.277099609375,0.02789978,368,0.0004092704424510632,-2.5756948888888886,1257.0
9,25,1281,12800,-0.037524282932281494,-0.024803451145999134,-1.1538949012756348,0.9967597126960754,0.0068323801388032734,-43.86833477020264,0.2,0.1964111328125,0.013043659,384,0.0004092704424510632,-2.5710954,1257.0
10,26,1281,13312,-0.017656434327363968,-0.017987614977755584,0.22482037544250488,0.9958323240280151,0.03476708329981193,-43.859110713005066,0.2,0.1776123046875,0.016961988,400,0.0004092704424510632,-2.5710954,1257.0
10,27,1279,13824,-0.030029941350221634,-0.026380188166513108,-0.2110368013381958,0.9942139983177185,0.005595483977231197,-43.81325078010559,0.2,0.2264404296875,0.017209759,416,0.0004092704424510632,-2.5710954,1257.0
11,28,1278,14336,-0.04128856584429741,-0.026394474814878777,0.6975243091583252,0.9933578968048096,0.006242639399715699,-43.770472049713135,0.2,0.21044921875,0.0139816385,432,0.0004092704424510632,-2.5900670000000003,1257.0
11,29,1277,14848,-0.030713986605405807,-0.021206555305980146,0.4446057081222534,0.994706928730011,0.011157193715916947,-43.767913460731506,0.2,0.2479248046875,0.02154287,448,0.0004092704424510632,-2.5900670000000003,1257.0
12,30,1276,15360,-0.03920406475663185,-0.025440430123126134,-0.9539835453033447,0.9939691424369812,0.004258658940671012,-43.796130418777466,0.2,0.22802734375,0.015607402,464,0.0004092704424510632,-2.5795615833333336,1257.0
12,31,1276,15872,-0.005388984456658363,-0.01671246299520135,0.24334782361984253,0.9939652681350708,0.039835168165154755,-43.765886306762695,0.2,0.176025390625,0.01613646,480,0.0004092704424510632,-2.5795615833333336,1257.0
12,32,1275,16384,-0.037455204874277115,-0.0316492664424004,-0.7645937204360962,0.9949973225593567,0.0083206930430606,-43.785303711891174,0.2,0.2359619140625,0.01630438,496,0.0004092704424510632,-2.587189461538462,1257.0
13,33,1274,16896,-0.03430355340242386,-0.024375195120228454,0.23295223712921143,0.9944380521774292,0.04237845225725323,-43.79214417934418,0.2,0.2418212890625,0.014626052,512,0.0004092704424510632,-2.587189461538462,1257.0
13,34,1273,17408,-0.022976215928792953,-0.022955839929636568,-0.21664249897003174,0.9927768707275391,0.007225689259939827,-43.75058650970459,0.2,0.2279052734375,0.017061248,528,0.0004092704424510632,-2.587189461538462,1257.0
14,35,1272,17920,-0.04487339034676552,-0.030363083817064762,-0.8241480588912964,0.9928620457649231,0.005081679242721293,-43.72273504734039,0.2,0.2557373046875,0.021329567,544,0.0004092704424510632,-2.5925912142857146,1257.0
14,36,1271,18432,-0.02237767167389393,-0.0309887463808991,0.1484586000442505,0.992477297782898,0.056324774865061045,-43.72157084941864,0.2,0.2918701171875,0.027935226,560,0.0004092704424510632,-2.5925912142857146,1257.0
14,37,1271,18944,-0.05654072016477585,-0.03300460579339415,-4.402878761291504,0.994482696056366,0.0066697922520688735,-43.73367512226105,0.2,0.2796630859375,0.025777549,576,0.0004092704424510632,-2.594024,1257.0
15,38,1270,19456,-0.028134366497397423,-0.026657521637389436,0.09432929754257202,0.9950124621391296,0.05888189299730584,-43.786078453063965,0.2,0.2783203125,0.025401253,592,0.0004092704424510632,-2.594024,1257.0
15,39,1270,19968,-0.0422784797847271,-0.025263596187869553,-0.08340489864349365,0.9956755042076111,0.006233983076526783,-43.79313039779663,0.2,0.2288818359375,0.018215809,608,0.0004092704424510632,-2.594024,1257.0
16,40,1269,20480,-0.03161965683102608,-0.023609070893144235,-0.45851898193359375,0.9957727789878845,0.004968579778505955,-43.81027615070343,0.2,0.2259521484375,0.018964412,624,0.0004092704424510632,-2.587745375,1257.0
16,41,1268,20992,-0.038501642644405365,-0.03276977251516655,0.19070833921432495,0.9956377744674683,0.050726506946375594,-43.80898332595825,0.2,0.3052978515625,0.031824376,640,0.0004092704424510632,-2.587745375,1257.0
16,42,1268,21504,-0.031337328255176544,-0.023033773439237848,-2.6520180702209473,0.9952282309532166,0.00924696063157171,-43.79444360733032,0.2,0.1878662109375,0.013706927,656,0.0004092704424510632,-2.579485058823529,1257.0
17,43,1267,22016,-0.019150633364915848,-0.021531045815208927,0.20762503147125244,0.9941784143447876,0.06155980617040768,-43.770554304122925,0.2,0.181884765625,0.017707773,672,0.0004092704424510632,-2.579485058823529,1257.0
17,44,1267,22528,-0.018578648567199707,-0.022869224223541096,0.1970331072807312,0.993213415145874,0.01071100018452853,-43.735880970954895,0.2,0.1904296875,0.013854866,688,0.0004092704424510632,-2.579485058823529,1257.0
18,45,1266,23040,-0.030903728678822517,-0.027337040373822674,-0.4220583438873291,0.9929588437080383,0.005304628604790196,-43.71271526813507,0.2,0.250732421875,0.02032087,704,0.0004092704424510632,-2.5874089444444444,1257.0
18,46,1266,23552,-0.035634465515613556,-0.026126329292310402,0.335554301738739,0.9932529330253601,0.04043561714934185,-43.7204475402832,0.2,0.201904296875,0.0190552,720,0.0004092704424510632,-2.5874089444444444,1257.0
19,47,1265,24064,-0.04865593835711479,-0.02694058512133779,-2.0721545219421387,0.996295690536499,0.005927138430706691,-43.75577187538147,0.2,0.244140625,0.017365718,736,0.0004092704424510632,-2.582430736842105,1257.0
19,48,1265,24576,-0.01619524322450161,-0.024234213691670448,0.15629255771636963,0.9977148771286011,0.0683180243941024,-43.847947001457214,0.2,0.202880859375,0.021240786,752,0.0004092704424510632,-2.582430736842105,1257.0
19,49,1264,25088,-0.04219682514667511,-0.0266280741780065,-0.1102973222732544,0.9999042749404907,0.00807992773479782,-43.890727400779724,0.2,0.2177734375,0.019894859,768,0.0004092704424510632,-2.582430736842105,1257.0
20,50,1264,25600,-0.030301466584205627,-0.023606347895110957,0.4886295199394226,0.9991068243980408,0.0056421062763547525,-43.92553663253784,0.2,0.14306640625,0.01212958,784,0.0004092704424510632,-2.58185465,1257.0
20,51,1264,26112,-0.01962163671851158,-0.01938986507593654,0.640851616859436,0.9995845556259155,0.04056534304982051,-43.90526604652405,0.2,0.19384765625,0.022697235,800,0.0004092704424510632,-2.58185465,1257.0
21,52,1264,26624,-0.03471005707979202,-0.020803215506020933,-1.0594208240509033,0.9981566071510315,0.010220489799394272,-43.90256094932556,0.2,0.173583984375,0.0155315,816,0.0004092704424510632,-2.590105761904762,1257.0
21,53,1264,27136,-0.008157361298799515,-0.025287612472311594,0.6148300170898438,0.9974051117897034,0.049600393569562584,-43.85195815563202,0.2,0.1883544921875,0.018543782,832,0.0004092704424510632,-2.590105761904762,1257.0
21,54,1263,27648,-0.029708867892622948,-0.025520557144773193,-1.0143609046936035,0.9972464442253113,0.01185693932347931,-43.83988177776337,0.2,0.2327880859375,0.016812546,848,0.0004092704424510632,-2.590105761904762,1257.0
22,55,1262,28160,-0.025236953049898148,-0.02609914302593097,0.7393207550048828,0.9960463047027588,0.021891376993153244,-43.8207665681839,0.2,0.2415771484375,0.01909712,864,0.0004092704424510632,-2.5926235,1257.0
22,56,1262,28672,-0.024162713438272476,-0.023508447280619293,0.7524652481079102,0.9957993626594543,0.014531282475218177,-43.78907108306885,0.2,0.2454833984375,0.021729141,880,0.0004092704424510632,-2.5926235,1257.0
23,57,1262,29184,-0.04740672558546066,-0.028562532985233702,-1.0224788188934326,0.9970963001251221,0.006665064851404168,-43.809173822402954,0.2,0.252685546875,0.019667838,896,0.0004092704424510632,-2.591276217391304,1257.0
23,58,1262,29696,-0.01922648958861828,-0.018395659717498347,0.5529686212539673,0.9978373050689697,0.04433254641480744,-43.84313929080963,0.2,0.1505126953125,0.016141579,912,0.0004092704424510632,-2.591276217391304,1257.0
23,59,1261,30208,-0.021862171590328217,-0.02675580010691192,-1.6888463497161865,0.9990264177322388,0.009767916533746757,-43.86832642555237,0.2,0.2257080078125,0.01975936,928,0.0004092704424510632,-2.6023212916666667,1257.0
24,60,1261,30720,-0.006071124225854874,-0.016456471756100655,0.5376596450805664,0.998116672039032,0.05461996828671545,-43.879189014434814,0.2,0.1243896484375,0.015503895,944,0.0004092704424510632,-2.6023212916666667,1257.0
24,61,1261,31232,-0.0497901551425457,-0.03237086354056373,-0.5337624549865723,0.9963691234588623,0.008102870880975388,-43.83270812034607,0.2,0.277587890625,0.025926732,960,0.0004092704424510632,-2.6023212916666667,1257.0
25,62,1261,31744,-0.04617919772863388,-0.02784377553325612,-1.0186219215393066,0.9953123927116394,0.005830310605233535,-43.786439657211304,0.2,0.2806396484375,0.026965827,976,0.0004092704424510632,-2.61454972,1257.0
25,63,1261,32256,-0.02535075880587101,-0.02199039275001269,0.22852063179016113,0.9951976537704468,0.07156559312716126,-43.76640570163727,0.2,0.168212890625,0.017947998,992,0.0004092704424510632,-2.61454972,1257.0
