train/actor_loss,time/fps,time/time_elapsed,rollout/ep_rew_mean,train/ent_coef,train/ent_coef_loss,time/episodes,train/learning_rate,rollout/ep_len_mean,train/n_updates,time/total_timesteps,train/critic_loss
-123.2486801147461,28,178,-4.37183925,0.017107224091887474,-180.46466064453125,4,0.0008459126528049375,1258.0,4931,5032,1.2127766609191895
-131.45578002929688,27,360,-3.423087875,0.0009599856566637754,-59.82081604003906,8,0.0008459126528049375,1258.0,9963,10064,3.277194023132324
-133.6983642578125,27,544,-2.851315083333333,0.0012265617260709405,-23.602310180664062,12,0.0008459126528049375,1258.0,14995,15096,4.153087615966797
-136.5646209716797,27,735,-2.5678571249999997,0.0010133510222658515,7.070969104766846,16,0.0008459126528049375,1258.0,20027,20128,7.0978827476501465
-133.9159393310547,29,5,-2.3894542999999997,0.0007064890814945102,54.33955383300781,20,0.0008459126528049375,1258.0,25059,25160,14.758598327636719
-115.27413940429688,25,204,-2.2390596666666664,0.001116860075853765,-29.932209014892578,24,0.0008459126528049375,1258.0,30091,30192,8.735713958740234
-102.59687042236328,26,392,-2.1684278928571428,0.0011438025394454598,-33.576271057128906,28,0.0008459126528049375,1258.0,35123,35224,11.506731033325195
-99.77799987792969,25,591,-2.08907034375,0.0010026775998994708,24.52817153930664,32,0.0008459126528049375,1258.0,40155,40256,9.15924072265625
-98.55225372314453,26,760,-2.031048388888889,0.000621807062998414,16.686939239501953,36,0.0008459126528049375,1258.0,45187,45288,8.047769546508789
-94.89403533935547,25,12,-1.9780772,0.0005011626635678113,55.621036529541016,40,0.0008459126528049375,1258.0,50219,50320,3.4882285594940186
-80.64897155761719,28,189,-1.9297323409090907,0.0004833776911254972,64.16938781738281,44,0.0008459126528049375,1258.0,55251,55352,2.854494571685791
-77.3580551147461,27,381,-1.8900194166666668,0.0004649143374990672,28.192279815673828,48,0.0008459126528049375,1258.0,60283,60384,2.5323314666748047
-71.62706756591797,28,548,-1.8360563846153848,0.0009031545487232506,25.175556182861328,52,0.0008459126528049375,1258.0,65315,65416,7.610291481018066
-69.83592224121094,27,734,-1.7944446964285716,0.000748292775824666,-6.233072280883789,56,0.0008459126528049375,1258.0,70347,70448,2.6257851123809814
-66.76024627685547,30,15,-1.7774797166666665,0.0007867555250413716,-35.863887786865234,60,0.0008459126528049375,1258.0,75379,75480,2.379845380783081
-61.43752670288086,28,190,-1.743861265625,0.0006805828306823969,-19.832786560058594,64,0.0008459126528049375,1258.0,80411,80512,3.98490309715271
-55.3564567565918,27,380,-1.7205660147058826,0.0007111920276656747,-58.66213607788086,68,0.0008459126528049375,1258.0,85443,85544,11.437272071838379
-53.523277282714844,27,574,-1.7018145972222223,0.0006277792272157967,-14.717178344726562,72,0.0008459126528049375,1258.0,90475,90576,5.331563949584961
-39.5299072265625,26,774,-1.6873307894736844,0.0008156023104675114,-26.08497428894043,76,0.0008459126528049375,1258.0,95507,95608,6.771634101867676
