train/ent_coef_loss,train/n_updates,train/critic_loss,time/time_elapsed,rollout/ep_len_mean,train/ent_coef,time/fps,time/total_timesteps,time/episodes,train/actor_loss,rollout/ep_rew_mean,train/learning_rate
-172.842041015625,4927,3.759676456451416,396,1257.0,0.017116190865635872,12,5028,4,-121.53280639648438,-4.587396750000001,0.0008459126528049375
-34.248592376708984,9955,2.517136573791504,804,1257.0,0.0011439875233918428,12,10056,8,-127.42652893066406,-3.580555375,0.0008459126528049375
-41.2922477722168,14983,8.64311695098877,1214,1257.0,0.0015976715367287397,12,15084,12,-121.82429504394531,-2.9804208333333335,0.0008459126528049375
5.837620735168457,20011,5.486513137817383,1632,1257.0,0.001438175211660564,12,20112,16,-112.43536376953125,-2.6267266874999997,0.0008459126528049375
-1.5173951387405396,25039,3.2269389629364014,10,1257.0,0.0006861123838461936,12,25140,20,-114.06007385253906,-2.41683325,0.0008459126528049375
167.43824768066406,30067,32.60332489013672,423,1257.0,0.0014414446195587516,12,30168,24,-80.00041961669922,-2.2278172916666668,0.0008459126528049375
8.067279815673828,35095,4.532219886779785,838,1257.0,0.000630621041636914,12,35196,28,-76.85566711425781,-2.1254855,0.0008459126528049375
18.244787216186523,40123,2.5055911540985107,1244,1257.0,0.0005944181466475129,12,40224,32,-75.7587890625,-2.0521063749999997,0.0008459126528049375
32.25754165649414,45151,1.4365935325622559,1651,1257.0,0.0003770048206206411,12,45252,36,-71.17549896240234,-1.9977463055555558,0.0008459126528049375
27.339183807373047,50179,1.46310555934906,23,1257.0,0.00033925368916243315,11,50280,40,-65.75845336914062,-1.948427675,0.0008459126528049375
32.25921630859375,55207,3.3401970863342285,440,1257.0,0.00034645479172468185,12,55308,44,-57.854400634765625,-1.8996245227272726,0.0008459126528049375
15.626352310180664,60235,1.731391191482544,857,1257.0,0.00037322036223486066,12,60336,48,-56.1644287109375,-1.8620127291666666,0.0008459126528049375
41.40946960449219,65263,17.20622444152832,1279,1257.0,0.0010574253974482417,12,65364,52,-51.84547424316406,-1.8154703076923075,0.0008459126528049375
5.4623823165893555,70291,60.97481918334961,1701,1257.0,0.0007968486752361059,11,70392,56,-49.239383697509766,-1.7939827678571427,0.0008459126528049375
22.383014678955078,75319,24.20709228515625,35,1257.0,0.0008978905389085412,11,75420,60,-44.1126823425293,-1.7702411833333331,0.0008459126528049375
-11.659650802612305,80347,6.989424705505371,474,1257.0,0.0014368249103426933,11,80448,64,-6.464705944061279,-1.741943375,0.0008459126528049375
-19.614580154418945,85375,19.8973445892334,906,1257.0,0.0015578294405713677,11,85476,68,2.7750625610351562,-1.7180260294117649,0.0008459126528049375
-16.933320999145508,90403,11.898125648498535,1344,1257.0,0.0012364494614303112,11,90504,72,9.464531898498535,-1.6989934722222222,0.0008459126528049375
