time/iterations,time/time_elapsed,time/total_timesteps,time/fps,train/n_updates,train/clip_fraction,train/entropy_loss,train/policy_gradient_loss,train/approx_kl,train/clip_range,train/learning_rate,train/loss,train/explained_variance,train/std,train/value_loss,rollout/ep_rew_mean,rollout/ep_len_mean
1,0,512,3882,,,,,,,,,,,,,
2,0,1024,1836,16,0.204833984375,-43.98740613460541,-0.024713668062759098,0.014686153,0.2,0.0004092704424510632,-0.036641716957092285,-1.4101979732513428,1.0000602006912231,0.08835477959473792,,
3,0,1536,1568,32,0.2918701171875,-43.98749756813049,-0.031721976411063224,0.021329613,0.2,0.0004092704424510632,-0.04480115324258804,-0.033345699310302734,0.9999581575393677,0.0026971374682034366,-2.01179,1258.0
4,1,2048,1478,48,0.332275390625,-43.957579016685486,-0.030961618293076754,0.022763183,0.2,0.0004092704424510632,-0.004166213795542717,-0.003802180290222168,0.9981690049171448,0.05816750309895724,-2.01179,1258.0
5,1,2560,1411,64,0.2115478515625,-43.89841628074646,-0.02321607110206969,0.015535377,0.2,0.0004092704424510632,-0.03150944784283638,-0.0005030632019042969,0.9961645603179932,0.0029390257332124747,-2.1285425,1258.0
6,2,3072,1370,80,0.2421875,-43.85639441013336,-0.02241716257412918,0.018751403,0.2,0.0004092704424510632,-0.001092962920665741,0.0008756518363952637,0.9957871437072754,0.06529671745374799,-2.1285425,1258.0
7,2,3584,1342,96,0.232177734375,-43.832221031188965,-0.026895909759332426,0.015217987,0.2,0.0004092704424510632,-0.026735233142971992,0.039399027824401855,0.994044840335846,0.0014664666596218012,-2.1285425,1258.0
8,3,4096,1322,112,0.27685546875,-43.79631292819977,-0.026980797905707732,0.023494378,0.2,0.0004092704424510632,-0.040342334657907486,-0.0016357898712158203,0.9944184422492981,0.0035044673131778836,-2.091351,1258.0
9,3,4608,1306,128,0.2520751953125,-43.79442512989044,-0.023587651798152365,0.01389472,0.2,0.0004092704424510632,0.002552177757024765,0.0028793811798095703,0.9933135509490967,0.07562094030436128,-2.091351,1258.0
10,3,5120,1291,144,0.197021484375,-43.78022122383118,-0.020655928878113627,0.015005634,0.2,0.0004092704424510632,-0.03536366671323776,-0.02345728874206543,0.99457848072052,0.0026988098870788235,-2.09347675,1258.0
11,4,5632,1283,160,0.2550048828125,-43.80896496772766,-0.026448236865689978,0.016767226,0.2,0.0004092704424510632,0.002713162451982498,0.00830775499343872,0.9939396381378174,0.0793383801355958,-2.09347675,1258.0
12,4,6144,1276,176,0.2705078125,-43.79029595851898,-0.03256453598442022,0.018474901,0.2,0.0004092704424510632,-0.046129509806632996,0.059990644454956055,0.9943196177482605,0.001245360563189024,-2.09347675,1258.0
13,5,6656,1269,192,0.2281494140625,-43.80989742279053,-0.024116152373608202,0.021234889,0.2,0.0004092704424510632,-0.008727507665753365,0.050296008586883545,0.9947572350502014,0.004912955686450005,-2.0791242,1258.0
14,5,7168,1264,208,0.2587890625,-43.79312288761139,-0.029210082080680877,0.020971425,0.2,0.0004092704424510632,-0.018841292709112167,0.03946644067764282,0.9933679699897766,0.07451604155357927,-2.0791242,1258.0
15,6,7680,1258,224,0.218017578125,-43.74039697647095,-0.02495173303759657,0.01642977,0.2,0.0004092704424510632,-0.05147542804479599,-0.14203429222106934,0.9913651943206787,0.003171745178406127,-2.072171,1258.0
16,6,8192,1255,240,0.2589111328125,-43.71404564380646,-0.025097940662817564,0.018708836,0.2,0.0004092704424510632,0.002119341865181923,0.009795904159545898,0.9922398328781128,0.0777109955670312,-2.072171,1258.0
17,6,8704,1251,256,0.1715087890625,-43.73365020751953,-0.022891304921358824,0.011368569,0.2,0.0004092704424510632,-0.040111392736434937,-0.5805388689041138,0.9922123551368713,0.0029083283188811038,-2.072171,1258.0
18,7,9216,1247,272,0.1944580078125,-43.72434139251709,-0.020907619182253256,0.0155268265,0.2,0.0004092704424510632,-0.03412460908293724,0.07034945487976074,0.9918465614318848,0.0048603402901790105,-2.0816452857142855,1258.0
19,7,9728,1246,288,0.2130126953125,-43.7113596200943,-0.021038763487013057,0.0229094,0.2,0.0004092704424510632,-0.01607614941895008,0.13403797149658203,0.9914517998695374,0.0721354151610285,-2.0816452857142855,1258.0
20,8,10240,1243,304,0.175048828125,-43.71980702877045,-0.020275971939554438,0.016454741,0.2,0.0004092704424510632,-0.028931081295013428,-0.7717801332473755,0.9925179481506348,0.0029233619243314024,-2.0774948749999997,1258.0
