time/iterations,time/time_elapsed,time/total_timesteps,time/fps,train/n_updates,train/clip_fraction,train/entropy_loss,train/policy_gradient_loss,train/approx_kl,train/clip_range,train/learning_rate,train/loss,train/explained_variance,train/std,train/value_loss,rollout/ep_rew_mean,rollout/ep_len_mean
1,0,512,3938,,,,,,,,,,,,,
2,0,1024,1857,16,0.271484375,-43.99979293346405,-0.03145987179595977,0.01745085,0.2,0.0004092704424510632,-0.04228513687849045,-1.4434881210327148,1.0007580518722534,0.1924731238541426,,
3,0,1536,1572,32,0.2257080078125,-44.005462408065796,-0.023563121343613602,0.015370379,0.2,0.0004092704424510632,-0.029143447056412697,-0.02912294864654541,1.0003972053527832,0.002891209256631555,-2.094207,1258.0
4,1,2048,1468,48,0.2938232421875,-44.002002239227295,-0.02845572878140956,0.019302312,0.2,0.0004092704424510632,-0.02949996292591095,0.032674968242645264,1.0007219314575195,0.0033147412686957978,-2.094207,1258.0
5,1,2560,1405,64,0.28759765625,-44.00027406215668,-0.03249145034351386,0.021866329,0.2,0.0004092704424510632,-0.053115781396627426,0.0030475258827209473,0.9999727010726929,0.0018288379942532629,-2.015834,1258.0
6,2,3072,1366,80,0.253173828125,-43.96079504489899,-0.027311012483551167,0.015590651,0.2,0.0004092704424510632,-0.024653462693095207,0.05989772081375122,0.9984605312347412,0.0034389369830023497,-2.015834,1258.0
7,2,3584,1340,96,0.2445068359375,-43.92127704620361,-0.02562282918370329,0.016052082,0.2,0.0004092704424510632,-0.040350865572690964,0.007323324680328369,0.9975331425666809,0.0010099314868057263,-2.015834,1258.0
8,3,4096,1323,112,0.2890625,-43.90026843547821,-0.03300583711825311,0.018329365,0.2,0.0004092704424510632,-0.033604416996240616,0.09551990032196045,0.9971438050270081,0.003246868269343395,-2.034292666666667,1258.0
9,3,4608,1310,128,0.3017578125,-43.89915668964386,-0.031173284514807165,0.02529813,0.2,0.0004092704424510632,-0.0374244786798954,0.030271053314208984,0.997468113899231,0.007452168065356091,-2.034292666666667,1258.0
10,3,5120,1297,144,0.274169921875,-43.91250562667847,-0.028800784290069714,0.01667178,0.2,0.0004092704424510632,-0.030146468430757523,0.04028010368347168,0.9978162050247192,0.0017958064745471347,-2.0675660000000002,1258.0
11,4,5632,1288,160,0.3316650390625,-43.93192148208618,-0.034289497474674135,0.019094732,0.2,0.0004092704424510632,-0.021268105134367943,0.03631937503814697,0.9990957975387573,0.01281587893026881,-2.0675660000000002,1258.0
