time/fps,train/n_updates,train/critic_loss,time/episodes,train/ent_coef,train/learning_rate,time/total_timesteps,train/ent_coef_loss,train/actor_loss,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean
24,4931,0.6486086845397949,4,0.017823942005634308,0.0008459126528049375,5032,-160.15487670898438,-122.87197875976562,-4.94704575,204,1258.0
24,9963,0.9772140979766846,8,0.0011758602922782302,0.0008459126528049375,10064,-35.89454650878906,-129.68499755859375,-3.831089375,405,1258.0
24,14995,2.1520328521728516,12,0.001037324545904994,0.0008459126528049375,15096,-14.726746559143066,-133.17645263671875,-3.161095833333333,609,1258.0
24,20027,4.917020797729492,16,0.001030836021527648,0.0008459126528049375,20128,14.821847915649414,-137.11961364746094,-2.8918494999999997,814,1258.0
25,25059,3.7104926109313965,20,0.0009986637160182,0.0008459126528049375,25160,-26.690479278564453,-134.6295166015625,-2.6380625499999995,6,1258.0
25,30091,8.860429763793945,24,0.000736248039174825,0.0008459126528049375,30192,144.62025451660156,-132.01451110839844,-2.497359833333333,201,1258.0
25,35123,6.025812149047852,28,0.0007471276330761611,0.0008459126528049375,35224,110.29513549804688,-128.56040954589844,-2.373836428571429,398,1258.0
25,40155,10.616973876953125,32,0.001213112729601562,0.0008459126528049375,40256,66.89014434814453,-120.67768096923828,-2.2838316249999995,597,1258.0
25,45187,6.093214511871338,36,0.0005564558668993413,0.0008459126528049375,45288,122.90753936767578,-113.93833923339844,-2.222893361111111,794,1258.0
23,50219,19.51906967163086,40,0.0008267295197583735,0.0008459126528049375,50320,-21.771148681640625,-96.80937194824219,-2.1978581499999996,13,1258.0
23,55251,10.347343444824219,44,0.002257538726553321,0.0008459126528049375,55352,-6.42452335357666,-86.93521881103516,-2.1784445454545454,224,1258.0
23,60283,21.474946975708008,48,0.0024746342096477747,0.0008459126528049375,60384,-52.37078857421875,-71.47305297851562,-2.1384285625,436,1258.0
23,65315,8.701900482177734,52,0.00062730343779549,0.0008459126528049375,65416,-37.014183044433594,-66.08321380615234,-2.11926975,651,1258.0
23,70347,41.12528991699219,56,0.0013159055961295962,0.0008459126528049375,70448,192.13763427734375,-49.87263107299805,-2.0880811785714286,868,1258.0
21,75379,13.39295768737793,60,0.0008375383913516998,0.0008459126528049375,75480,11.60599422454834,-40.61042022705078,-2.060341766666667,21,1258.0
21,80411,7.533472537994385,64,0.0006135620060376823,0.0008459126528049375,80512,-6.122459411621094,-40.01833724975586,-2.036458328125,257,1258.0
21,85443,9.869233131408691,68,0.0015428257174789906,0.0008459126528049375,85544,-58.81769561767578,-21.32366371154785,-2.013752,499,1258.0
