time/fps,time/total_timesteps,time/iterations,time/time_elapsed,train/clip_range,train/policy_gradient_loss,train/value_loss,train/entropy_loss,train/std,train/learning_rate,train/loss,train/explained_variance,train/n_updates,train/clip_fraction,train/approx_kl,rollout/ep_rew_mean,rollout/ep_len_mean
1254,30208,59,24,0.2,-0.02817252604290843,0.005112098064273596,-43.07393491268158,0.9725283980369568,0.0004092704424510632,-0.045995619148015976,-6.781263828277588,928,0.25830078125,0.018793289,-2.09386975,1258.0
1254,30720,60,24,0.2,-0.027958846068941057,0.17699173092842102,-43.046101450920105,0.9714499115943909,0.0004092704424510632,0.014342710375785828,0.09721505641937256,944,0.1971435546875,0.02167371,-2.09386975,1258.0
1253,31232,61,24,0.2,-0.029495058581233025,0.00654517446673708,-43.00615680217743,0.9702402949333191,0.0004092704424510632,-0.03265894204378128,-4.240938663482666,960,0.2720947265625,0.024401087,-2.09386975,1258.0
1253,31744,62,25,0.2,-0.021664431333192624,0.0027423605461081024,-43.00025701522827,0.9716145396232605,0.0004092704424510632,-0.03372567147016525,0.08321613073348999,976,0.271484375,0.023286836,-2.0820184,1258.0
1253,32256,63,25,0.2,-0.02264789878972806,0.17637184832710773,-43.03040957450867,0.9713001251220703,0.0004092704424510632,0.006807774305343628,0.08236563205718994,992,0.1787109375,0.019103985,-2.0820184,1258.0
1253,32768,64,26,0.2,-0.02419145000021672,0.04275990283349529,-43.004644989967346,0.9705187678337097,0.0004092704424510632,-0.021493634209036827,-0.2698291540145874,1008,0.226806640625,0.01683889,-2.088078,1258.0
1253,33280,65,26,0.2,-0.0166001942998264,0.17630887357518077,-42.972472190856934,0.9691293835639954,0.0004092704424510632,0.048993609845638275,0.33631694316864014,1024,0.1634521484375,0.020722616,-2.088078,1258.0
1252,33792,66,26,0.2,-0.024585836992628174,0.015191846861853264,-42.95805764198303,0.9701360464096069,0.0004092704424510632,-0.028191549703478813,-6.152521133422852,1040,0.2275390625,0.021060914,-2.088078,1258.0
1252,34304,67,27,0.2,-0.031775824463693425,0.004222130213747732,-42.98789894580841,0.9702053666114807,0.0004092704424510632,-0.044075656682252884,0.056909799575805664,1056,0.273193359375,0.021050308,-2.0931728888888887,1258.0
1252,34816,68,27,0.2,-0.02481041324790567,0.1692508867708966,-42.9713476896286,0.9697340130805969,0.0004092704424510632,-0.012113355100154877,0.090212881565094,1072,0.1937255859375,0.02187875,-2.0931728888888887,1258.0
1251,35328,69,28,0.2,-0.025490071275271475,0.011864379732287489,-42.97981369495392,0.9710888266563416,0.0004092704424510632,-0.04352414608001709,-1.6444077491760254,1088,0.224365234375,0.015756538,-2.092285857142857,1258.0
1251,35840,70,28,0.2,-0.02040700901125092,0.20862818229943514,-43.02402412891388,0.9719220995903015,0.0004092704424510632,0.02230193465948105,0.3079872131347656,1104,0.171142578125,0.0182992,-2.092285857142857,1258.0
1250,36352,71,29,0.2,-0.020049074846610893,0.012296591012272984,-43.04578709602356,0.972847044467926,0.0004092704424510632,-0.020715812221169472,-1.1914308071136475,1120,0.2225341796875,0.014895691,-2.092285857142857,1258.0
1250,36864,72,29,0.2,-0.028196243598358706,0.0027200956756132655,-43.06209075450897,0.9725632667541504,0.0004092704424510632,-0.04277201369404793,0.14216554164886475,1136,0.2752685546875,0.021896861,-2.0914051379310346,1258.0
1250,37376,73,29,0.2,-0.021712184869102202,0.17184255295433104,-43.04566812515259,0.9721986055374146,0.0004092704424510632,0.00981854647397995,0.22497165203094482,1152,0.2056884765625,0.0148171745,-2.0914051379310346,1258.0
1250,37888,74,30,0.2,-0.021457495546201244,0.027041963738156483,-43.041823625564575,0.9726537466049194,0.0004092704424510632,-0.015525002032518387,-2.7415990829467773,1168,0.217529296875,0.01646832,-2.0915255,1258.0
1250,38400,75,30,0.2,-0.01632224869536003,0.17933411011472344,-43.059794783592224,0.9730587601661682,0.0004092704424510632,0.03937020152807236,0.44631248712539673,1184,0.1600341796875,0.018278638,-2.0915255,1258.0
1250,38912,76,31,0.2,-0.02355634476407431,0.02529162185965106,-43.05686378479004,0.972698986530304,0.0004092704424510632,-0.031190190464258194,-1.0725898742675781,1200,0.2296142578125,0.017539218,-2.0915255,1258.0
1250,39424,77,31,0.2,-0.033785339328460395,0.006770751759177074,-43.035679936409,0.9711551070213318,0.0004092704424510632,-0.03434521332383156,0.15942376852035522,1216,0.30322265625,0.025030281,-2.0985743548387092,1258.0
1250,39936,78,31,0.2,-0.01579052972374484,0.10696991439908743,-42.99532723426819,0.9706374406814575,0.0004092704424510632,0.01145617663860321,0.33157026767730713,1232,0.1390380859375,0.01746041,-2.0985743548387092,1258.0
1249,40448,79,32,0.2,-0.019596636600908823,0.015358217700850219,-42.993454694747925,0.971314549446106,0.0004092704424510632,-0.012396488338708878,-3.0055408477783203,1248,0.207763671875,0.02097748,-2.0986191874999998,1258.0
1249,40960,80,32,0.2,-0.02014145682915114,0.12599955592304468,-42.99327862262726,0.9698957800865173,0.0004092704424510632,0.01237359456717968,0.40707892179489136,1264,0.2183837890625,0.021969642,-2.0986191874999998,1258.0
1249,41472,81,33,0.2,-0.028395895787980407,0.008246909761510324,-42.96258759498596,0.9706094264984131,0.0004092704424510632,-0.04396528750658035,-4.413920879364014,1280,0.30859375,0.024427451,-2.0986191874999998,1258.0
1249,41984,82,33,0.2,-0.017120560703915544,0.0022548957822436932,-42.97844994068146,0.9696676135063171,0.0004092704424510632,-0.025499992072582245,0.3974767327308655,1296,0.197021484375,0.013864201,-2.0963425151515147,1258.0
1248,42496,83,34,0.2,-0.024369263846892864,0.10271049663424492,-42.94187545776367,0.9696418642997742,0.0004092704424510632,-0.007902925834059715,0.20128095149993896,1312,0.2569580078125,0.022787254,-2.0963425151515147,1258.0
1248,43008,84,34,0.2,-0.02664436720078811,0.014598290843423456,-42.95111155509949,0.9697681665420532,0.0004092704424510632,-0.03303326293826103,-5.492119312286377,1328,0.3001708984375,0.025741639,-2.0986722941176468,1258.0
1248,43520,85,34,0.2,-0.019002579618245363,0.17027464031707495,-42.95044672489166,0.9698433876037598,0.0004092704424510632,0.004807278513908386,0.12602949142456055,1344,0.1881103515625,0.019835776,-2.0986722941176468,1258.0
1248,44032,86,35,0.2,-0.02564872321090661,0.012900556015665643,-42.945568561553955,0.9696528911590576,0.0004092704424510632,-0.03615584224462509,-5.126014709472656,1360,0.2237548828125,0.018594846,-2.100066714285714,1258.0
