time/fps,time/total_timesteps,time/iterations,time/time_elapsed,train/clip_range,train/policy_gradient_loss,train/value_loss,train/entropy_loss,train/std,train/learning_rate,train/loss,train/explained_variance,train/n_updates,train/clip_fraction,train/approx_kl,rollout/ep_rew_mean,rollout/ep_len_mean
3973,512,1,0,,,,,,,,,,,,,
1892,1024,2,0,0.2,-0.023214162269141525,0.1744972560354654,-43.95162558555603,0.9978404641151428,0.0004092704424510632,-0.03803673014044762,-2.822782039642334,16,0.205078125,0.01505176,,
1602,1536,3,0,0.2,-0.03153423490584828,0.005089116413728334,-43.90136206150055,0.9967020153999329,0.0004092704424510632,-0.04423416405916214,0.0724439024925232,32,0.2843017578125,0.022404328,-2.168632,1258.0
1496,2048,4,1,0.2,-0.024797247431706637,0.011075147980591282,-43.871339440345764,0.9960038065910339,0.0004092704424510632,-0.028319397941231728,0.016299724578857422,48,0.26953125,0.014952667,-2.168632,1258.0
1441,2560,5,1,0.2,-0.028143490315414965,0.0017332899551547598,-43.87194895744324,0.9969706535339355,0.0004092704424510632,-0.048414845019578934,-0.007210731506347656,64,0.2562255859375,0.015211186,-2.090989,1258.0
1401,3072,6,2,0.2,-0.027165189021616243,0.015882911306107417,-43.89410090446472,0.9967525601387024,0.0004092704424510632,-0.030839530751109123,0.005786597728729248,80,0.28076171875,0.01842805,-2.090989,1258.0
1378,3584,7,2,0.2,-0.033590380888199434,0.0024969639598566573,-43.86682975292206,0.9958655834197998,0.0004092704424510632,-0.03711187094449997,0.013038158416748047,96,0.3349609375,0.022202339,-2.090989,1258.0
1358,4096,8,3,0.2,-0.021199344875640236,0.004851459147175774,-43.82312619686127,0.9938225150108337,0.0004092704424510632,-0.022051073610782623,0.02043282985687256,112,0.2176513671875,0.014132944,-2.0771976666666667,1258.0
1344,4608,9,3,0.2,-0.028671606618445367,0.02121505292598158,-43.80088019371033,0.9951443076133728,0.0004092704424510632,-0.032452620565891266,0.02373528480529785,128,0.31591796875,0.023431543,-2.0771976666666667,1258.0
1332,5120,10,3,0.2,-0.03137733062612824,0.002700202694541076,-43.813666462898254,0.9934366941452026,0.0004092704424510632,-0.04467734694480896,0.4234467148780823,144,0.271240234375,0.018682228,-2.095717,1258.0
1323,5632,11,4,0.2,-0.018069105324684642,0.025337778963148594,-43.725866198539734,0.9902704954147339,0.0004092704424510632,-0.0026574674993753433,0.06399160623550415,160,0.21923828125,0.017108105,-2.095717,1258.0
1317,6144,12,4,0.2,-0.026561284175841138,0.0017391149158356711,-43.66033482551575,0.9899770021438599,0.0004092704424510632,-0.02486751787364483,-0.10112035274505615,176,0.265380859375,0.015306708,-2.095717,1258.0
1311,6656,13,5,0.2,-0.027201840915950015,0.003908713195414748,-43.649410128593445,0.9887044429779053,0.0004092704424510632,-0.045577820390462875,0.22300976514816284,192,0.2342529296875,0.014895778,-2.0975254,1258.0
1308,7168,14,5,0.2,-0.0305230327649042,0.021269187185680494,-43.59708321094513,0.9875082969665527,0.0004092704424510632,-0.043622326105833054,0.2541801929473877,208,0.3218994140625,0.029862545,-2.0975254,1258.0
1302,7680,15,5,0.2,-0.029534600354963914,0.0049081054094131105,-43.57166516780853,0.9869720339775085,0.0004092704424510632,-0.03712691366672516,0.060962140560150146,224,0.2916259765625,0.025831323,-2.0989436666666665,1258.0
1300,8192,16,6,0.2,-0.02224850724451244,0.023732319270493463,-43.52756488323212,0.9845078587532043,0.0004092704424510632,-0.03633532673120499,0.3269256353378296,240,0.23046875,0.013943598,-2.0989436666666665,1258.0
1298,8704,17,6,0.2,-0.027845027201692574,0.0030017788740224205,-43.46406304836273,0.983896017074585,0.0004092704424510632,-0.03869340196251869,-0.9342830181121826,256,0.250244140625,0.017266952,-2.0989436666666665,1258.0
1293,9216,18,7,0.2,-0.02016597759211436,0.004057300386193674,-43.463396430015564,0.9838947057723999,0.0004092704424510632,-0.025195086374878883,0.3033069968223572,272,0.1920166015625,0.018676478,-2.1023148571428574,1258.0
1290,9728,19,7,0.2,-0.024804523869534023,0.026684070675401017,-43.49229443073273,0.9857655763626099,0.0004092704424510632,-0.0334722176194191,0.23861879110336304,288,0.2520751953125,0.022431187,-2.1023148571428574,1258.0
1288,10240,20,7,0.2,-0.021879987718421035,0.011771760851843283,-43.53467047214508,0.9864333271980286,0.0004092704424510632,-0.022927111014723778,0.13176977634429932,304,0.20068359375,0.016586706,-2.108894875,1258.0
1286,10752,21,8,0.2,-0.026626451151969377,0.04330903181107715,-43.51731097698212,0.9841419458389282,0.0004092704424510632,-0.014082446694374084,0.12478578090667725,320,0.272216796875,0.019301819,-2.108894875,1258.0
1283,11264,22,8,0.2,-0.028108413142035715,0.002971941121359123,-43.463871717453,0.9840449690818787,0.0004092704424510632,-0.04322485253214836,-0.9166860580444336,336,0.27001953125,0.02334626,-2.108894875,1258.0
1281,11776,23,9,0.2,-0.022160105116199702,0.002724788799241651,-43.47285592556,0.9845091104507446,0.0004092704424510632,-0.031541988253593445,0.31460416316986084,352,0.208740234375,0.014478195,-2.1063528888888885,1258.0
1279,12288,24,9,0.2,-0.02858996985014528,0.039431098324712366,-43.49989974498749,0.9856879115104675,0.0004092704424510632,-0.0244656503200531,0.1740064024925232,368,0.278564453125,0.028548654,-2.1063528888888885,1258.0
1278,12800,25,10,0.2,-0.024596987466793507,0.011350095795933157,-43.528289794921875,0.9864303469657898,0.0004092704424510632,-0.027168260887265205,-0.5123345851898193,384,0.2166748046875,0.0151697155,-2.1099170999999997,1258.0
1277,13312,26,10,0.2,-0.025190192827722058,0.04712521657347679,-43.540852546691895,0.9866943359375,0.0004092704424510632,-0.0032122768461704254,0.442247211933136,400,0.303955078125,0.026663538,-2.1099170999999997,1258.0
1276,13824,27,10,0.2,-0.024385397031437606,0.004549890814814717,-43.53620195388794,0.9860755205154419,0.0004092704424510632,-0.039111580699682236,-5.635087966918945,416,0.2064208984375,0.014657637,-2.1099170999999997,1258.0
1275,14336,28,11,0.2,-0.02649585812469013,0.002486877598130377,-43.52541124820709,0.9867279529571533,0.0004092704424510632,-0.028732294216752052,0.5012038946151733,432,0.2293701171875,0.020646788,-2.106978727272727,1258.0
1274,14848,29,11,0.2,-0.02395781868835911,0.02880329146864824,-43.54879856109619,0.9869982600212097,0.0004092704424510632,-0.02649141103029251,0.18502259254455566,448,0.326416015625,0.040597245,-2.106978727272727,1258.0
1273,15360,30,12,0.2,-0.023250549726071768,0.007716597669059411,-43.54037702083588,0.9865148067474365,0.0004092704424510632,-0.01942298747599125,-0.7813388109207153,464,0.2576904296875,0.01753848,-2.1030775,1258.0
