time/fps,time/total_timesteps,time/iterations,time/time_elapsed,train/clip_range,train/policy_gradient_loss,train/value_loss,train/entropy_loss,train/std,train/learning_rate,train/loss,train/explained_variance,train/n_updates,train/clip_fraction,train/approx_kl,rollout/ep_rew_mean,rollout/ep_len_mean
4216,512,1,0,,,,,,,,,,,,,
1976,1024,2,0,0.2,-0.024115795182297006,0.07372497480173479,-43.99702048301697,1.0004774332046509,0.0004092704424510632,-0.03478343412280083,-0.720799446105957,16,0.214599609375,0.012847943,,
1687,1536,3,0,0.2,-0.022594657755689695,0.0033347563658026047,-43.99204933643341,0.9997416734695435,0.0004092704424510632,-0.031443435698747635,0.01956576108932495,32,0.2025146484375,0.012446517,-2.082882,1258.0
1574,2048,4,1,0.2,-0.03151839424390346,0.0037419645159388892,-43.93476951122284,0.9966558814048767,0.0004092704424510632,-0.04451866075396538,0.004547059535980225,48,0.3280029296875,0.018769782,-2.082882,1258.0
1516,2560,5,1,0.2,-0.02868975166347809,0.002154311619960936,-43.84985411167145,0.9953187108039856,0.0004092704424510632,-0.03912641480565071,0.02252042293548584,64,0.2620849609375,0.016120315,-2.1563235,1258.0
1427,3072,6,2,0.2,-0.022404723276849836,0.007625935031683184,-43.84535801410675,0.995840311050415,0.0004092704424510632,-0.025008851662278175,-0.01694929599761963,80,0.25048828125,0.016125213,-2.1563235,1258.0
1423,3584,7,2,0.2,-0.028615803370485082,0.0021035591162217315,-43.855780243873596,0.995976984500885,0.0004092704424510632,-0.03629150241613388,0.015129923820495605,96,0.25439453125,0.021981847,-2.1563235,1258.0
1413,4096,8,2,0.2,-0.0319749643385876,0.004963806553860195,-43.85651969909668,0.9959492683410645,0.0004092704424510632,-0.028726637363433838,0.025556325912475586,112,0.263427734375,0.014747557,-2.1314563333333334,1258.0
1395,4608,9,3,0.2,-0.029506862367270514,0.011232201199163683,-43.82028365135193,0.9931163191795349,0.0004092704424510632,-0.03670159727334976,0.02262115478515625,128,0.264892578125,0.015137143,-2.1314563333333334,1258.0
1385,5120,10,3,0.2,-0.02903672738466412,0.002397295833361568,-43.73828387260437,0.9917915463447571,0.0004092704424510632,-0.045203957706689835,0.5480575561523438,144,0.260009765625,0.017567094,-2.1105105,1258.0
1377,5632,11,4,0.2,-0.02278597207623534,0.013811669225106016,-43.70805740356445,0.9903968572616577,0.0004092704424510632,-0.022541983053088188,0.11122030019760132,160,0.21044921875,0.015145701,-2.1105105,1258.0
1371,6144,12,4,0.2,-0.02230085732298903,0.002118433159921551,-43.66323781013489,0.989425539970398,0.0004092704424510632,-0.023825710639357567,0.09667342901229858,176,0.228271484375,0.017788647,-2.1105105,1258.0
1365,6656,13,4,0.2,-0.03169992726179771,0.003071581810218049,-43.644771099090576,0.989376962184906,0.0004092704424510632,-0.034571610391139984,0.17980962991714478,192,0.2950439453125,0.028062716,-2.0890324,1258.0
1361,7168,14,5,0.2,-0.027503888733917847,0.019334794429596514,-43.64598095417023,0.9892293810844421,0.0004092704424510632,-0.02705126442015171,0.13917630910873413,208,0.2940673828125,0.022499528,-2.0890324,1258.0
1357,7680,15,5,0.2,-0.027692250412655994,0.003418910491745919,-43.64612293243408,0.9896500110626221,0.0004092704424510632,-0.03559147194027901,0.6347329616546631,224,0.2401123046875,0.0155268265,-2.095851666666667,1258.0
1353,8192,16,6,0.2,-0.023613742494489998,0.017310877796262503,-43.6587598323822,0.989955723285675,0.0004092704424510632,-0.0228074062615633,0.39508873224258423,240,0.2437744140625,0.01975014,-2.095851666666667,1258.0
1350,8704,17,6,0.2,-0.02714663083315827,0.0017912966395670082,-43.672836780548096,0.9906883239746094,0.0004092704424510632,-0.03750341013073921,-0.8058948516845703,256,0.25146484375,0.017921628,-2.095851666666667,1258.0
1347,9216,18,6,0.2,-0.024980680289445445,0.0017729473765939474,-43.68922209739685,0.9905483722686768,0.0004092704424510632,-0.03829449787735939,0.4525926113128662,272,0.2530517578125,0.017997697,-2.064127857142857,1258.0
1345,9728,19,7,0.2,-0.028293079900322482,0.020501065417192876,-43.66901111602783,0.9896262884140015,0.0004092704424510632,-0.03157205879688263,0.2141522765159607,288,0.265625,0.02457244,-2.064127857142857,1258.0
1343,10240,20,7,0.2,-0.021086894877953455,0.005828086337714922,-43.64750850200653,0.9892627596855164,0.0004092704424510632,-0.026969576254487038,-0.27500879764556885,304,0.2095947265625,0.021584058,-2.050468625,1258.0
1341,10752,21,8,0.2,-0.025773995599593036,0.021150242420844734,-43.60739040374756,0.9867938756942749,0.0004092704424510632,-0.034539125859737396,0.24318361282348633,320,0.2451171875,0.017510306,-2.050468625,1258.0
1340,11264,22,8,0.2,-0.026117770015844144,0.0026907092214969452,-43.546093583106995,0.9861685037612915,0.0004092704424510632,-0.034059394150972366,-0.6470208168029785,336,0.2515869140625,0.015017385,-2.050468625,1258.0
1338,11776,23,8,0.2,-0.027347938244929537,0.0042297482723370194,-43.54587256908417,0.9864484667778015,0.0004092704424510632,-0.024505099281668663,0.21620547771453857,352,0.27294921875,0.021982383,-2.074272777777778,1258.0
1336,12288,24,9,0.2,-0.028666573722148314,0.02060767068178393,-43.5507128238678,0.986392617225647,0.0004092704424510632,-0.03474007174372673,0.19290804862976074,368,0.3114013671875,0.018153643,-2.074272777777778,1258.0
1334,12800,25,9,0.2,-0.02708101244934369,0.013140170718543231,-43.582520723342896,0.9892552495002747,0.0004092704424510632,-0.03352343663573265,0.07040411233901978,384,0.25,0.017715404,-2.0833043000000004,1258.0
1333,13312,26,9,0.2,-0.018736806669039652,0.022145795985125005,-43.67464256286621,0.9914220571517944,0.0004092704424510632,-0.018761057406663895,0.612669050693512,400,0.16015625,0.012927513,-2.0833043000000004,1258.0
1331,13824,27,10,0.2,-0.02602293246309273,0.0039646847726544365,-43.72654688358307,0.9930902123451233,0.0004092704424510632,-0.02615998312830925,-2.218740224838257,416,0.26318359375,0.017350322,-2.0833043000000004,1258.0
1331,14336,28,10,0.2,-0.03431660147180082,0.002633983807754703,-43.78615641593933,0.9953703284263611,0.0004092704424510632,-0.04326130822300911,0.30120205879211426,432,0.3157958984375,0.025755197,-2.080223090909091,1258.0
1330,14848,29,11,0.2,-0.027234062406932935,0.022126515570562333,-43.818715929985046,0.9948541522026062,0.0004092704424510632,-0.029898714274168015,0.15744799375534058,448,0.33642578125,0.051029433,-2.080223090909091,1258.0
1329,15360,30,11,0.2,-0.021438771625980735,0.00612357789214002,-43.84330594539642,0.9983689785003662,0.0004092704424510632,-0.025401098653674126,-0.3655587434768677,464,0.1973876953125,0.016023345,-2.0924020833333334,1258.0
1329,15872,31,11,0.2,-0.027599182329140604,0.0303894504904747,-43.93435788154602,0.999018132686615,0.0004092704424510632,-0.024358399212360382,0.41864311695098877,480,0.2686767578125,0.019507242,-2.0924020833333334,1258.0
1328,16384,32,12,0.2,-0.028809881740016863,0.0024569978941144655,-43.93238055706024,0.9989277720451355,0.0004092704424510632,-0.03839699923992157,-4.8265581130981445,496,0.2869873046875,0.024738416,-2.0962658461538464,1258.0
1327,16896,33,12,0.2,-0.02832742957980372,0.054673660662956536,-43.92128646373749,0.998115599155426,0.0004092704424510632,-0.01613919995725155,0.10326743125915527,512,0.2657470703125,0.020234428,-2.0962658461538464,1258.0
