train/critic_loss,time/episodes,train/ent_coef,time/fps,rollout/ep_rew_mean,train/actor_loss,train/n_updates,rollout/ep_len_mean,train/ent_coef_loss,time/time_elapsed,time/total_timesteps,train/learning_rate
1.0379328727722168,4,0.018873905763030052,70,-4.269725,-122.13414764404297,4791,1223.0,-169.8778533935547,69,4892,0.0008459126528049375
16.74724006652832,8,0.0014711485709995031,70,-3.241097,-125.7882080078125,9683,1223.0,-69.2852783203125,139,9784,0.0008459126528049375
5.629053592681885,12,0.0009628628613427281,69,-2.5858980833333334,-115.82203674316406,14575,1223.0,55.53443908691406,210,14676,0.0008459126528049375
1.4277006387710571,16,0.0004945597029291093,69,-2.2869566249999997,-114.533203125,19467,1223.0,0.7874731421470642,280,19568,0.0008459126528049375
3.6879994869232178,20,0.0009807166643440723,69,-2.11245855,-96.50657653808594,24359,1223.0,-20.490558624267578,351,24460,0.0008459126528049375
2.6515684127807617,24,0.0006637373007833958,69,-1.9783124583333336,-93.73301696777344,29251,1223.0,42.39692687988281,62,29352,0.0008459126528049375
1.7375222444534302,28,0.0003518836747389287,69,-1.8505559642857146,-91.59043884277344,34143,1223.0,-20.061447143554688,133,34244,0.0008459126528049375
2.561915397644043,32,0.0007611745386384428,69,-1.7805978125,-74.70703125,39035,1223.0,-88.14578247070312,204,39136,0.0008459126528049375
2.137058734893799,36,0.0003877925337292254,69,-1.745950361111111,-62.49708938598633,43927,1223.0,-4.5436930656433105,275,44028,0.0008459126528049375
1.2492613792419434,40,0.00036073988303542137,69,-1.7061757999999998,-57.08564758300781,48819,1223.0,35.66914367675781,345,48920,0.0008459126528049375
2.750789165496826,44,0.00015268563583958894,69,-1.670779318181818,-52.357810974121094,53711,1223.0,69.11233520507812,55,53812,0.0008459126528049375
2.345705270767212,48,0.00026558773242868483,69,-1.6257271249999998,-48.76976013183594,58603,1223.0,151.4111328125,126,58704,0.0008459126528049375
9.383024215698242,52,0.00027593219419941306,68,-1.5992535576923075,-47.85771179199219,63495,1223.0,32.700408935546875,197,63596,0.0008459126528049375
2.1392621994018555,56,0.000286672729998827,68,-1.5725891785714285,-39.78546905517578,68387,1223.0,-12.524590492248535,268,68488,0.0008459126528049375
16.80734634399414,60,0.0005725179216824472,68,-1.5471108333333334,-33.143489837646484,73279,1223.0,-2.0290374755859375,340,73380,0.0008459126528049375
2.867847442626953,64,0.0004917283076792955,66,-1.5231021249999999,-32.78257751464844,78171,1223.0,-11.58759880065918,49,78272,0.0008459126528049375
1.4157648086547852,68,0.00024572829715907574,65,-1.5012889852941176,-30.820783615112305,83063,1223.0,48.77099609375,124,83164,0.0008459126528049375
1.6241960525512695,72,0.00021939791622571647,65,-1.482458388888889,-26.850740432739258,87955,1223.0,107.22078704833984,199,88056,0.0008459126528049375
2.1274280548095703,76,0.0004683462611865252,65,-1.4702736842105262,-22.19896697998047,92847,1223.0,22.372928619384766,274,92948,0.0008459126528049375
1.817210078239441,80,0.00048415185301564634,65,-1.453112675,-18.136646270751953,97739,1223.0,15.587576866149902,349,97840,0.0008459126528049375
