time/total_timesteps,time/iterations,time/fps,time/time_elapsed,train/clip_fraction,train/entropy_loss,train/policy_gradient_loss,train/learning_rate,train/approx_kl,train/n_updates,train/value_loss,train/std,train/clip_range,train/loss,train/explained_variance,rollout/ep_rew_mean,rollout/ep_len_mean
512,1,4192,0,,,,,,,,,,,,,
1024,2,2526,0,0.2095947265625,-43.97823512554169,-0.024470119242323563,0.0004092704424510632,0.012350469,16,0.17152445815008832,0.9994155764579773,0.2,-0.038352105766534805,-1.4692001342773438,,
1536,3,2240,0,0.321533203125,-43.96662104129791,-0.033341794754960574,0.0004092704424510632,0.02328226,32,0.014171384100336581,0.9994662404060364,0.2,-0.045410916209220886,0.010940015316009521,-2.822446,1258.0
2048,4,2111,0,0.263671875,-43.98772633075714,-0.023577996558742598,0.0004092704424510632,0.015177549,48,0.018412518227705732,1.0009956359863281,0.2,-0.02685152180492878,-0.0029418468475341797,-2.822446,1258.0
2560,5,2048,1,0.27734375,-44.02601420879364,-0.02501632520579733,0.0004092704424510632,0.01726738,64,0.002647431982040871,1.0011605024337769,0.2,-0.03106822818517685,-0.002143383026123047,-2.6847105,1258.0
3072,6,2011,1,0.26171875,-44.01008915901184,-0.026311741734389216,0.0004092704424510632,0.016996192,80,0.009051023138454184,1.0005824565887451,0.2,-0.029091550037264824,-0.00010693073272705078,-2.6847105,1258.0
3584,7,1985,1,0.2711181640625,-44.01058566570282,-0.029292669918504544,0.0004092704424510632,0.019167986,96,0.0038138365925988182,1.001548409461975,0.2,-0.037421002984046936,0.00040018558502197266,-2.6847105,1258.0
4096,8,1966,2,0.2589111328125,-44.01959276199341,-0.026266823188052513,0.0004092704424510632,0.017674869,112,0.009196821411023848,1.0005933046340942,0.2,-0.028836164623498917,-0.00022411346435546875,-2.7165130000000004,1258.0
4608,9,1951,2,0.28759765625,-43.9515517950058,-0.02469179918989539,0.0004092704424510632,0.020837832,128,0.0021258285396470455,0.9971671104431152,0.2,-0.03791278600692749,0.0023128390312194824,-2.7165130000000004,1258.0
5120,10,1937,2,0.26611328125,-43.8658344745636,-0.02747790802095551,0.0004092704424510632,0.020873407,144,0.008330559299793094,0.9958631992340088,0.2,-0.044467564672231674,0.0011576414108276367,-2.7200010000000003,1258.0
5632,11,1927,2,0.2950439453125,-43.85846412181854,-0.033353315011481754,0.0004092704424510632,0.030707113,160,0.002013713790802285,0.9969579577445984,0.2,-0.04201352223753929,0.0007574558258056641,-2.7200010000000003,1258.0
6144,12,1918,3,0.2669677734375,-43.86015450954437,-0.025966702320147306,0.0004092704424510632,0.018249646,176,0.0027533683023648337,0.9948247075080872,0.2,-0.02773607335984707,0.0012031793594360352,-2.7200010000000003,1258.0
6656,13,1912,3,0.2877197265625,-43.79134976863861,-0.02634895378650981,0.0004092704424510632,0.024231598,192,0.00896264890616294,0.9939455986022949,0.2,-0.03935205936431885,0.0023605823516845703,-2.6995238,1258.0
7168,14,1906,3,0.260498046875,-43.79975664615631,-0.029769517641398124,0.0004092704424510632,0.019211845,208,0.0074525966483633965,0.9947661757469177,0.2,-0.04973055422306061,0.0055106282234191895,-2.6995238,1258.0
7680,15,1902,4,0.2889404296875,-43.822569608688354,-0.027341510765836574,0.0004092704424510632,0.025866777,224,0.0107048102945555,0.9957595467567444,0.2,-0.032348278909921646,0.011566162109375,-2.701699,1258.0
8192,16,1897,4,0.2359619140625,-43.81437575817108,-0.027207522245589644,0.0004092704424510632,0.01850235,240,0.01411598306731321,0.9932705163955688,0.2,-0.03576228767633438,-0.0014661550521850586,-2.701699,1258.0
8704,17,1893,4,0.25,-43.70987820625305,-0.03232671470323112,0.0004092704424510632,0.02061928,256,0.003366698365425691,0.9903700947761536,0.2,-0.03819505125284195,0.0008841156959533691,-2.701699,1258.0
9216,18,1889,4,0.2506103515625,-43.685412883758545,-0.025452197834965773,0.0004092704424510632,0.020503012,272,0.01267963374266401,0.9922912120819092,0.2,-0.025683242827653885,0.0018352270126342773,-2.6956864285714284,1258.0
9728,19,1887,5,0.291259765625,-43.727946639060974,-0.028169954879558645,0.0004092704424510632,0.027533103,288,0.026111061801202595,0.9917833805084229,0.2,-0.02501773089170456,0.0015834569931030273,-2.6956864285714284,1258.0
10240,20,1889,5,0.2373046875,-43.7091623544693,-0.026078391590999672,0.0004092704424510632,0.021935903,304,0.012583338160766289,0.9921735525131226,0.2,-0.03762703388929367,0.011969387531280518,-2.7141705,1258.0
10752,21,1890,5,0.232421875,-43.723636865615845,-0.025374264077981934,0.0004092704424510632,0.020366205,320,0.03432496899040416,0.9919907450675964,0.2,-0.018892953172326088,0.0030878782272338867,-2.7141705,1258.0
11264,22,1893,5,0.1988525390625,-43.718348145484924,-0.022360637070960365,0.0004092704424510632,0.016525554,336,0.002080695969198132,0.9927181601524353,0.2,-0.024929167702794075,-0.040528059005737305,-2.7141705,1258.0
