time/total_timesteps,time/iterations,time/fps,time/time_elapsed,train/clip_fraction,train/entropy_loss,train/policy_gradient_loss,train/learning_rate,train/approx_kl,train/n_updates,train/value_loss,train/std,train/clip_range,train/loss,train/explained_variance,rollout/ep_rew_mean,rollout/ep_len_mean
512,1,4281,0,,,,,,,,,,,,,
1024,2,2583,0,0.2022705078125,-44.00609791278839,-0.026799985382240266,0.0004092704424510632,0.013218464,16,0.17641989324692986,1.001529574394226,0.2,-0.03237682208418846,-1.8072807788848877,,
1536,3,2308,0,0.27783203125,-44.049060344696045,-0.029881938244216144,0.0004092704424510632,0.019626362,32,0.00951986997097265,1.00226891040802,0.2,-0.03056342527270317,-0.006074786186218262,-2.770068,1258.0
2048,4,2170,0,0.2210693359375,-44.07671844959259,-0.022752933611627668,0.0004092704424510632,0.014044188,48,0.006435212926589884,1.003961443901062,0.2,-0.030574191361665726,0.0024521946907043457,-2.770068,1258.0
2560,5,2101,1,0.2576904296875,-44.126739144325256,-0.026774996367748827,0.0004092704424510632,0.01546593,64,0.0027457785508886445,1.0053503513336182,0.2,-0.03863281011581421,-0.007742643356323242,-2.7801270000000002,1258.0
3072,6,2050,1,0.3037109375,-44.15471136569977,-0.029389597271801904,0.0004092704424510632,0.01672674,80,0.004927009955281392,1.0056629180908203,0.2,-0.04624477028846741,0.00394970178604126,-2.7801270000000002,1258.0
3584,7,2022,1,0.301513671875,-44.16348457336426,-0.028790130774723366,0.0004092704424510632,0.02249778,96,0.003130115452222526,1.0062713623046875,0.2,-0.0341372974216938,-0.004830718040466309,-2.7801270000000002,1258.0
4096,8,2007,2,0.2728271484375,-44.165762305259705,-0.023453936853911728,0.0004092704424510632,0.020314116,112,0.011100364354206249,1.005527377128601,0.2,-0.028175169602036476,-0.00012052059173583984,-2.755708666666667,1258.0
4608,9,1986,2,0.2564697265625,-44.12617266178131,-0.025660347484517843,0.0004092704424510632,0.018124003,128,0.0024548158107791096,1.0037741661071777,0.2,-0.03903675079345703,-0.005873322486877441,-2.755708666666667,1258.0
5120,10,1974,2,0.3377685546875,-44.09868896007538,-0.03512347950891126,0.0004092704424510632,0.028039623,144,0.010673482320271432,1.0045915842056274,0.2,-0.03828920051455498,0.0005505084991455078,-2.7698452500000004,1258.0
5632,11,1961,2,0.249267578125,-44.12211525440216,-0.022341837073327042,0.0004092704424510632,0.017396376,160,0.004896082064078655,1.004244327545166,0.2,-0.030289268121123314,-0.0028406381607055664,-2.7698452500000004,1258.0
6144,12,1953,3,0.2283935546875,-44.10255432128906,-0.026020192410214804,0.0004092704424510632,0.016749386,176,0.0030480682107736357,1.0042736530303955,0.2,-0.02679527923464775,-0.0020183324813842773,-2.7698452500000004,1258.0
6656,13,1945,3,0.2796630859375,-44.09895193576813,-0.029375715093920007,0.0004092704424510632,0.024122816,192,0.009068139013834298,1.0031856298446655,0.2,-0.0346103310585022,0.000914454460144043,-2.7602266,1258.0
7168,14,1937,3,0.2884521484375,-44.07675278186798,-0.028853946045273915,0.0004092704424510632,0.025881227,208,0.015754937805468217,1.0036756992340088,0.2,-0.02986982837319374,-0.0013782978057861328,-2.7602266,1258.0
7680,15,1930,3,0.25,-44.10026204586029,-0.02350564519292675,0.0004092704424510632,0.018375058,224,0.011010296293534338,1.0042518377304077,0.2,-0.023723004385828972,0.0007309913635253906,-2.7360500000000005,1258.0
8192,16,1930,4,0.2603759765625,-44.11601519584656,-0.024312254987307824,0.0004092704424510632,0.023867518,240,0.022990281460806727,1.004897117614746,0.2,-0.029823699966073036,-0.0007175207138061523,-2.7360500000000005,1258.0
8704,17,1925,4,0.2509765625,-44.15357756614685,-0.027915495775232557,0.0004092704424510632,0.01944732,256,0.003123930837318767,1.0072948932647705,0.2,-0.03839267045259476,-0.0010825395584106445,-2.7360500000000005,1258.0
9216,18,1921,4,0.225830078125,-44.23429870605469,-0.023902017521322705,0.0004092704424510632,0.017920315,272,0.013323387305717915,1.0098766088485718,0.2,-0.026880979537963867,0.0005009174346923828,-2.724636571428572,1258.0
9728,19,1917,5,0.17822265625,-44.303261518478394,-0.023947647656314075,0.0004092704424510632,0.012197509,288,0.04538609262090176,1.011484980583191,0.2,-0.009866390377283096,-2.1576881408691406e-05,-2.724636571428572,1258.0
10240,20,1912,5,0.193603515625,-44.31935954093933,-0.02141723317618016,0.0004092704424510632,0.015801257,304,0.014173605683026835,1.0109031200408936,0.2,-0.02726408839225769,0.00238114595413208,-2.7367786250000004,1258.0
10752,21,1910,5,0.1890869140625,-44.289472579956055,-0.018179243328631856,0.0004092704424510632,0.01348849,320,0.05538554664235562,1.0097618103027344,0.2,0.006468594074249268,0.000329434871673584,-2.7367786250000004,1258.0
11264,22,1906,5,0.1844482421875,-44.245190024375916,-0.024303455458721146,0.0004092704424510632,0.012504373,336,0.002079199126455933,1.0081044435501099,0.2,-0.048143837600946426,0.022206246852874756,-2.7367786250000004,1258.0
11776,23,1904,6,0.293212890625,-44.231043338775635,-0.026550413691438735,0.0004092704424510632,0.02574987,352,0.009485569156822748,1.0097366571426392,0.2,-0.03587598726153374,0.0032317042350769043,-2.721461,1258.0
12288,24,1902,6,0.22119140625,-44.2643266916275,-0.01950825883250218,0.0004092704424510632,0.018754594,368,0.06889933219645172,1.0089887380599976,0.2,-0.000801989808678627,0.0011318325996398926,-2.721461,1258.0
12800,25,1901,6,0.2032470703125,-44.240219712257385,-0.019427604500378948,0.0004092704424510632,0.015730051,384,0.009576732452842407,1.0092464685440063,0.2,-0.03323692828416824,0.03543049097061157,-2.7095606000000005,1258.0
13312,26,1899,7,0.21875,-44.23964726924896,-0.021188841928960755,0.0004092704424510632,0.018232886,400,0.07632491178810596,1.0080944299697876,0.2,0.0036824606359004974,0.001025557518005371,-2.7095606000000005,1258.0
13824,27,1899,7,0.2972412109375,-44.18443202972412,-0.029783323494484648,0.0004092704424510632,0.025441414,416,0.00341745914920466,1.0063939094543457,0.2,-0.042742349207401276,-0.031159162521362305,-2.7095606000000005,1258.0
14336,28,1898,7,0.2547607421875,-44.13886535167694,-0.02483716774440836,0.0004092704424510632,0.02207959,432,0.010208126783254556,1.004621148109436,0.2,-0.03124532662332058,0.001498878002166748,-2.7304110000000006,1258.0
14848,29,1896,7,0.3031005859375,-44.096333742141724,-0.02538098361401353,0.0004092704424510632,0.046390355,448,0.05648987094173208,1.0044053792953491,0.2,-0.00788705050945282,0.0006380081176757812,-2.7304110000000006,1258.0
15360,30,1894,8,0.26904296875,-44.1058474779129,-0.02587579222745262,0.0004092704424510632,0.025789501,464,0.015246279654093087,1.0043816566467285,0.2,-0.03219336271286011,0.0022049546241760254,-2.737254666666667,1258.0
15872,31,1893,8,0.236328125,-44.070717215538025,-0.021827580974786542,0.0004092704424510632,0.02222316,480,0.12192012881860137,1.00240159034729,0.2,0.037025369703769684,0.0022472143173217773,-2.737254666666667,1258.0
16384,32,1891,8,0.2435302734375,-44.01974403858185,-0.028337408861261792,0.0004092704424510632,0.020795435,496,0.003552410333213629,1.001186728477478,0.2,-0.03262845054268837,-0.2626868486404419,-2.7438874615384616,1258.0
16896,33,1891,8,0.2296142578125,-43.98898112773895,-0.025274841958889738,0.0004092704424510632,0.020517096,512,0.13345808815211058,1.0003411769866943,0.2,0.04150443896651268,0.006600439548492432,-2.7438874615384616,1258.0
17408,34,1891,9,0.279052734375,-43.983009338378906,-0.027346997085260227,0.0004092704424510632,0.019516524,528,0.003824911760602845,1.001399040222168,0.2,-0.03716767579317093,-0.3525733947753906,-2.7438874615384616,1258.0
17920,35,1890,9,0.2225341796875,-43.99743628501892,-0.02586442680330947,0.0004092704424510632,0.017069597,544,0.010488590065506287,1.0004563331604004,0.2,-0.029867658391594887,0.002968728542327881,-2.7402018571428575,1258.0
18432,36,1888,9,0.2139892578125,-43.94541132450104,-0.02211076981620863,0.0004092704424510632,0.019033888,560,0.14614042197354138,0.9984617829322815,0.2,0.021778617054224014,0.0022576451301574707,-2.7402018571428575,1258.0
18944,37,1888,10,0.2125244140625,-43.8856395483017,-0.023102954219211824,0.0004092704424510632,0.016762957,576,0.008576282867579721,0.9970055818557739,0.2,-0.029462045058608055,-0.005120038986206055,-2.7504804000000003,1258.0
19456,38,1887,10,0.27001953125,-43.860273599624634,-0.026472624376765452,0.0004092704424510632,0.026738277,592,0.1591833254788071,0.9969639778137207,0.2,0.028103064745664597,0.010098099708557129,-2.7504804000000003,1258.0
19968,39,1887,10,0.2178955078125,-43.872772574424744,-0.02140481219976209,0.0004092704424510632,0.015176364,608,0.0028682085685431957,0.998069703578949,0.2,-0.025532234460115433,-1.7269420623779297,-2.7504804000000003,1258.0
20480,40,1886,10,0.2252197265625,-43.92609453201294,-0.02332394140830729,0.0004092704424510632,0.019261623,624,0.014193316455930471,1.0002868175506592,0.2,-0.028185011819005013,0.0038887858390808105,-2.7524175,1258.0
20992,41,1884,11,0.23974609375,-43.97196006774902,-0.023849957302445546,0.0004092704424510632,0.020678002,640,0.16818816331215203,1.000504970550537,0.2,0.024267258122563362,0.008760690689086914,-2.7524175,1258.0
21504,42,1883,11,0.238037109375,-43.96273636817932,-0.023604027228429914,0.0004092704424510632,0.02047328,656,0.00975827724323608,1.0002427101135254,0.2,-0.03485006466507912,-0.45848560333251953,-2.761229411764706,1258.0
22016,43,1883,11,0.2213134765625,-43.951791286468506,-0.02187593758571893,0.0004092704424510632,0.020163912,672,0.2313354406505823,0.9996421337127686,0.2,0.07597833126783371,0.01349496841430664,-2.761229411764706,1258.0
22528,44,1882,11,0.2352294921875,-43.92824470996857,-0.02453697207965888,0.0004092704424510632,0.017103933,688,0.0031015593704069033,0.9984721541404724,0.2,-0.03028058260679245,-0.004899740219116211,-2.761229411764706,1258.0
23040,45,1882,12,0.1978759765625,-43.88392770290375,-0.02363876748131588,0.0004092704424510632,0.016557187,704,0.02169166278326884,0.9970537424087524,0.2,-0.029882218688726425,0.001940906047821045,-2.7794233888888886,1258.0
23552,46,1882,12,0.2664794921875,-43.85762274265289,-0.028603013401152566,0.0004092704424510632,0.02614829,720,0.22308688051998615,0.9968854784965515,0.2,0.04032933712005615,0.0039681196212768555,-2.7794233888888886,1258.0
24064,47,1883,12,0.2471923828125,-43.87919867038727,-0.02806499582948163,0.0004092704424510632,0.015472481,736,0.008672572483192198,0.9988006353378296,0.2,-0.04973691701889038,-0.28162097930908203,-2.767768631578947,1258.0
24576,48,1883,13,0.201904296875,-43.91746532917023,-0.02187955382396467,0.0004092704424510632,0.019842565,752,0.11358799145091325,0.9984632730484009,0.2,0.009651031345129013,0.26388019323349,-2.767768631578947,1258.0
25088,49,1882,13,0.2264404296875,-43.876824140548706,-0.025809881815803237,0.0004092704424510632,0.01679071,768,0.005205970479437383,0.9964631795883179,0.2,-0.04220487177371979,-7.1938581466674805,-2.767768631578947,1258.0
25600,50,1882,13,0.248779296875,-43.82213246822357,-0.027726463245926425,0.0004092704424510632,0.028333215,784,0.015330720692873001,0.9957460165023804,0.2,-0.032542403787374496,0.017760396003723145,-2.7805060999999998,1258.0
26112,51,1882,13,0.1663818359375,-43.79791247844696,-0.02102115418529138,0.0004092704424510632,0.017376387,800,0.10300985141657293,0.9937406778335571,0.2,-0.008907249197363853,0.05485999584197998,-2.7805060999999998,1258.0
26624,52,1882,14,0.2391357421875,-43.71770143508911,-0.02737718349089846,0.0004092704424510632,0.02224408,816,0.01512233293033205,0.991278886795044,0.2,-0.03295101970434189,-0.4885505437850952,-2.7789309999999996,1258.0
27136,53,1881,14,0.211669921875,-43.67010974884033,-0.024609914005850442,0.0004092704424510632,0.020676801,832,0.1845010870601982,0.9911408424377441,0.2,0.010638415813446045,0.1392008662223816,-2.7789309999999996,1258.0
27648,54,1881,14,0.2379150390625,-43.66019248962402,-0.02871869738737587,0.0004092704424510632,0.017695494,848,0.005756468206527643,0.9901525378227234,0.2,-0.04690004140138626,-4.437106609344482,-2.7789309999999996,1258.0
28160,55,1882,14,0.261474609375,-43.61622893810272,-0.025078334248973988,0.0004092704424510632,0.023332473,864,0.012199243617942557,0.988813579082489,0.2,-0.023611729964613914,0.04510754346847534,-2.7672053636363634,1258.0
