time/total_timesteps,time/iterations,time/fps,time/time_elapsed,train/clip_fraction,train/entropy_loss,train/policy_gradient_loss,train/learning_rate,train/approx_kl,train/n_updates,train/value_loss,train/std,train/clip_range,train/loss,train/explained_variance,rollout/ep_rew_mean,rollout/ep_len_mean
512,1,4248,0,,,,,,,,,,,,,
1024,2,2521,0,0.220703125,-43.977144956588745,-0.024464087327942252,0.0004092704424510632,0.019193359,16,0.23105104600108461,0.9994723200798035,0.2,-0.024426409974694252,-1.4619288444519043,,
1536,3,2219,0,0.2091064453125,-43.9703311920166,-0.02145304910663981,0.0004092704424510632,0.014408867,32,0.008762341400142759,0.9995865225791931,0.2,-0.02110164798796177,0.026435017585754395,-2.511758,1258.0
2048,4,2109,0,0.2691650390625,-43.951159954071045,-0.031876382883638144,0.0004092704424510632,0.018247787,48,0.0013839458479196765,0.9980090856552124,0.2,-0.04141189157962799,-0.02339613437652588,-2.511758,1258.0
2560,5,2053,1,0.202880859375,-43.897177934646606,-0.021038208302343264,0.0004092704424510632,0.013483804,64,0.0027466296960483305,0.9963210225105286,0.2,-0.027026766911149025,-0.00599515438079834,-2.626698,1258.0
3072,6,2015,1,0.305419921875,-43.860535979270935,-0.025841447757557034,0.0004092704424510632,0.022943761,80,0.005545181469642557,0.9959168434143066,0.2,-0.031760893762111664,-0.01451098918914795,-2.626698,1258.0
3584,7,1991,1,0.2938232421875,-43.87238883972168,-0.028864155989140272,0.0004092704424510632,0.0189175,96,0.0034567617003631312,0.9973758459091187,0.2,-0.035515230149030685,0.0006211996078491211,-2.626698,1258.0
4096,8,1975,2,0.3387451171875,-43.923173904418945,-0.026532601754297502,0.0004092704424510632,0.026654102,112,0.009588435350451618,0.998612642288208,0.2,-0.03500307351350784,0.007454931735992432,-2.6418053333333336,1258.0
4608,9,1960,2,0.3221435546875,-43.946510791778564,-0.03233240655390546,0.0004092704424510632,0.02596109,128,0.008075027784798294,0.9994249939918518,0.2,-0.03265178203582764,0.00948566198348999,-2.6418053333333336,1258.0
5120,10,1949,2,0.3243408203125,-43.95109963417053,-0.029525595615268685,0.0004092704424510632,0.023548305,144,0.007959207214298658,0.998383104801178,0.2,-0.028839023783802986,0.01680666208267212,-2.6615695,1258.0
5632,11,1939,2,0.387939453125,-43.93146884441376,-0.037990477663697675,0.0004092704424510632,0.026034579,160,0.014820916461758316,0.9988502264022827,0.2,-0.025389526039361954,0.0029235482215881348,-2.6615695,1258.0
6144,12,1935,3,0.257080078125,-43.936591148376465,-0.02390881860628724,0.0004092704424510632,0.014906911,176,0.002136645827704342,0.9980994462966919,0.2,-0.029498785734176636,0.005745351314544678,-2.6615695,1258.0
6656,13,1930,3,0.346923828125,-43.92289853096008,-0.032692436972865835,0.0004092704424510632,0.02707778,192,0.010096436744788662,0.998645544052124,0.2,-0.046332091093063354,0.01112741231918335,-2.6474524,1258.0
7168,14,1922,3,0.2674560546875,-43.92754852771759,-0.021978195378324017,0.0004092704424510632,0.017216753,208,0.026306969753932208,0.9976189732551575,0.2,-0.013778548687696457,0.008617937564849854,-2.6474524,1258.0
7680,15,1912,4,0.2843017578125,-43.864108085632324,-0.03220246655109804,0.0004092704424510632,0.017686373,224,0.009655367161030881,0.9949857592582703,0.2,-0.04712506756186485,0.043925702571868896,-2.6174071666666667,1258.0
8192,16,1908,4,0.297607421875,-43.792537331581116,-0.029545686491474044,0.0004092704424510632,0.01992808,240,0.03556022571865469,0.9933065176010132,0.2,-0.018467403948307037,0.008678913116455078,-2.6174071666666667,1258.0
8704,17,1905,4,0.2354736328125,-43.7876353263855,-0.024650296065374278,0.0004092704424510632,0.017228298,256,0.0024667158286320046,0.9957177639007568,0.2,-0.03226339444518089,-0.0067291259765625,-2.6174071666666667,1258.0
9216,18,1900,4,0.2470703125,-43.866416335105896,-0.024727485484618228,0.0004092704424510632,0.01665943,272,0.012767014093697071,0.9968788623809814,0.2,-0.02589443325996399,0.025475919246673584,-2.6407257142857143,1258.0
9728,19,1897,5,0.2685546875,-43.86539924144745,-0.026014625720563345,0.0004092704424510632,0.020198073,288,0.048371516983024776,0.9962886571884155,0.2,-0.01651950180530548,0.03051382303237915,-2.6407257142857143,1258.0
10240,20,1894,5,0.1785888671875,-43.84111404418945,-0.01656840421492234,0.0004092704424510632,0.014556748,304,0.008803065793472342,0.9953403472900391,0.2,-0.023638304322957993,0.035824716091156006,-2.64633275,1258.0
10752,21,1891,5,0.278564453125,-43.81710386276245,-0.023570780685986392,0.0004092704424510632,0.021682981,320,0.044547730474732816,0.9951432943344116,0.2,-0.005282558500766754,0.09495282173156738,-2.64633275,1258.0
11264,22,1889,5,0.2532958984375,-43.81040060520172,-0.027775798516813666,0.0004092704424510632,0.01829503,336,0.004080985621840227,0.9948031306266785,0.2,-0.04855098947882652,-0.25812554359436035,-2.64633275,1258.0
11776,23,1888,6,0.3087158203125,-43.80585813522339,-0.02880682874820195,0.0004092704424510632,0.030815966,352,0.010237301437882707,0.995227575302124,0.2,-0.03532280772924423,0.14473915100097656,-2.6760195555555555,1258.0
