time/total_timesteps,time/iterations,time/fps,time/time_elapsed,train/clip_fraction,train/entropy_loss,train/policy_gradient_loss,train/learning_rate,train/approx_kl,train/n_updates,train/value_loss,train/std,train/clip_range,train/loss,train/explained_variance,rollout/ep_rew_mean,rollout/ep_len_mean
512,1,4264,0,,,,,,,,,,,,,
1024,2,2531,0,0.2557373046875,-43.954137682914734,-0.03036625380627811,0.0004092704424510632,0.019561488,16,0.09706947409722488,0.9978501200675964,0.2,-0.04071081429719925,-0.6732456684112549,,
1536,3,2236,0,0.2342529296875,-43.88964521884918,-0.029920132510596886,0.0004092704424510632,0.018596124,32,0.012066484050592408,0.9957656264305115,0.2,-0.029403582215309143,-0.016224145889282227,-2.641999,1258.0
2048,4,2110,0,0.314208984375,-43.815969586372375,-0.02960331947542727,0.0004092704424510632,0.020381035,48,0.06461101642344147,0.9934636354446411,0.2,0.00018081814050674438,-0.0033550262451171875,-2.641999,1258.0
2560,5,2051,1,0.2578125,-43.78748941421509,-0.02079452080943156,0.0004092704424510632,0.01769866,64,0.00249990779957443,0.9943912029266357,0.2,-0.017563432455062866,-0.00740659236907959,-2.5864675000000004,1258.0
3072,6,2006,1,0.2813720703125,-43.819934606552124,-0.023891417775303125,0.0004092704424510632,0.020200897,80,0.06934497854672372,0.9947798252105713,0.2,-0.0016547143459320068,0.001606285572052002,-2.5864675000000004,1258.0
3584,7,1985,1,0.317626953125,-43.821449875831604,-0.034315346099901944,0.0004092704424510632,0.019944735,96,0.0027384865716157947,0.9950276613235474,0.2,-0.02961909770965576,-0.0294344425201416,-2.5864675000000004,1258.0
4096,8,1963,2,0.2752685546875,-43.83117961883545,-0.028302074992097914,0.0004092704424510632,0.020385865,112,0.01552312303101644,0.9953424334526062,0.2,-0.03904594108462334,-0.007146596908569336,-2.7094263333333335,1258.0
4608,9,1948,2,0.253662109375,-43.817195534706116,-0.025577863940270618,0.0004092704424510632,0.015053157,128,0.08240326028317213,0.9939948320388794,0.2,-0.0037401504814624786,0.004828333854675293,-2.7094263333333335,1258.0
5120,10,1936,2,0.19677734375,-43.756638050079346,-0.018488176516257226,0.0004092704424510632,0.0145234,144,0.007292242094990797,0.991854190826416,0.2,-0.017808005213737488,0.11007022857666016,-2.69154275,1258.0
5632,11,1929,2,0.2506103515625,-43.687089800834656,-0.027224451609072275,0.0004092704424510632,0.020927586,160,0.08667015051469207,0.9898371696472168,0.2,0.0022606030106544495,0.017170310020446777,-2.69154275,1258.0
6144,12,1921,3,0.2822265625,-43.6607631444931,-0.031281550211133435,0.0004092704424510632,0.018333724,176,0.0029973697492096107,0.990561306476593,0.2,-0.02516312524676323,-1.0897223949432373,-2.69154275,1258.0
6656,13,1915,3,0.278076171875,-43.684826731681824,-0.02918351150583476,0.0004092704424510632,0.01906441,192,0.010175938237807713,0.9907589554786682,0.2,-0.045202434062957764,0.016517281532287598,-2.6901218,1258.0
7168,14,1910,3,0.283935546875,-43.66650354862213,-0.027682605665177107,0.0004092704424510632,0.024256852,208,0.08562176465056837,0.9897249937057495,0.2,-0.0035972855985164642,0.03320181369781494,-2.6901218,1258.0
7680,15,1904,4,0.29345703125,-43.662052512168884,-0.030555885561625473,0.0004092704424510632,0.020662162,224,0.012437710392987356,0.9912561774253845,0.2,-0.029933273792266846,0.06259894371032715,-2.7174763333333334,1258.0
8192,16,1901,4,0.262939453125,-43.7238335609436,-0.025827297708019614,0.0004092704424510632,0.020654175,240,0.08163564465939999,0.9926650524139404,0.2,-0.00471385195851326,0.2046564817428589,-2.7174763333333334,1258.0
8704,17,1896,4,0.2493896484375,-43.74527287483215,-0.024672941071912646,0.0004092704424510632,0.020293392,256,0.0034409678883093875,0.9928217530250549,0.2,-0.04109952226281166,-3.3776049613952637,-2.7174763333333334,1258.0
9216,18,1892,4,0.2890625,-43.748212814331055,-0.02846793641219847,0.0004092704424510632,0.022271408,272,0.011289146466879174,0.9929488301277161,0.2,-0.021399397403001785,0.04845917224884033,-2.685558142857143,1258.0
9728,19,1890,5,0.2215576171875,-43.74224865436554,-0.021817888919031247,0.0004092704424510632,0.016826663,288,0.08648731152061373,0.9925608038902283,0.2,-0.01607215218245983,0.15256816148757935,-2.685558142857143,1258.0
10240,20,1886,5,0.21875,-43.72798836231232,-0.02812579140299931,0.0004092704424510632,0.015182761,304,0.007761754168313928,0.9921649098396301,0.2,-0.0331600196659565,-1.3190860748291016,-2.69226675,1258.0
10752,21,1883,5,0.3603515625,-43.720202803611755,-0.040230876198620535,0.0004092704424510632,0.038145926,320,0.10312503087334335,0.9918379783630371,0.2,-0.016018498688936234,0.12940078973770142,-2.69226675,1258.0
11264,22,1882,5,0.2191162109375,-43.713406443595886,-0.022307218663627282,0.0004092704424510632,0.015852395,336,0.0037074085121275857,0.9921740293502808,0.2,-0.03768794611096382,-1.6557443141937256,-2.69226675,1258.0
11776,23,1879,6,0.30859375,-43.72044539451599,-0.02751365999574773,0.0004092704424510632,0.024311438,352,0.011496107879793271,0.9921161532402039,0.2,-0.025728119537234306,0.040898680686950684,-2.6840984444444445,1258.0
12288,24,1877,6,0.2098388671875,-43.70921719074249,-0.023502384225139394,0.0004092704424510632,0.018651726,368,0.12222500878851861,0.9916667342185974,0.2,-0.012551868334412575,0.08855211734771729,-2.6840984444444445,1258.0
12800,25,1875,6,0.2828369140625,-43.698055267333984,-0.03064677545626182,0.0004092704424510632,0.019916648,384,0.020929792925016955,0.9917324781417847,0.2,-0.03698641061782837,-0.30006682872772217,-2.6601255000000004,1258.0
13312,26,1874,7,0.308837890625,-43.70422840118408,-0.03107546962564811,0.0004092704424510632,0.027847078,400,0.08946475386619568,0.9920933842658997,0.2,-0.017212219536304474,0.49082863330841064,-2.6601255000000004,1258.0
13824,27,1872,7,0.219970703125,-43.695680975914,-0.02156264754012227,0.0004092704424510632,0.015853193,416,0.0035824414517264813,0.9906603097915649,0.2,-0.030098138377070427,-5.266303062438965,-2.6601255000000004,1258.0
