train/ent_coef,train/learning_rate,time/fps,time/total_timesteps,train/critic_loss,train/n_updates,time/time_elapsed,train/ent_coef_loss,train/actor_loss,time/episodes,rollout/ep_len_mean,rollout/ep_rew_mean
0.01735214702785015,0.0008459126528049375,26,5032,1.196136474609375,4931,191,-172.7156219482422,-123.14955139160156,4,1258.0,-3.9982797499999996
0.0009740274399518967,0.0008459126528049375,25,10064,3.9403891563415527,9963,391,-10.611330032348633,-129.358642578125,8,1258.0,-3.051168375
0.0006116687436588109,0.0008459126528049375,25,15096,5.180060386657715,14995,593,8.48419189453125,-130.26220703125,12,1258.0,-2.4489966666666665
0.0008894874481484294,0.0008459126528049375,25,20128,11.87159252166748,20027,800,-10.843036651611328,-122.24360656738281,16,1258.0,-2.1008048125000003
0.0008719143806956708,0.0008459126528049375,24,25160,2.062941551208496,25059,6,-32.31745910644531,-102.27517700195312,20,1258.0,-1.9339114500000005
0.0009755376377142966,0.0008459126528049375,24,30192,8.5887451171875,30091,213,16.720787048339844,-95.29511260986328,24,1258.0,-1.7882395416666668
0.0006400112179107964,0.0008459126528049375,24,35224,1.6203546524047852,35123,423,-31.643033981323242,-95.0675277709961,28,1258.0,-1.679436964285714
0.0005270596593618393,0.0008459126528049375,24,40256,1.262772798538208,40155,627,-13.243356704711914,-94.21656799316406,32,1258.0,-1.618481375
0.0003749188035726547,0.0008459126528049375,24,45288,2.5328919887542725,45187,834,-31.130157470703125,-77.00111389160156,36,1258.0,-1.589240861111111
0.00022101284412201494,0.0008459126528049375,25,50320,1.4621214866638184,50219,12,-36.05518341064453,-72.67192077636719,40,1258.0,-1.561258625
0.0007454540464095771,0.0008459126528049375,24,55352,3.37105131149292,55251,215,-11.352669715881348,-66.69844818115234,44,1258.0,-1.5161668636363634
0.0004627806192729622,0.0008459126528049375,24,60384,3.2290468215942383,60283,418,-58.918094635009766,-61.566078186035156,48,1258.0,-1.4798897291666666
0.0005361426738090813,0.0008459126528049375,24,65416,2.361173152923584,65315,623,-20.332931518554688,-58.73500061035156,52,1258.0,-1.4593496730769229
0.0009326839353889227,0.0008459126528049375,24,70448,8.041773796081543,70347,830,-4.410865783691406,-17.775842666625977,56,1258.0,-1.44680275
0.0009534806595183909,0.0008459126528049375,22,75480,5.6793928146362305,75379,21,15.53801155090332,-7.817956924438477,60,1258.0,-1.4456770166666668
0.0004741594602819532,0.0008459126528049375,21,80512,2.3739943504333496,80411,254,-36.515167236328125,-7.168066024780273,64,1258.0,-1.4405390468750001
0.00047001970233395696,0.0008459126528049375,19,85544,2.523810386657715,85443,535,-11.21424674987793,1.6882684230804443,68,1258.0,-1.4233026029411766
0.0005751633434556425,0.0008459126528049375,18,90576,2.7679498195648193,90475,838,-0.33872413635253906,1.542637586593628,72,1258.0,-1.3952205416666665
