rollout/ep_rew_mean,time/episodes,rollout/ep_len_mean,train/ent_coef,time/fps,train/n_updates,train/critic_loss,time/total_timesteps,train/actor_loss,time/time_elapsed,train/ent_coef_loss,train/learning_rate
-4.255999,4,1258.0,0.017297443002462387,27,4931,1.9200677871704102,5032,-122.46436309814453,183,-162.5471649169922,0.0008459126528049375
-3.1237492500000004,8,1258.0,0.001058141584508121,27,9963,97.80532836914062,10064,-125.31842803955078,359,8.397665977478027,0.0008459126528049375
-2.5182723333333334,12,1258.0,0.000984124606475234,29,14995,2.3510475158691406,15096,-116.41938781738281,519,28.272369384765625,0.0008459126528049375
-2.1755825,16,1258.0,0.0007083552191033959,29,20027,2.2747397422790527,20128,-114.60774230957031,679,53.659278869628906,0.0008459126528049375
-1.9403408500000001,20,1258.0,0.0007156730280257761,31,25059,4.1149983406066895,25160,-108.17635345458984,5,8.494518280029297,0.0008459126528049375
-1.786007041666667,24,1258.0,0.0005694717401638627,31,30091,4.392258167266846,30192,-106.16615295410156,164,-27.85267448425293,0.0008459126528049375
-1.6867210000000001,28,1258.0,0.0008827308192849159,29,35123,1.9768767356872559,35224,-104.71222686767578,347,26.965974807739258,0.0008459126528049375
-1.60233203125,32,1258.0,0.00036114538670517504,27,40155,1.6529066562652588,40256,-99.17440795898438,546,98.17634582519531,0.0008459126528049375
-1.5050899722222222,36,1258.0,0.0008353455341421068,27,45187,1.6202728748321533,45288,-90.11012268066406,745,-41.70853805541992,0.0008459126528049375
-1.477943475,40,1258.0,0.0003104833886027336,31,50219,2.206465721130371,50320,-86.08409881591797,10,46.498931884765625,0.0008459126528049375
-1.4539404318181819,44,1258.0,0.0008325270027853549,31,55251,3.2300846576690674,55352,-78.92509460449219,170,37.21625518798828,0.0008459126528049375
-1.4159893541666666,48,1258.0,0.0006678224890492857,31,60283,2.7219157218933105,60384,-71.94580078125,328,-27.636573791503906,0.0008459126528049375
-1.3977891153846156,52,1258.0,0.0005994726088829339,31,65315,1.5266942977905273,65416,-73.08035278320312,487,-18.167768478393555,0.0008459126528049375
-1.3920476964285713,56,1258.0,0.0004434936272446066,31,70347,2.2831907272338867,70448,-66.0998306274414,648,-56.51702117919922,0.0008459126528049375
-1.3809899999999997,60,1258.0,0.0003487853682599962,30,75379,2.1769533157348633,75480,-60.88133239746094,15,-55.985321044921875,0.0008459126528049375
-1.347726109375,64,1258.0,0.00040482968324795365,29,80411,3.267751693725586,80512,-49.701446533203125,186,-5.5252909660339355,0.0008459126528049375
-1.3288468676470586,68,1258.0,0.0005328545812517405,29,85443,3.253671407699585,85544,-51.39925765991211,357,-49.9296875,0.0008459126528049375
-1.3136570138888888,72,1258.0,0.000512314960360527,29,90475,4.0208001136779785,90576,-32.54222869873047,529,-15.835007667541504,0.0008459126528049375
-1.2991877763157893,76,1258.0,0.0005429412703961134,29,95507,10.11613941192627,95608,-25.451034545898438,703,1.0614347457885742,0.0008459126528049375
