train/actor_loss,train/learning_rate,train/n_updates,train/ent_coef,train/critic_loss,rollout/ep_len_mean,rollout/ep_rew_mean,time/episodes,train/ent_coef_loss,time/time_elapsed,time/total_timesteps,time/fps
-118.80693054199219,0.0008459126528049375,4927,0.016959741711616516,1.970950961112976,1257.0,-5.4533975,4,-161.9203338623047,243,5028,20
-122.41143035888672,0.0008459126528049375,9955,0.0008848560391925275,3.2370400428771973,1257.0,-4.351325,8,1.3451495170593262,479,10056,20
-118.3156509399414,0.0008459126528049375,14983,0.0005246014334261417,1.3132023811340332,1257.0,-3.5366019166666676,12,118.59315490722656,742,15084,20
-108.27545928955078,0.0008459126528049375,20011,0.00031242502154782414,1.1204417943954468,1257.0,-3.14698575,16,126.78378295898438,980,20112,20
-96.3163833618164,0.0008459126528049375,25039,0.0006397317047230899,3.4084858894348145,1257.0,-2.9699167999999996,20,-11.162200927734375,6,25140,20
-90.20408630371094,0.0008459126528049375,30067,0.00030731011065654457,3.7336912155151367,1257.0,-2.8080460833333327,24,-25.212038040161133,247,30168,20
-89.02236938476562,0.0008459126528049375,35095,0.000342661514878273,0.9725273251533508,1257.0,-2.6915908928571426,28,-32.89435958862305,488,35196,20
-78.79647827148438,0.0008459126528049375,40123,0.0005374695756472647,12.817906379699707,1257.0,-2.6052758750000002,32,40.101966857910156,738,40224,20
-70.45610809326172,0.0008459126528049375,45151,0.0003915936395060271,3.665257453918457,1257.0,-2.523198194444445,36,48.088623046875,988,45252,20
-65.20325469970703,0.0008459126528049375,50179,0.0006813845247961581,6.400052070617676,1257.0,-2.4367360000000002,40,31.631427764892578,14,50280,19
-61.10188293457031,0.0008459126528049375,55207,0.0007049048435874283,4.673267364501953,1257.0,-2.368145159090909,44,23.983657836914062,263,55308,20
-51.22721862792969,0.0008459126528049375,60235,0.0005754882004112005,4.435825824737549,1257.0,-2.3310059791666666,48,91.65623474121094,512,60336,20
-23.647844314575195,0.0008459126528049375,65263,0.0018547343788668513,25.475799560546875,1257.0,-2.3005956346153846,52,-26.98921012878418,756,65364,20
-12.14434814453125,0.0008459126528049375,70291,0.001103338785469532,8.780784606933594,1257.0,-2.2905031071428574,56,45.900787353515625,997,70392,20
-10.065832138061523,0.0008459126528049375,75319,0.0007835099822841585,2.37130069732666,1257.0,-2.281769916666667,60,-30.048566818237305,19,75420,21
-5.095459461212158,0.0008459126528049375,80347,0.0005790561554022133,25.715373992919922,1257.0,-2.2468767031250003,64,21.053556442260742,257,80448,21
-1.8408517837524414,0.0008459126528049375,85375,0.00040648391586728394,1.811321496963501,1257.0,-2.229903161764706,68,15.317033767700195,499,85476,20
7.368377208709717,0.0008459126528049375,90403,0.000775902415625751,6.586487293243408,1257.0,-2.2167258333333333,72,-1.1652764081954956,742,90504,20
18.674245834350586,0.0008459126528049375,95431,0.0011514319339767098,6.790073394775391,1257.0,-2.203064973684211,76,-20.962675094604492,985,95532,20
