time/total_timesteps,time/fps,time/time_elapsed,time/iterations,train/clip_fraction,train/std,train/loss,train/entropy_loss,train/policy_gradient_loss,train/value_loss,train/explained_variance,train/approx_kl,train/clip_range,train/n_updates,train/learning_rate,rollout/ep_rew_mean,rollout/ep_len_mean
512,4294,0,1,,,,,,,,,,,,,
1024,2537,0,2,0.232177734375,0.9978442192077637,-0.03758281469345093,-43.95880460739136,-0.029315375722944736,0.12808681130991317,-0.26807892322540283,0.014729124,0.2,16,0.0004092704424510632,,
1536,2279,0,3,0.295166015625,0.996357262134552,-0.042492546141147614,-43.89327883720398,-0.03024665903649293,0.012612185877515003,0.007715404033660889,0.024591863,0.2,32,0.0004092704424510632,-2.84753,1258.0
2048,2198,0,4,0.27099609375,0.9962158203125,-0.03759149834513664,-43.866565346717834,-0.02536086496547796,0.0031016064167488366,0.01448965072631836,0.018121768,0.2,48,0.0004092704424510632,-2.84753,1258.0
2560,2147,1,5,0.2647705078125,0.9977456331253052,-0.032086506485939026,-43.885947823524475,-0.023171430570073426,0.0024216080419137143,0.003705263137817383,0.020428903,0.2,64,0.0004092704424510632,-2.857265,1258.0
3072,2107,1,6,0.267822265625,0.9979836940765381,-0.03586076572537422,-43.92376494407654,-0.025371442330651917,0.010692119889426976,0.0012745261192321777,0.019446917,0.2,80,0.0004092704424510632,-2.857265,1258.0
3584,2070,1,7,0.2618408203125,0.996047854423523,-0.03663454204797745,-43.89497518539429,-0.027781386990682222,0.0030701613359269686,0.002579987049102783,0.017282695,0.2,96,0.0004092704424510632,-2.857265,1258.0
4096,2053,1,8,0.2783203125,0.9949054718017578,-0.028001971542835236,-43.839061975479126,-0.02510190082830377,0.014191800728440285,0.0032144784927368164,0.021770058,0.2,112,0.0004092704424510632,-2.797508,1258.0
4608,2043,2,9,0.2950439453125,0.9946299195289612,-0.025854410603642464,-43.81934940814972,-0.0225764663919108,0.01821110656601377,0.004511535167694092,0.021415684,0.2,128,0.0004092704424510632,-2.797508,1258.0
5120,2037,2,10,0.2352294921875,0.9940550327301025,-0.027686621993780136,-43.80466830730438,-0.023629450384760275,0.009067245919140987,0.012650489807128906,0.017943766,0.2,144,0.0004092704424510632,-2.76917575,1258.0
5632,2031,2,11,0.2567138671875,0.9938320517539978,-0.0272294282913208,-43.78852188587189,-0.023345643960055895,0.0295812341501005,0.0006734728813171387,0.016709207,0.2,160,0.0004092704424510632,-2.76917575,1258.0
6144,2025,3,12,0.3182373046875,0.9946562051773071,-0.03343775123357773,-43.7952846288681,-0.03426899775513448,0.0021312924363883212,0.003818988800048828,0.021637822,0.2,176,0.0004092704424510632,-2.76917575,1258.0
6656,2016,3,13,0.2615966796875,0.9952364563941956,-0.04344852268695831,-43.82545781135559,-0.027377852537028957,0.013497427455149591,0.003446221351623535,0.024014857,0.2,192,0.0004092704424510632,-2.7309032,1258.0
7168,2008,3,14,0.2554931640625,0.9920616149902344,-0.012805582955479622,-43.788249373435974,-0.02638537753955461,0.046875848551280797,0.003007650375366211,0.017336149,0.2,208,0.0004092704424510632,-2.7309032,1258.0
7680,2003,3,15,0.205322265625,0.9914858341217041,-0.01201932318508625,-43.71677613258362,-0.020328089827671647,0.009178669381071813,0.03569525480270386,0.01454601,0.2,224,0.0004092704424510632,-2.7274678333333333,1258.0
8192,2002,4,16,0.2816162109375,0.9912059307098389,-0.013199122622609138,-43.709587812423706,-0.02697215483931359,0.05143048008903861,0.002843141555786133,0.02152409,0.2,240,0.0004092704424510632,-2.7274678333333333,1258.0
8704,2002,4,17,0.30322265625,0.9892195463180542,-0.03692513704299927,-43.67886209487915,-0.03082198358606547,0.0031342391230282374,-0.011600852012634277,0.024537358,0.2,256,0.0004092704424510632,-2.7274678333333333,1258.0
9216,2001,4,18,0.3004150390625,0.9886838793754578,-0.03457298129796982,-43.62489342689514,-0.03247532606474124,0.009385451543494128,0.008674144744873047,0.026694251,0.2,272,0.0004092704424510632,-2.7154401428571426,1258.0
9728,1996,4,19,0.303955078125,0.9894400238990784,0.0057434141635894775,-43.62962591648102,-0.030141004026518203,0.0721852860879153,0.003823995590209961,0.024230914,0.2,288,0.0004092704424510632,-2.7154401428571426,1258.0
10240,1993,5,20,0.295654296875,0.9885844588279724,-0.04583706706762314,-43.63649129867554,-0.029384455250692554,0.01156367381918244,0.13224971294403076,0.026360549,0.2,304,0.0004092704424510632,-2.722666125,1258.0
10752,1990,5,21,0.2740478515625,0.9900593757629395,-0.0011975206434726715,-43.63593637943268,-0.028365811478579417,0.069615823100321,0.01737844944000244,0.019240553,0.2,320,0.0004092704424510632,-2.722666125,1258.0
11264,1990,5,22,0.2314453125,0.9891012907028198,-0.03050476312637329,-43.657045006752014,-0.023668433481361717,0.003436705930653261,0.12025624513626099,0.016708702,0.2,336,0.0004092704424510632,-2.722666125,1258.0
11776,1990,5,23,0.2835693359375,0.9895029664039612,-0.034363627433776855,-43.634907245635986,-0.027296948159346357,0.008474793095956556,0.028823494911193848,0.023771483,0.2,352,0.0004092704424510632,-2.7242888888888888,1258.0
12288,1989,6,24,0.20947265625,0.9889909029006958,0.02456013485789299,-43.64710450172424,-0.023543838193290867,0.09652164648286998,0.003495633602142334,0.01989668,0.2,368,0.0004092704424510632,-2.7242888888888888,1258.0
12800,1989,6,25,0.2017822265625,0.9879793524742126,-0.026720743626356125,-43.60943424701691,-0.02362079152953811,0.005534267744224053,0.3813188076019287,0.013520071,0.2,384,0.0004092704424510632,-2.7194694,1258.0
