train/ent_coef,train/learning_rate,time/fps,time/total_timesteps,train/critic_loss,train/n_updates,time/time_elapsed,train/ent_coef_loss,train/actor_loss,time/episodes,rollout/ep_len_mean,rollout/ep_rew_mean
0.017287490889430046,0.0008459126528049375,23,5032,1.5033050775527954,4931,216,-168.6495361328125,-123.95100402832031,4,1258.0,-4.444679
0.001079365611076355,0.0008459126528049375,22,10064,4.560898303985596,9963,438,-5.833073616027832,-129.36512756347656,8,1258.0,-3.323901375
0.0011375974863767624,0.0008459126528049375,22,15096,8.994061470031738,14995,657,-66.31092834472656,-119.65043640136719,12,1258.0,-2.67529525
0.0011496939696371555,0.0008459126528049375,23,20128,25.72091293334961,20027,874,-40.69562530517578,-110.59395599365234,16,1258.0,-2.3471176875
0.0009279170189984143,0.0008459126528049375,22,25160,5.967888832092285,25059,7,-1.3956180810928345,-108.32765197753906,20,1258.0,-2.1392944499999995
0.000681661069393158,0.0008459126528049375,22,30192,4.219965934753418,30091,226,-46.29410934448242,-104.22216796875,24,1258.0,-1.95112375
0.00038112938636913896,0.0008459126528049375,22,35224,1.61991548538208,35123,449,67.91146850585938,-104.20528411865234,28,1258.0,-1.8320451428571427
0.0004582760448101908,0.0008459126528049375,22,40256,2.4720163345336914,40155,670,-42.92662048339844,-93.92821502685547,32,1258.0,-1.74681478125
0.0003364977310411632,0.0008459126528049375,22,45288,1.4450173377990723,45187,893,-48.465782165527344,-97.08356475830078,36,1258.0,-1.6932434722222223
0.00021549547091126442,0.0008459126528049375,23,50320,3.959198474884033,50219,13,1.9764013290405273,-88.73941040039062,40,1258.0,-1.649388725
0.0008920422988012433,0.0008459126528049375,22,55352,5.730025291442871,55251,237,-46.57543182373047,-85.0330810546875,44,1258.0,-1.5976429545454545
0.0006628491682931781,0.0008459126528049375,22,60384,5.616000175476074,60283,460,45.93167495727539,-79.80584716796875,48,1258.0,-1.5564580625000002
0.000699276162777096,0.0008459126528049375,22,65416,23.722436904907227,65315,686,-36.6214714050293,-67.40928649902344,52,1258.0,-1.5098922692307695
0.0009428923367522657,0.0008459126528049375,22,70448,33.390525817871094,70347,915,-70.57866668701172,-70.36100769042969,56,1258.0,-1.4776806964285716
0.0008926371810957789,0.0008459126528049375,19,75480,11.926597595214844,75379,24,30.019805908203125,-61.7423095703125,60,1258.0,-1.4520282000000002
0.000796375039499253,0.0008459126528049375,20,80512,5.417923927307129,80411,275,-14.199426651000977,-51.381710052490234,64,1258.0,-1.43652609375
0.0007076006731949747,0.0008459126528049375,19,85544,4.267576217651367,85443,544,-42.392398834228516,-43.54499053955078,68,1258.0,-1.424138838235294
