train/ent_coef_loss,time/time_elapsed,train/actor_loss,rollout/ep_rew_mean,time/total_timesteps,time/fps,train/critic_loss,train/n_updates,train/ent_coef,time/episodes,rollout/ep_len_mean,train/learning_rate
-165.48715209960938,399,-124.2203598022461,-4.10029525,5028,12,7.123419761657715,4927,0.01775199919939041,4,1257.0,0.0008459126528049375
-46.03972244262695,790,-131.65533447265625,-3.247772125,10056,12,1.138777494430542,9955,0.001456207362934947,8,1257.0,0.0008459126528049375
80.15514373779297,1170,-135.69314575195312,-2.78158075,15084,12,4.839123249053955,14983,0.0006108467932790518,12,1257.0,0.0008459126528049375
119.39405822753906,1561,-138.3069610595703,-2.4438773124999997,20112,12,110.28211212158203,20011,0.00046240980736911297,16,1257.0,0.0008459126528049375
-47.32354736328125,10,-145.4769744873047,-2.31222985,25140,13,6.704714298248291,25039,0.0006404190207831562,20,1257.0,0.0008459126528049375
23.68996810913086,405,-148.57586669921875,-2.157648791666667,30168,12,4.149454116821289,30067,0.000555921986233443,24,1257.0,0.0008459126528049375
94.27601623535156,791,-147.8634796142578,-2.0261041428571427,35196,12,6.151001930236816,35095,0.0005796023178845644,28,1257.0,0.0008459126528049375
-0.7953859567642212,1192,-148.574462890625,-1.959275125,40224,12,3.398210048675537,40123,0.0006052816170267761,32,1257.0,0.0008459126528049375
42.64971923828125,1592,-143.695556640625,-1.91771225,45252,12,3.141401767730713,45151,0.0004754302208311856,36,1257.0,0.0008459126528049375
-32.961997985839844,22,-140.19918823242188,-1.885330975,50280,12,3.7130656242370605,50179,0.0005428974982351065,40,1257.0,0.0008459126528049375
66.45526123046875,405,-132.84494018554688,-1.8376210681818181,55308,13,59.725215911865234,55207,0.0012268074788153172,44,1257.0,0.0008459126528049375
27.06242561340332,796,-132.91929626464844,-1.7972421458333334,60336,12,8.42976188659668,60235,0.001521515310741961,48,1257.0,0.0008459126528049375
30.309741973876953,1197,-122.89262390136719,-1.7565566153846155,65364,12,42.162391662597656,65263,0.0009925940539687872,52,1257.0,0.0008459126528049375
-6.147343635559082,1593,-120.63014221191406,-1.7172968035714287,70392,12,8.139801025390625,70291,0.000989467604085803,56,1257.0,0.0008459126528049375
-17.864742279052734,35,-117.44759368896484,-1.6851944833333332,75420,11,4.888575553894043,75319,0.0006441754521802068,60,1257.0,0.0008459126528049375
-72.78816986083984,459,-98.69239044189453,-1.651370046875,80448,11,6.842785835266113,80347,0.0012896324042230844,64,1257.0,0.0008459126528049375
-7.272258281707764,881,-91.19454956054688,-1.6257533529411763,85476,11,1.649293065071106,85375,0.0008208127692341805,68,1257.0,0.0008459126528049375
20.664405822753906,1303,-85.50773620605469,-1.5978660416666668,90504,11,10.913268089294434,90403,0.0009548278758302331,72,1257.0,0.0008459126528049375
106.14356994628906,1725,-82.39531707763672,-1.571009552631579,95532,11,6.480470657348633,95431,0.0004611393087543547,76,1257.0,0.0008459126528049375
