train/learning_rate,time/time_elapsed,time/fps,train/ent_coef,train/critic_loss,train/n_updates,train/ent_coef_loss,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/episodes,train/actor_loss
0.0008459126528049375,150,33,0.017531132325530052,0.7557040452957153,4931,-177.87823486328125,5032,1258.0,-4.3901475,4,-122.8486557006836
0.0008459126528049375,312,32,0.0011854958720505238,2.267436981201172,9963,-21.820140838623047,10064,1258.0,-3.4221278749999997,8,-129.50392150878906
0.0008459126528049375,471,32,0.001220146776176989,1.3555282354354858,14995,-13.585471153259277,15096,1258.0,-2.799185833333333,12,-132.98922729492188
0.0008459126528049375,639,31,0.0007504796958528459,1.8536993265151978,20027,64.56141662597656,20128,1258.0,-2.4562681250000002,16,-136.49032592773438
0.0008459126528049375,5,30,0.0007900758646428585,1.5188148021697998,25059,-7.9286322593688965,25160,1258.0,-2.2474450500000005,20,-137.5511016845703
0.0008459126528049375,163,31,0.0010698006954044104,1.688746452331543,30091,-21.281686782836914,30192,1258.0,-2.0628592500000003,24,-138.8297882080078
0.0008459126528049375,323,31,0.00031879404559731483,2.319800853729248,35123,140.86325073242188,35224,1258.0,-1.968470285714286,28,-141.83950805664062
0.0008459126528049375,478,31,0.0004621972911991179,4.864721775054932,40155,29.40110969543457,40256,1258.0,-1.8740571875,32,-142.927734375
0.0008459126528049375,639,31,0.0004238504043314606,3.0000553131103516,45187,-25.436782836914062,45288,1258.0,-1.81832825,36,-146.91712951660156
0.0008459126528049375,8,35,0.0007369585800915956,2.6812820434570312,50219,-10.544290542602539,50320,1258.0,-1.779077925,40,-147.7593536376953
0.0008459126528049375,162,32,0.0011860375525429845,4.601906776428223,55251,31.05526351928711,55352,1258.0,-1.7331428863636362,44,-147.67312622070312
0.0008459126528049375,321,32,0.0016022558556869626,2.978236675262451,60283,-24.945680618286133,60384,1258.0,-1.7024922291666666,48,-147.66529846191406
0.0008459126528049375,484,31,0.0016019961331039667,6.364231109619141,65315,-2.5916807651519775,65416,1258.0,-1.6630321923076925,52,-139.05352783203125
0.0008459126528049375,646,31,0.0009085122728720307,44.258827209472656,70347,-66.698486328125,70448,1258.0,-1.642558875,56,-129.68069458007812
0.0008459126528049375,15,30,0.0015507825883105397,42.512420654296875,75379,-15.788468360900879,75480,1258.0,-1.6069132166666664,60,-130.27366638183594
0.0008459126528049375,188,29,0.0008045872091315687,3.6773858070373535,80411,48.13212203979492,80512,1258.0,-1.5834161875000001,64,-127.65528869628906
0.0008459126528049375,359,29,0.002106875879690051,4.431105613708496,85443,28.05685806274414,85544,1258.0,-1.5602468823529412,68,-129.64453125
0.0008459126528049375,527,29,0.001455687335692346,2.1191396713256836,90475,-7.305304527282715,90576,1258.0,-1.5478564722222223,72,-125.80377960205078
0.0008459126528049375,695,29,0.0008348418050445616,3.5706396102905273,95507,19.87195587158203,95608,1258.0,-1.5338882236842104,76,-119.39176940917969
