train/learning_rate,time/time_elapsed,time/fps,train/ent_coef,train/critic_loss,train/n_updates,train/ent_coef_loss,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/episodes,train/actor_loss
0.0008459126528049375,149,33,0.017342403531074524,1.311452865600586,4931,-171.3805389404297,5032,1258.0,-4.437361,4,-123.19945526123047
0.0008459126528049375,306,32,0.001225813408382237,1.7512702941894531,9963,68.07328796386719,10064,1258.0,-3.3670261249999998,8,-129.7279815673828
0.0008459126528049375,460,32,0.0012688717106357217,1.1020135879516602,14995,-58.1688232421875,15096,1258.0,-2.7507404166666665,12,-133.319580078125
0.0008459126528049375,618,32,0.0008110813796520233,1.447191834449768,20027,18.644563674926758,20128,1258.0,-2.4671201875,16,-137.288330078125
0.0008459126528049375,5,30,0.0010897183092311025,1.4812538623809814,25059,27.674406051635742,25160,1258.0,-2.301369,20,-141.17018127441406
0.0008459126528049375,163,31,0.0007887331885285676,4.283824443817139,30091,42.23323059082031,30192,1258.0,-2.1405301666666667,24,-144.90443420410156
0.0008459126528049375,319,31,0.0009905146434903145,4.301358222961426,35123,260.3770751953125,35224,1258.0,-2.027677392857143,28,-146.40252685546875
0.0008459126528049375,477,31,0.0007734426762908697,67.34912109375,40155,1.931276559829712,40256,1258.0,-1.9598070625,32,-148.890380859375
0.0008459126528049375,634,31,0.0006891466327942908,4.4155426025390625,45187,131.22232055664062,45288,1258.0,-1.8891858333333336,36,-147.81741333007812
0.0008459126528049375,10,30,0.0006386941531673074,63.633060455322266,50219,77.48414611816406,50320,1258.0,-1.8212905499999998,40,-148.4101104736328
0.0008459126528049375,165,32,0.0006536371074616909,3.448578119277954,55251,-14.852385520935059,55352,1258.0,-1.7741117727272724,44,-150.67062377929688
0.0008459126528049375,324,31,0.0009168012766167521,2.9529261589050293,60283,56.83115768432617,60384,1258.0,-1.7346257916666665,48,-150.26809692382812
0.0008459126528049375,482,31,0.0018532562535256147,63.08112335205078,65315,0.3126118779182434,65416,1258.0,-1.6998058076923075,52,-151.4241485595703
0.0008459126528049375,632,32,0.001376933534629643,8.166324615478516,70347,-35.936031341552734,70448,1258.0,-1.6689201607142858,56,-152.02557373046875
0.0008459126528049375,15,30,0.0017454600892961025,4.400583744049072,75379,-35.55772399902344,75480,1258.0,-1.6293758166666668,60,-152.13531494140625
0.0008459126528049375,186,29,0.0016676601953804493,58.31208801269531,80411,-20.48126983642578,80512,1258.0,-1.60743053125,64,-149.76129150390625
0.0008459126528049375,359,29,0.0012025322066619992,4.882719993591309,85443,29.421295166015625,85544,1258.0,-1.5798664558823527,68,-153.33155822753906
0.0008459126528049375,526,29,0.0010229290928691626,6.902769088745117,90475,64.86885070800781,90576,1258.0,-1.5590436805555554,72,-147.26739501953125
0.0008459126528049375,676,30,0.0018846448510885239,7.366723537445068,95507,38.382144927978516,95608,1258.0,-1.5401409736842104,76,-142.9740447998047
