train/learning_rate,time/time_elapsed,time/fps,train/ent_coef,train/critic_loss,train/n_updates,train/ent_coef_loss,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/episodes,train/actor_loss
0.0008459126528049375,133,37,0.01750844344496727,1.8911142349243164,4931,-153.93606567382812,5032,1258.0,-4.44515475,4,-122.0098648071289
0.0008459126528049375,261,38,0.0011755990562960505,0.8173891305923462,9963,117.68966674804688,10064,1258.0,-3.326054125,8,-127.793701171875
0.0008459126528049375,389,38,0.0007660716655664146,2.0289502143859863,14995,1.5897703170776367,15096,1258.0,-2.823439666666667,12,-130.81570434570312
0.0008459126528049375,529,38,0.0008117700926959515,1.7339954376220703,20027,0.8288860321044922,20128,1258.0,-2.4932931875,16,-134.71890258789062
0.0008459126528049375,4,32,0.0010237996466457844,64.05374145507812,25059,44.00565719604492,25160,1258.0,-2.2874603,20,-138.463623046875
0.0008459126528049375,160,32,0.0005851486930623651,1.692374348640442,30091,-54.99402618408203,30192,1258.0,-2.1925495416666667,24,-141.12484741210938
0.0008459126528049375,313,32,0.0005024453857913613,2.348679542541504,35123,-27.987770080566406,35224,1258.0,-2.086553285714286,28,-138.79318237304688
0.0008459126528049375,461,33,0.0007234172080643475,5.682376384735107,40155,48.427764892578125,40256,1258.0,-1.9773075,32,-139.76702880859375
0.0008459126528049375,618,32,0.0007072879816405475,4.2052001953125,45187,-58.975425720214844,45288,1258.0,-1.911526888888889,36,-141.54107666015625
0.0008459126528049375,9,32,0.0008153265807777643,46.968231201171875,50219,15.780593872070312,50320,1258.0,-1.8410171750000004,40,-138.8740234375
0.0008459126528049375,165,32,0.0008788840495981276,7.475164413452148,55251,31.61829376220703,55352,1258.0,-1.8035120000000004,44,-140.82225036621094
0.0008459126528049375,322,32,0.00040791434003040195,2.9569101333618164,60283,88.75464630126953,60384,1258.0,-1.772681979166667,48,-129.33685302734375
0.0008459126528049375,480,32,0.0010350225493311882,2.522737503051758,65315,37.673091888427734,65416,1258.0,-1.7104127884615385,52,-126.20723724365234
0.0008459126528049375,639,31,0.0010721753351390362,3.8156886100769043,70347,41.20091247558594,70448,1258.0,-1.676362125,56,-125.5116195678711
0.0008459126528049375,12,39,0.0009388075559400022,2.542512893676758,75379,-55.4635009765625,75480,1258.0,-1.6481181499999997,60,-124.74552917480469
0.0008459126528049375,161,34,0.0017312708077952266,25.797855377197266,80411,-28.514554977416992,80512,1258.0,-1.607522609375,64,-118.03565216064453
0.0008459126528049375,326,32,0.0008154272800311446,2.357131004333496,85443,-89.6709976196289,85544,1258.0,-1.5814684411764706,68,-116.4745101928711
0.0008459126528049375,475,32,0.001240792335011065,29.917797088623047,90475,36.04201126098633,90576,1258.0,-1.550494236111111,72,-109.70506286621094
0.0008459126528049375,646,31,0.0019930899143218994,9.632325172424316,95507,-84.93363952636719,95608,1258.0,-1.5241353815789473,76,-86.81491088867188
