time/time_elapsed,rollout/ep_len_mean,train/ent_coef,time/total_timesteps,rollout/ep_rew_mean,time/fps,train/critic_loss,train/learning_rate,train/ent_coef_loss,train/n_updates,time/episodes,train/actor_loss
143,1258.0,0.017415311187505722,5032,-4.144565999999999,34,2.185271978378296,0.0008459126528049375,-173.9803924560547,4931,4,-123.6961669921875
293,1258.0,0.0014502493431791663,10064,-3.1480749999999995,34,4.543134689331055,0.0008459126528049375,65.3265151977539,9963,8,-133.2549285888672
445,1258.0,0.0009901453740894794,15096,-2.4340186666666663,33,10.811721801757812,0.0008459126528049375,-74.37989807128906,14995,12,-139.5109100341797
597,1258.0,0.0011674276320263743,20128,-2.1196266250000004,33,8.343091011047363,0.0008459126528049375,13.195425987243652,20027,16,-136.60971069335938
5,1258.0,0.0010083914967253804,25160,-1.9032544000000005,30,9.725120544433594,0.0008459126528049375,-8.522367477416992,25059,20,-124.78150939941406
157,1258.0,0.0025385653134435415,30192,-1.7916445833333334,33,19.518999099731445,0.0008459126528049375,48.36359786987305,30091,24,-109.62531280517578
283,1258.0,0.0015871768118813634,35224,-1.725759535714286,36,16.593904495239258,0.0008459126528049375,-8.377281188964844,35123,28,-91.1042251586914
424,1258.0,0.0005258213495835662,40256,-1.6476944687500001,35,1.3331681489944458,0.0008459126528049375,-10.959603309631348,40155,32,-91.0653076171875
537,1258.0,0.00041474978206679225,45288,-1.5874182222222222,37,1.8780566453933716,0.0008459126528049375,85.41472625732422,45187,36,-89.2746353149414
9,1258.0,0.0003303603734821081,50320,-1.549030825,32,1.8392658233642578,0.0008459126528049375,70.03843688964844,50219,40,-85.19366455078125
162,1258.0,0.0003751675540115684,55352,-1.4994469772727272,33,2.847707748413086,0.0008459126528049375,-12.122651100158691,55251,44,-83.06916046142578
305,1258.0,0.0003145350783597678,60384,-1.4676653125,33,2.823359489440918,0.0008459126528049375,10.689461708068848,60283,48,-75.59654235839844
456,1258.0,0.00046243847464211285,65416,-1.4526419423076926,33,7.985776901245117,0.0008459126528049375,-15.775659561157227,65315,52,-71.4360580444336
582,1258.0,0.0007921744254417717,70448,-1.4183299464285715,35,5.936081886291504,0.0008459126528049375,-2.581578254699707,70347,56,-66.924560546875
12,1258.0,0.00045557066914625466,75480,-1.3942849833333333,39,2.495680809020996,0.0008459126528049375,-45.91443634033203,75379,60,-63.819541931152344
159,1258.0,0.0012350681936368346,80512,-1.365939484375,34,5.861595153808594,0.0008459126528049375,-1.3328386545181274,80411,64,-60.737003326416016
322,1258.0,0.0008603126625530422,85544,-1.3426959117647057,32,18.019975662231445,0.0008459126528049375,-34.96879577636719,85443,68,-49.44715881347656
457,1258.0,0.0006752880872227252,90576,-1.3218160277777777,34,1.9603238105773926,0.0008459126528049375,56.195404052734375,90475,72,-50.348114013671875
597,1258.0,0.0013902152422815561,95608,-1.292759394736842,34,8.821273803710938,0.0008459126528049375,-32.50550842285156,95507,76,-34.02774429321289
