time/time_elapsed,rollout/ep_len_mean,train/ent_coef,time/total_timesteps,rollout/ep_rew_mean,time/fps,train/critic_loss,train/learning_rate,train/ent_coef_loss,train/n_updates,time/episodes,train/actor_loss
143,1258.0,0.017438113689422607,5032,-4.21214125,35,5.429093360900879,0.0008459126528049375,-166.61611938476562,4931,4,-123.99223327636719
253,1258.0,0.0011641334276646376,10064,-3.2158943750000004,39,7.337785720825195,0.0008459126528049375,38.07886505126953,9963,8,-130.66795349121094
364,1258.0,0.0013834957499057055,15096,-2.5900095000000003,41,7.163445472717285,0.0008459126528049375,-15.952751159667969,14995,12,-122.56063079833984
514,1258.0,0.0012994868448004127,20128,-2.2746190625000002,39,6.701056957244873,0.0008459126528049375,12.799179077148438,20027,16,-108.147705078125
3,1258.0,0.0007386786164715886,25160,-2.09722995,43,3.44638729095459,0.0008459126528049375,83.63755798339844,25059,20,-106.26990509033203
134,1258.0,0.0006676193443126976,30192,-2.007543875,38,7.7703070640563965,0.0008459126528049375,-80.35743713378906,30091,24,-99.38430786132812
257,1258.0,0.00043240675586275756,35224,-1.9431542857142858,39,1.7536665201187134,0.0008459126528049375,43.89057540893555,35123,28,-99.310791015625
385,1258.0,0.0008380857179872692,40256,-1.8787004999999999,39,2.779630184173584,0.0008459126528049375,-57.974365234375,40155,32,-88.36219787597656
523,1258.0,0.0006976242875680327,45288,-1.8110580555555553,38,1.5415109395980835,0.0008459126528049375,82.37769317626953,45187,36,-89.5652084350586
9,1258.0,0.0009955965215340257,50320,-1.7701060249999998,32,2.340329647064209,0.0008459126528049375,75.1508560180664,50219,40,-88.25135040283203
134,1258.0,0.0008254473796114326,55352,-1.7447399545454543,39,3.9904191493988037,0.0008459126528049375,-5.133171558380127,55251,44,-56.75142288208008
279,1258.0,0.001273313187994063,60384,-1.6963208125,37,7.3414459228515625,0.0008459126528049375,-29.77051544189453,60283,48,-55.84983825683594
433,1258.0,0.0005426138523034751,65416,-1.6488261730769231,35,1.6540141105651855,0.0008459126528049375,17.124216079711914,65315,52,-47.848079681396484
575,1258.0,0.0010405848734080791,70448,-1.6253718392857144,35,3.5793731212615967,0.0008459126528049375,-4.73396110534668,70347,56,-53.65800476074219
15,1258.0,0.0006028824718669057,75480,-1.5924806833333336,31,1.2403719425201416,0.0008459126528049375,-77.07586669921875,75379,60,-47.628414154052734
178,1258.0,0.000409981730626896,80512,-1.567149640625,30,1.4053831100463867,0.0008459126528049375,-19.657957077026367,80411,64,-46.35567092895508
312,1258.0,0.0007727963966317475,85544,-1.5415725,33,3.485917091369629,0.0008459126528049375,-11.593095779418945,85443,68,-43.94247817993164
460,1258.0,0.0007850953261367977,90576,-1.529133513888889,33,11.154572486877441,0.0008459126528049375,-8.082171440124512,90475,72,-37.232208251953125
620,1258.0,0.0005255694268271327,95608,-1.512581407894737,33,3.7730226516723633,0.0008459126528049375,-0.08797138929367065,95507,76,-33.54365539550781
