train/ent_coef_loss,rollout/ep_len_mean,time/episodes,rollout/ep_rew_mean,train/critic_loss,time/total_timesteps,train/actor_loss,train/ent_coef,time/fps,time/time_elapsed,train/learning_rate,train/n_updates
-171.9835662841797,1257.0,4,-5.066848499999999,1.8558375835418701,5028,-123.0279541015625,0.0177652258425951,75,66,0.0008459126528049375,4927
-6.068393230438232,1257.0,8,-3.9975395,4.697700023651123,10056,-131.13058471679688,0.0013316976837813854,74,135,0.0008459126528049375,9955
61.08761215209961,1257.0,12,-3.3385219166666666,6.468212127685547,15084,-127.86038970947266,0.0009013162343762815,74,203,0.0008459126528049375,14983
0.052206724882125854,1257.0,16,-2.8832470624999997,4.660869121551514,20112,-116.09171295166016,0.001343442709185183,73,272,0.0008459126528049375,20011
25.57681655883789,1257.0,20,-2.68732025,2.76113224029541,25140,-105.7654800415039,0.0005221315659582615,73,1,0.0008459126528049375,25039
-23.848787307739258,1257.0,24,-2.5364731249999997,8.967103004455566,30168,-88.25491333007812,0.0004904569941572845,73,70,0.0008459126528049375,30067
57.59336471557617,1257.0,28,-2.4495537499999998,0.977396547794342,35196,-76.74054718017578,0.00040701747639104724,72,140,0.0008459126528049375,35095
-4.691565036773682,1257.0,32,-2.37659153125,2.2669458389282227,40224,-65.41912841796875,0.0007514375611208379,72,210,0.0008459126528049375,40123
-9.05470085144043,1257.0,36,-2.3077807777777775,13.97326946258545,45252,-62.541481018066406,0.0005102782160975039,72,279,0.0008459126528049375,45151
41.98799133300781,1257.0,40,-2.2778235,6.749860763549805,50280,-51.72702407836914,0.0005009421147406101,72,3,0.0008459126528049375,50179
20.065841674804688,1257.0,44,-2.2368420227272727,5.278763771057129,55308,-47.79180145263672,0.0006023930618539453,72,73,0.0008459126528049375,55207
-31.131044387817383,1257.0,48,-2.1893802916666663,3.460175037384033,60336,-30.328594207763672,0.0005842595710419118,71,143,0.0008459126528049375,60235
1.7294601202011108,1257.0,52,-2.1553002884615378,3.5021491050720215,65364,-25.92807388305664,0.0009032419766299427,71,213,0.0008459126528049375,65263
23.78789710998535,1257.0,56,-2.114923446428571,2.4750585556030273,70392,-21.853225708007812,0.000555215694475919,71,284,0.0008459126528049375,70291
16.684253692626953,1257.0,60,-2.0839851166666663,1.5835773944854736,75420,-15.856414794921875,0.0009320437093265355,69,6,0.0008459126528049375,75319
-49.395259857177734,1257.0,64,-2.0413838125,2.3733575344085693,80448,-10.835403442382812,0.000771974737290293,70,76,0.0008459126528049375,80347
-25.997087478637695,1257.0,68,-2.0223266911764703,3.8024792671203613,85476,-4.161233425140381,0.0004899586201645434,70,148,0.0008459126528049375,85375
