train/ent_coef_loss,rollout/ep_len_mean,time/total_timesteps,time/fps,train/learning_rate,train/critic_loss,time/time_elapsed,train/n_updates,time/episodes,train/ent_coef,train/actor_loss,rollout/ep_rew_mean
-163.9393768310547,1223.0,4892,11,0.0008459126528049375,0.8124939799308777,416,4791,4,0.019266488030552864,-122.11683654785156,-4.5529325
-79.26685333251953,1223.0,9784,11,0.0008459126528049375,63.826438903808594,842,9683,8,0.001297074370086193,-127.40139770507812,-3.620112625
-28.37451934814453,1223.0,14676,11,0.0008459126528049375,65.01426696777344,1280,14575,12,0.0012262723175808787,-132.43881225585938,-2.98612475
7.950110912322998,1223.0,19568,11,0.0008459126528049375,0.8816267848014832,1715,19467,16,0.0007256258395500481,-133.18667602539062,-2.662884875
-20.983184814453125,1223.0,24460,11,0.0008459126528049375,2.092877149581909,2147,24359,20,0.0012112723197788,-138.14549255371094,-2.4935022
-4.816282749176025,1223.0,29352,11,0.0008459126528049375,1.3040659427642822,388,29251,24,0.0011476448271423578,-142.22613525390625,-2.3416150000000004
67.8541488647461,1223.0,34244,11,0.0008459126528049375,2.3896164894104004,838,34143,28,0.001032948843203485,-142.8080291748047,-2.2798386071428576
-43.21148681640625,1223.0,39136,11,0.0008459126528049375,4.596994876861572,1269,39035,32,0.000493531406391412,-147.13490295410156,-2.23983996875
39.23347473144531,1223.0,44028,11,0.0008459126528049375,7.657803058624268,1702,43927,36,0.0009543708292767406,-147.75848388671875,-2.2161096944444445
-11.670293807983398,1223.0,48920,11,0.0008459126528049375,2.860199451446533,2135,48819,40,0.0007408519159071147,-151.04364013671875,-2.167197275
-12.357415199279785,1223.0,53812,10,0.0008459126528049375,13.658624649047852,347,53711,44,0.0007930750725790858,-151.7085723876953,-2.1208204999999998
13.426493644714355,1223.0,58704,10,0.0008459126528049375,6.377606391906738,793,58603,48,0.0011940323747694492,-153.5777130126953,-2.0700831041666667
-16.433197021484375,1223.0,63596,11,0.0008459126528049375,4.1596455574035645,1230,63495,52,0.001256721094250679,-154.24142456054688,-2.053605826923077
-25.25537872314453,1223.0,68488,11,0.0008459126528049375,4.907276153564453,1671,68387,56,0.002080649835988879,-156.66603088378906,-2.015720964285714
