rollout/ep_rew_mean,train/ent_coef_loss,time/fps,train/critic_loss,train/n_updates,rollout/ep_len_mean,train/actor_loss,time/episodes,time/time_elapsed,time/total_timesteps,train/learning_rate,train/ent_coef
-5.30497925,-170.85687255859375,10,1.9599273204803467,4931,1258.0,-122.65196990966797,4,479,5032,0.0008459126528049375,0.017450248822569847
-4.256145,-15.637151718139648,10,3.167921543121338,9963,1258.0,-119.1166763305664,8,973,10064,0.0008459126528049375,0.0010880117770284414
-3.5527947500000003,-15.291465759277344,10,1.833348274230957,14995,1258.0,-109.8224105834961,12,1470,15096,0.0008459126528049375,0.0010353538673371077
-3.2674665,-31.271820068359375,10,1.7226462364196777,20027,1258.0,-92.59770202636719,16,1966,20128,0.0008459126528049375,0.0007294933893717825
-3.1047366999999997,-27.560611724853516,9,1.3589181900024414,25059,1258.0,-75.8414535522461,20,16,25160,0.0008459126528049375,0.0006636401521973312
-3.0005911249999997,92.8429183959961,10,2.091174602508545,30091,1258.0,-66.95039367675781,24,504,30192,0.0008459126528049375,0.00046235183253884315
-2.890767142857143,311.0789794921875,10,7.172290325164795,35123,1258.0,-50.94222640991211,28,992,35224,0.0008459126528049375,0.00046633175224997103
-2.820793625,55.291873931884766,10,1.7660043239593506,40155,1258.0,-46.825897216796875,32,1485,40256,0.0008459126528049375,0.00029919296503067017
-2.751244861111111,-35.30223846435547,10,0.6528923511505127,45187,1258.0,-44.292022705078125,36,1976,45288,0.0008459126528049375,0.00019181740935891867
-2.710990925,-90.49806213378906,10,1.6738731861114502,50219,1258.0,-40.21106719970703,40,30,50320,0.0008459126528049375,0.00018122153414878994
-2.6702603863636365,-48.763885498046875,10,0.79784095287323,55251,1258.0,-35.08860778808594,44,511,55352,0.0008459126528049375,0.00032232064404524863
-2.6397975,-29.191158294677734,10,1.08986496925354,60283,1258.0,-31.256118774414062,48,1000,60384,0.0008459126528049375,0.0003200506034772843
-2.6079451538461544,68.41460418701172,10,1.673764705657959,65315,1258.0,-31.789392471313477,52,1479,65416,0.0008459126528049375,0.0003728445153683424
-2.5892324642857147,-60.67339324951172,10,0.6035042405128479,70347,1258.0,-25.343944549560547,56,1965,70448,0.0008459126528049375,0.00029863137751817703
-2.5626377000000007,-47.29444885253906,9,1.0196452140808105,75379,1258.0,-21.500768661499023,60,48,75480,0.0008459126528049375,0.00028199097141623497
-2.541007484375,-32.853458404541016,9,0.8966593146324158,80411,1258.0,-15.283681869506836,64,553,80512,0.0008459126528049375,0.00028702698182314634
-2.532189529411765,-125.21519470214844,9,1.2254887819290161,85443,1258.0,-10.319263458251953,68,1061,85544,0.0008459126528049375,0.0004512163286563009
-2.5129755972222223,32.91566467285156,9,1.2923741340637207,90475,1258.0,-1.5873398780822754,72,1571,90576,0.0008459126528049375,0.0003449451760388911
-2.5050009605263157,8.802875518798828,9,1.620260238647461,95507,1258.0,5.085784912109375,76,2090,95608,0.0008459126528049375,0.00028131972067058086
