train/critic_loss,train/learning_rate,train/ent_coef_loss,time/fps,time/total_timesteps,train/ent_coef,rollout/ep_len_mean,train/n_updates,train/actor_loss,time/time_elapsed,time/episodes,rollout/ep_rew_mean
2.032957077026367,0.0008459126528049375,-169.89898681640625,72,5032,0.017025364562869072,1258.0,4931,-122.02798461914062,69,4,-4.48574475
4.193602561950684,0.0008459126528049375,-84.00436401367188,71,10064,0.0007497053011320531,1258.0,9963,-127.15591430664062,141,8,-3.50990175
5.673593521118164,0.0008459126528049375,-10.515016555786133,71,15096,0.0011446521384641528,1258.0,14995,-133.86489868164062,211,12,-2.8643147499999997
10.692123413085938,0.0008459126528049375,65.75724792480469,71,20128,0.0006618783227168024,1258.0,20027,-132.29058837890625,281,16,-2.5478458125000003
5.793459892272949,0.0008459126528049375,2.0398874282836914,71,25160,0.0010777116985991597,1258.0,25059,-118.36553955078125,2,20,-2.3054634500000004
3.521958351135254,0.0008459126528049375,-42.41612243652344,71,30192,0.0007010587141849101,1258.0,30091,-83.33014678955078,72,24,-2.2137877083333333
4.280141830444336,0.0008459126528049375,-39.32766342163086,71,35224,0.0008667261572554708,1258.0,35123,-73.205322265625,142,28,-2.1192966428571425
3.907421827316284,0.0008459126528049375,-47.36511993408203,71,40256,0.0005727224634028971,1258.0,40155,-69.68941497802734,213,32,-2.0385252187500003
2.095357894897461,0.0008459126528049375,58.191925048828125,71,45288,0.0002687716914806515,1258.0,45187,-51.476341247558594,283,36,-1.9736454166666668
3.1894495487213135,0.0008459126528049375,-27.798688888549805,71,50320,0.00028784084133803844,1258.0,50219,-46.539066314697266,4,40,-1.9233039249999997
4.479911804199219,0.0008459126528049375,27.515525817871094,71,55352,0.0003640511422418058,1258.0,55251,-45.90089416503906,74,44,-1.8778174545454542
1.2849483489990234,0.0008459126528049375,73.58267211914062,71,60384,0.00042430113535374403,1258.0,60283,-42.465999603271484,144,48,-1.831101979166667
1.4529311656951904,0.0008459126528049375,44.463294982910156,71,65416,0.0002939925470855087,1258.0,65315,-38.87101364135742,216,52,-1.8099300961538465
0.6918264031410217,0.0008459126528049375,-26.82619857788086,71,70448,0.00021218709298409522,1258.0,70347,-35.36952209472656,287,56,-1.7811567142857143
0.6569808125495911,0.0008459126528049375,-31.597850799560547,67,75480,0.00027498279814608395,1258.0,75379,-33.02711486816406,7,60,-1.7561972333333338
0.5120533108711243,0.0008459126528049375,-79.76998138427734,66,80512,0.0003574592701625079,1258.0,80411,-34.559608459472656,82,64,-1.7518319999999998
2.9166669845581055,0.0008459126528049375,-58.2123908996582,66,85544,0.0005504850996658206,1258.0,85443,-31.93108558654785,158,68,-1.7320152941176468
1.0717096328735352,0.0008459126528049375,-42.87281036376953,66,90576,0.00032007929985411465,1258.0,90475,-32.08639144897461,234,72,-1.7252774027777777
0.248555988073349,0.0008459126528049375,-61.41545867919922,70,95608,0.0003060813760384917,1258.0,95507,-27.546751022338867,294,76,-1.713936697368421
