train/critic_loss,train/learning_rate,train/ent_coef_loss,time/fps,time/total_timesteps,train/ent_coef,rollout/ep_len_mean,train/n_updates,train/actor_loss,time/time_elapsed,time/episodes,rollout/ep_rew_mean
4.512539863586426,0.0008459126528049375,-167.78329467773438,71,5032,0.01702064834535122,1258.0,4931,-119.36442565917969,70,4,-4.678087250000001
4.930222511291504,0.0008459126528049375,-44.319183349609375,70,10064,0.0010750017827376723,1258.0,9963,-121.48973083496094,142,8,-3.568785
2.426176071166992,0.0008459126528049375,1.7984999418258667,70,15096,0.0009877780685201287,1258.0,14995,-110.1449966430664,214,12,-2.8857095833333335
2.5447702407836914,0.0008459126528049375,3.5842607021331787,70,20128,0.000682252284605056,1258.0,20027,-98.76992797851562,286,16,-2.5632355625
3.070000648498535,0.0008459126528049375,-22.28697967529297,69,25160,0.0006826382013969123,1258.0,25059,-97.78959655761719,2,20,-2.3238781
0.9597522020339966,0.0008459126528049375,21.685365676879883,69,30192,0.00032991799525916576,1258.0,30091,-94.21185302734375,74,24,-2.166649083333333
1.528113603591919,0.0008459126528049375,53.14453887939453,69,35224,0.0004062475054524839,1258.0,35123,-93.81805419921875,146,28,-2.05816575
2.2657647132873535,0.0008459126528049375,24.983983993530273,69,40256,0.00039163994370028377,1258.0,40155,-62.548866271972656,218,32,-1.97726684375
1.117154836654663,0.0008459126528049375,63.21729278564453,69,45288,0.00023617401893716305,1258.0,45187,-61.930702209472656,290,36,-1.9112723611111113
1.0431866645812988,0.0008459126528049375,124.52919006347656,69,50320,0.00011044568236684427,1258.0,50219,-54.38014602661133,4,40,-1.8783966499999998
8.834524154663086,0.0008459126528049375,-0.9879549741744995,70,55352,0.0003578203031793237,1258.0,55251,-49.97057342529297,76,44,-1.8263410454545452
0.837507963180542,0.0008459126528049375,-88.5070571899414,70,60384,0.0002988954947795719,1258.0,60283,-49.03406524658203,147,48,-1.7922000208333333
1.231886863708496,0.0008459126528049375,-0.19219692051410675,70,65416,0.0003416679101064801,1258.0,65315,-45.08555603027344,219,52,-1.7743845384615382
0.531667947769165,0.0008459126528049375,-39.57330322265625,70,70448,0.0003617541224230081,1258.0,70347,-45.47550582885742,291,56,-1.7691249464285714
0.5848642587661743,0.0008459126528049375,12.394323348999023,68,75480,0.0002804173273034394,1258.0,75379,-43.41074752807617,7,60,-1.7489989166666666
0.9504281282424927,0.0008459126528049375,1.8923660516738892,66,80512,0.00029231622465886176,1258.0,80411,-38.59648513793945,82,64,-1.7335644062500002
1.9389394521713257,0.0008459126528049375,-2.600646495819092,66,85544,0.00025099245249293745,1258.0,85443,-36.132850646972656,157,68,-1.7197696911764708
2.941127300262451,0.0008459126528049375,-30.32083511352539,66,90576,0.00033503389568068087,1258.0,90475,-31.312040328979492,233,72,-1.7144949305555555
0.7616051435470581,0.0008459126528049375,-73.58413696289062,66,95608,0.00036991003435105085,1258.0,95507,-29.626577377319336,309,76,-1.6998190657894738
