time/fps,time/time_elapsed,time/iterations,time/total_timesteps,train/clip_range,train/clip_fraction,train/std,train/entropy_loss,train/policy_gradient_loss,train/explained_variance,train/n_updates,train/learning_rate,train/approx_kl,train/loss,train/value_loss,rollout/ep_len_mean,rollout/ep_rew_mean
4157,0,1,512,,,,,,,,,,,,,
2316,0,2,1024,0.2,0.2762451171875,1.0002878904342651,-43.99041557312012,-0.03402501129312441,-0.14143502712249756,16,0.0004092704424510632,0.020997232,-0.0382460281252861,0.10456587522639893,,
2038,0,3,1536,0.2,0.2633056640625,0.9992955923080444,-43.98193979263306,-0.02849113568663597,-0.04902958869934082,32,0.0004092704424510632,0.018529572,-0.03616883605718613,0.004441847282578237,1257.0,-2.505675
1941,1,4,2048,0.2,0.254638671875,0.999099612236023,-43.95492208003998,-0.022146819974295795,-0.01241922378540039,48,0.0004092704424510632,0.016870938,-0.031251031905412674,0.011243765795370564,1257.0,-2.505675
1885,1,5,2560,0.2,0.2713623046875,0.999541699886322,-43.96397590637207,-0.028579827077919617,0.008408904075622559,64,0.0004092704424510632,0.016827866,-0.03572668135166168,0.004516411623626482,1257.0,-2.6235565000000003
1848,1,6,3072,0.2,0.2779541015625,0.9988072514533997,-43.96065604686737,-0.02712307687033899,0.0007915496826171875,80,0.0004092704424510632,0.020173786,-0.027892880141735077,0.01167864291346632,1257.0,-2.6235565000000003
1815,1,7,3584,0.2,0.2464599609375,0.9994948506355286,-43.95595967769623,-0.029570666447398253,0.05833667516708374,96,0.0004092704424510632,0.017995032,-0.03604046627879143,0.002109738801664207,1257.0,-2.6235565000000003
1791,2,8,4096,0.2,0.24755859375,0.9989413022994995,-43.95999276638031,-0.026069031009683385,-0.01672649383544922,112,0.0004092704424510632,0.017276578,-0.040417734533548355,0.004033347962831613,1257.0,-2.6025820000000004
1770,2,9,4608,0.2,0.2894287109375,0.9982392191886902,-43.93716204166412,-0.03070294638746418,-0.0029674768447875977,128,0.0004092704424510632,0.020522736,-0.025012817233800888,0.024379775335546583,1257.0,-2.6025820000000004
1757,2,10,5120,0.2,0.2919921875,0.9984582662582397,-43.93085324764252,-0.029945865855552256,-0.009595513343811035,144,0.0004092704424510632,0.0206934,-0.04414580389857292,0.00427157534431899,1257.0,-2.6159155000000003
1748,3,11,5632,0.2,0.2431640625,0.9972120523452759,-43.917665004730225,-0.023524800024461,0.001392662525177002,160,0.0004092704424510632,0.01677055,-0.018141645938158035,0.03661996155278757,1257.0,-2.6159155000000003
1743,3,12,6144,0.2,0.1927490234375,0.9973369836807251,-43.89362847805023,-0.019955731127993204,-0.10338068008422852,176,0.0004092704424510632,0.012173882,-0.024577900767326355,0.003094296629569726,1257.0,-2.6159155000000003
1738,3,13,6656,0.2,0.2928466796875,0.9991332292556763,-43.919015765190125,-0.02862035683938302,0.0038931965827941895,192,0.0004092704424510632,0.020215,-0.04797646403312683,0.0027978454236290418,1257.0,-2.6305568
1733,4,14,7168,0.2,0.2252197265625,0.9979948997497559,-43.94333827495575,-0.025931806536391377,-5.4836273193359375e-05,208,0.0004092704424510632,0.0153173,-0.011873306706547737,0.048813352710567415,1257.0,-2.6305568
1727,4,15,7680,0.2,0.2337646484375,0.9992181658744812,-43.92251658439636,-0.023587395204231143,-0.0036238431930541992,224,0.0004092704424510632,0.018331194,-0.031405359506607056,0.0038654926902381703,1257.0,-2.6343225
1722,4,16,8192,0.2,0.2352294921875,1.0006879568099976,-43.97778272628784,-0.02258242410607636,0.0008586645126342773,240,0.0004092704424510632,0.015169806,-0.008194588124752045,0.05682200100272894,1257.0,-2.6343225
1716,5,17,8704,0.2,0.2344970703125,0.9995560050010681,-43.98821711540222,-0.028097551679820754,-0.007982969284057617,256,0.0004092704424510632,0.017932985,-0.03561647608876228,0.0032104546116897836,1257.0,-2.6343225
1710,5,18,9216,0.2,0.2127685546875,0.9985601305961609,-43.93639886379242,-0.02274645192665048,0.003142416477203369,272,0.0004092704424510632,0.015151449,-0.03034665621817112,0.002580294880317524,1257.0,-2.628255142857143
1707,5,19,9728,0.2,0.3033447265625,0.9976755380630493,-43.916335105895996,-0.027155071176821366,0.001161813735961914,288,0.0004092704424510632,0.0250455,0.005353014916181564,0.07818378182128072,1257.0,-2.628255142857143
1705,6,20,10240,0.2,0.19384765625,0.997917890548706,-43.89990675449371,-0.01965727432980202,-0.02025127410888672,304,0.0004092704424510632,0.012658041,-0.03249061107635498,0.005208039816352539,1257.0,-2.6245547499999997
1705,6,21,10752,0.2,0.2547607421875,0.9981967806816101,-43.91543507575989,-0.029636585211846977,0.0025315284729003906,320,0.0004092704424510632,0.019182697,-0.009972330182790756,0.08107137912884355,1257.0,-2.6245547499999997
1704,6,22,11264,0.2,0.1778564453125,0.9965354204177856,-43.89254450798035,-0.022279580058238935,-0.3472172021865845,336,0.0004092704424510632,0.013263512,-0.039402179419994354,0.0037095744482940063,1257.0,-2.6245547499999997
1703,6,23,11776,0.2,0.1923828125,0.9933661222457886,-43.811976194381714,-0.023975483876711223,0.00375974178314209,352,0.0004092704424510632,0.013884181,-0.040091607719659805,0.0026216458281851374,1257.0,-2.6163765555555556
1700,7,24,12288,0.2,0.25830078125,0.9918568730354309,-43.73588049411774,-0.023080878105247393,0.0014009475708007812,368,0.0004092704424510632,0.02380358,0.005559071898460388,0.08859087992459536,1257.0,-2.6163765555555556
1697,7,25,12800,0.2,0.226806640625,0.9911987781524658,-43.69633460044861,-0.023114589363103732,-0.000926971435546875,384,0.0004092704424510632,0.01643296,-0.03401315212249756,0.0034317374593229033,1257.0,-2.5897043
1694,7,26,13312,0.2,0.2862548828125,0.9916725158691406,-43.69081890583038,-0.029101243562763557,0.001336216926574707,400,0.0004092704424510632,0.025937123,0.01906983181834221,0.10041783191263676,1257.0,-2.5897043
1694,8,27,13824,0.2,0.2479248046875,0.9919031262397766,-43.704004645347595,-0.027090834206319414,-0.04028725624084473,416,0.0004092704424510632,0.021213902,-0.03643982857465744,0.003364832533407025,1257.0,-2.5897043
1693,8,28,14336,0.2,0.1929931640625,0.9909479022026062,-43.69909071922302,-0.023966988184838556,0.025349974632263184,432,0.0004092704424510632,0.013657891,-0.03691224381327629,0.0020123848807998,1257.0,-2.580477
1700,8,29,14848,0.2,0.23828125,0.989600419998169,-43.652928709983826,-0.021068613554234616,0.0021802783012390137,448,0.0004092704424510632,0.02269005,-0.02075509913265705,0.02139311052451376,1257.0,-2.580477
1705,9,30,15360,0.2,0.21826171875,0.9897451996803284,-43.63119029998779,-0.023360687780950684,-0.006684780120849609,464,0.0004092704424510632,0.017776754,-0.02421989105641842,0.004008711293863598,1257.0,-2.58153625
1709,9,31,15872,0.2,0.2689208984375,0.989373505115509,-43.63293766975403,-0.029153777300962247,0.00047850608825683594,480,0.0004092704424510632,0.028614426,0.027455218136310577,0.141047490760684,1257.0,-2.58153625
1707,9,32,16384,0.2,0.19580078125,0.9885022044181824,-43.60940206050873,-0.02114303910639137,0.044520556926727295,496,0.0004092704424510632,0.013535731,-0.027689753100275993,0.003662425842776429,1257.0,-2.5825586153846154
1705,9,33,16896,0.2,0.217041015625,0.989052951335907,-43.59528124332428,-0.023163782296251156,0.0006285309791564941,512,0.0004092704424510632,0.019139966,0.02539515495300293,0.1345233467873186,1257.0,-2.5825586153846154
1703,10,34,17408,0.2,0.220458984375,0.9905908107757568,-43.62765347957611,-0.02481234061997384,-0.006574749946594238,528,0.0004092704424510632,0.017010344,-0.04173387959599495,0.0027505000798555557,1257.0,-2.5825586153846154
1701,10,35,17920,0.2,0.2215576171875,0.9908804297447205,-43.65651762485504,-0.02456644469202729,-0.0009646415710449219,544,0.0004092704424510632,0.019696403,-0.03105342946946621,0.0040813475716277026,1257.0,-2.586592
1699,10,36,18432,0.2,0.2669677734375,0.9905092120170593,-43.652130007743835,-0.030567660345695913,0.0010648369789123535,560,0.0004092704424510632,0.022139292,0.032927632331848145,0.1396057503297925,1257.0,-2.586592
1702,11,37,18944,0.2,0.23388671875,0.9892130494117737,-43.626949429512024,-0.025511968371574767,-0.05722391605377197,576,0.0004092704424510632,0.020132389,-0.041088346391916275,0.004020266125735361,1257.0,-2.5892516
1708,11,38,19456,0.2,0.2398681640625,0.9881210923194885,-43.58163511753082,-0.027850577564095147,0.0004988312721252441,592,0.0004092704424510632,0.017386908,0.023986127227544785,0.1369855934754014,1257.0,-2.5892516
1713,11,39,19968,0.2,0.25146484375,0.9876015782356262,-43.56190240383148,-0.027425501190009527,-0.10951089859008789,608,0.0004092704424510632,0.019735172,-0.048537109047174454,0.002531687954615336,1257.0,-2.5892516
1718,11,40,20480,0.2,0.1964111328125,0.987086832523346,-43.53570771217346,-0.019991143271909095,-1.3232231140136719e-05,624,0.0004092704424510632,0.015837532,-0.020489811897277832,0.0026743570306280162,1257.0,-2.5893328125
1717,12,41,20992,0.2,0.248046875,0.9868171215057373,-43.52927315235138,-0.030843031563563272,0.00025475025177001953,640,0.0004092704424510632,0.024104409,0.03145548701286316,0.14611759828403592,1257.0,-2.5893328125
1715,12,42,21504,0.2,0.267333984375,0.9859720468521118,-43.50679862499237,-0.02813282258284744,0.0003268718719482422,656,0.0004092704424510632,0.01842339,-0.040128521621227264,0.004504924450884573,1257.0,-2.5775192352941176
1714,12,43,22016,0.2,0.301513671875,0.9849416613578796,-43.47768306732178,-0.030651095454231836,0.0007734298706054688,672,0.0004092704424510632,0.024568819,0.028945494443178177,0.14923881948925555,1257.0,-2.5775192352941176
1712,13,44,22528,0.2,0.276123046875,0.9839467406272888,-43.446545481681824,-0.032749067002441734,-0.038820862770080566,688,0.0004092704424510632,0.019683309,-0.044432632625103,0.002386809490417363,1257.0,-2.5775192352941176
1710,13,45,23040,0.2,0.2481689453125,0.9831937551498413,-43.41711866855621,-0.0247251235996373,-0.0003927946090698242,704,0.0004092704424510632,0.01870374,-0.0422554537653923,0.0026579670229693875,1257.0,-2.5750711111111113
1709,13,46,23552,0.2,0.24658203125,0.9835973978042603,-43.408461570739746,-0.027078598606749438,0.00034427642822265625,720,0.0004092704424510632,0.016419828,0.05009965971112251,0.157608364475891,1257.0,-2.5750711111111113
1709,14,47,24064,0.2,0.2308349609375,0.9827965497970581,-43.408605217933655,-0.026759189262520522,-0.004257321357727051,736,0.0004092704424510632,0.017884307,-0.042569488286972046,0.005892850414966233,1257.0,-2.575394578947369
1708,14,48,24576,0.2,0.2298583984375,0.9815483093261719,-43.36944043636322,-0.02480755504075205,0.00019556283950805664,752,0.0004092704424510632,0.02012936,0.03856312483549118,0.162942239549011,1257.0,-2.575394578947369
1708,14,49,25088,0.2,0.2113037109375,0.9809655547142029,-43.33305037021637,-0.026876317017013207,-0.06001937389373779,768,0.0004092704424510632,0.01645781,-0.03280416876077652,0.003673804647405632,1257.0,-2.575394578947369
1717,14,50,25600,0.2,0.2060546875,0.9815333485603333,-43.331756591796875,-0.029342529480345547,0.0015878677368164062,784,0.0004092704424510632,0.014859043,-0.04294930770993233,0.0022641691502940375,1257.0,-2.5744934500000003
1727,15,51,26112,0.2,0.27001953125,0.9820516109466553,-43.35364603996277,-0.02405343779537361,0.000353395938873291,800,0.0004092704424510632,0.017159149,0.04047991707921028,0.16643369430676103,1257.0,-2.5744934500000003
1735,15,52,26624,0.2,0.2266845703125,0.9822635054588318,-43.36477065086365,-0.027047965762903914,0.0009151697158813477,816,0.0004092704424510632,0.016226172,-0.03666021302342415,0.003652344472357072,1257.0,-2.5675414761904767
1742,15,53,27136,0.2,0.2933349609375,0.9810086488723755,-43.35151278972626,-0.030210590455681086,0.0017368197441101074,832,0.0004092704424510632,0.023631906,0.037116583436727524,0.17267812229692936,1257.0,-2.5675414761904767
1749,15,54,27648,0.2,0.21142578125,0.9816671013832092,-43.328768491744995,-0.023166909770225175,-0.48328566551208496,848,0.0004092704424510632,0.014825828,-0.029347913339734077,0.004039786319481209,1257.0,-2.5675414761904767
1754,16,55,28160,0.2,0.2293701171875,0.9821299910545349,-43.360140681266785,-0.02301129375700839,0.0013585090637207031,864,0.0004092704424510632,0.020276472,-0.02904105745255947,0.0019047174791921861,1257.0,-2.5638986818181824
1758,16,56,28672,0.2,0.2628173828125,0.9813356995582581,-43.3475626707077,-0.019741933094337583,0.0004354715347290039,880,0.0004092704424510632,0.02873258,-0.007691856473684311,0.05045812128810212,1257.0,-2.5638986818181824
1762,16,57,29184,0.2,0.240966796875,0.9828149080276489,-43.34641981124878,-0.027084083121735603,-0.0010251998901367188,896,0.0004092704424510632,0.0186144,-0.03458743542432785,0.005595091679424513,1257.0,-2.5666466086956525
1767,16,58,29696,0.2,0.23291015625,0.9807056188583374,-43.35740840435028,-0.02327360661001876,0.002282083034515381,912,0.0004092704424510632,0.020947155,0.05201209709048271,0.19061285816133022,1257.0,-2.5666466086956525
1772,17,59,30208,0.2,0.2274169921875,0.9781910181045532,-43.26510417461395,-0.024985038995509967,-0.5146780014038086,928,0.0004092704424510632,0.01740114,-0.03930194303393364,0.0037320901901694015,1257.0,-2.567105833333333
1776,17,60,30720,0.2,0.220458984375,0.9767435789108276,-43.20024013519287,-0.024516766105080023,0.0001844167709350586,944,0.0004092704424510632,0.01678463,0.0407027006149292,0.19350411463528872,1257.0,-2.567105833333333
