time/fps,time/time_elapsed,time/iterations,time/total_timesteps,train/clip_range,train/clip_fraction,train/std,train/entropy_loss,train/policy_gradient_loss,train/explained_variance,train/n_updates,train/learning_rate,train/approx_kl,train/loss,train/value_loss,rollout/ep_len_mean,rollout/ep_rew_mean
4116,0,1,512,,,,,,,,,,,,,
2366,0,2,1024,0.2,0.241943359375,1.001326322555542,-44.00330030918121,-0.029687406087759882,-0.2681025266647339,16,0.0004092704424510632,0.01639574,-0.04006669297814369,0.10783426566194976,,
2094,0,3,1536,0.2,0.2532958984375,0.9994120597839355,-44.01093769073486,-0.029917672931333072,-0.11968564987182617,32,0.0004092704424510632,0.016747268,-0.043221183121204376,0.003572930145310238,1257.0,-2.705682
1988,1,4,2048,0.2,0.3056640625,0.9973128437995911,-43.932138204574585,-0.026968670077621937,0.010693669319152832,48,0.0004092704424510632,0.018754244,-0.04406426474452019,0.007391264836769551,1257.0,-2.705682
1918,1,5,2560,0.2,0.3037109375,0.9999821782112122,-43.92821514606476,-0.032836580561706796,-0.0022355318069458008,64,0.0004092704424510632,0.021340352,-0.04566669836640358,0.0037770770431961864,1257.0,-2.589403
1873,1,6,3072,0.2,0.283203125,1.000357747077942,-43.99917376041412,-0.0222658199199941,0.01025247573852539,80,0.0004092704424510632,0.01840033,-0.022339243441820145,0.012827428261516616,1257.0,-2.589403
1844,1,7,3584,0.2,0.26318359375,0.9980061650276184,-43.96253418922424,-0.025606887269532308,0.07703262567520142,96,0.0004092704424510632,0.0181152,-0.037272900342941284,0.0018243803897348698,1257.0,-2.589403
1820,2,8,4096,0.2,0.2086181640625,1.0005757808685303,-43.94563281536102,-0.023111792528652586,-0.023415446281433105,112,0.0004092704424510632,0.012865813,-0.03204842656850815,0.00360182453005109,1257.0,-2.618006
1801,2,9,4608,0.2,0.311767578125,1.000564455986023,-44.01282596588135,-0.026256310811731964,8.779764175415039e-05,128,0.0004092704424510632,0.020673726,-0.020914627239108086,0.024961741524748504,1257.0,-2.618006
1789,2,10,5120,0.2,0.2740478515625,0.999675989151001,-43.98508417606354,-0.025563615461578593,0.007249772548675537,144,0.0004092704424510632,0.019341618,-0.023427950218319893,0.004946747518260963,1257.0,-2.62202475
