time/fps,time/time_elapsed,time/iterations,time/total_timesteps,train/clip_range,train/clip_fraction,train/std,train/entropy_loss,train/policy_gradient_loss,train/explained_variance,train/n_updates,train/learning_rate,train/approx_kl,train/loss,train/value_loss,rollout/ep_len_mean,rollout/ep_rew_mean
4275,0,1,512,,,,,,,,,,,,,
2718,0,2,1024,0.2,0.3009033203125,0.9988585710525513,-43.96875464916229,-0.035505455161910504,-0.7866857051849365,16,0.0004092704424510632,0.021566646,-0.04206538200378418,0.08934382745064795,,
2476,0,3,1536,0.2,0.2694091796875,1.0002591609954834,-43.96881687641144,-0.03140570409595966,-0.07661807537078857,32,0.0004092704424510632,0.017681856,-0.04562906175851822,0.004384863503219094,1257.0,-2.600147
2304,0,4,2048,0.2,0.32080078125,0.9989522695541382,-43.98019480705261,-0.03601565938151907,-0.0005420446395874023,48,0.0004092704424510632,0.020611025,-0.04377521947026253,0.008725976615096442,1257.0,-2.600147
2209,1,5,2560,0.2,0.216796875,0.9957185387611389,-43.90313529968262,-0.02472989950911142,0.014492690563201904,64,0.0004092704424510632,0.015515917,-0.026073601096868515,0.004058341932250187,1257.0,-2.704342
2168,1,6,3072,0.2,0.2779541015625,0.9960683584213257,-43.848488450050354,-0.02386556487181224,0.0028830766677856445,80,0.0004092704424510632,0.018645722,-0.02065865695476532,0.010400387487607077,1257.0,-2.704342
2149,1,7,3584,0.2,0.2861328125,0.9967854619026184,-43.87262547016144,-0.03176806608098559,0.06035369634628296,96,0.0004092704424510632,0.02195362,-0.038080960512161255,0.0027050794415117707,1257.0,-2.704342
2152,1,8,4096,0.2,0.31689453125,0.9950988292694092,-43.86243772506714,-0.03440980374580249,-0.031255245208740234,112,0.0004092704424510632,0.023014992,-0.04547123983502388,0.003065124801651109,1257.0,-2.6561920000000003
2140,2,9,4608,0.2,0.324951171875,0.9916763305664062,-43.779871225357056,-0.028673185413936153,-0.0027886629104614258,128,0.0004092704424510632,0.019403877,-0.032483041286468506,0.02159654494607821,1257.0,-2.6561920000000003
2127,2,10,5120,0.2,0.2716064453125,0.9895883798599243,-43.68350100517273,-0.026082529628183693,0.007206559181213379,144,0.0004092704424510632,0.020258991,-0.03042241558432579,0.004152096604229882,1257.0,-2.6387032500000003
2123,2,11,5632,0.2,0.2269287109375,0.9897485375404358,-43.6549186706543,-0.022209140443010256,0.0013661980628967285,160,0.0004092704424510632,0.01808931,-0.010129803791642189,0.03524679387919605,1257.0,-2.6387032500000003
2127,2,12,6144,0.2,0.2899169921875,0.9894126057624817,-43.65312850475311,-0.029055462131509557,0.03359544277191162,176,0.0004092704424510632,0.017733678,-0.03260249271988869,0.0033128301656688564,1257.0,-2.6387032500000003
2115,3,13,6656,0.2,0.283447265625,0.9897332787513733,-43.64956605434418,-0.028057434916263446,-0.012347817420959473,192,0.0004092704424510632,0.020690974,-0.029771937057375908,0.002464334487740416,1257.0,-2.6288448000000004
2093,3,14,7168,0.2,0.234375,0.9902811646461487,-43.66406571865082,-0.0240298583812546,0.0014954805374145508,208,0.0004092704424510632,0.016728897,-0.011801183223724365,0.04477368434891105,1257.0,-2.6288448000000004
2082,3,15,7680,0.2,0.2691650390625,0.9902122616767883,-43.66874170303345,-0.028042029502103105,-0.0051337480545043945,224,0.0004092704424510632,0.02206916,-0.03779417648911476,0.005242848783382215,1257.0,-2.6396530000000005
2077,3,16,8192,0.2,0.2889404296875,0.9901657104492188,-43.67276203632355,-0.02709448274981696,0.000896453857421875,240,0.0004092704424510632,0.026094515,-0.007097959518432617,0.053369647124782205,1257.0,-2.6396530000000005
2076,4,17,8704,0.2,0.2069091796875,0.9890398383140564,-43.654024720191956,-0.025317556312074885,0.01084834337234497,256,0.0004092704424510632,0.01221302,-0.02621709555387497,0.003286750114057213,1257.0,-2.6396530000000005
2070,4,18,9216,0.2,0.270263671875,0.9884811043739319,-43.6241934299469,-0.02865032071713358,-0.00026726722717285156,272,0.0004092704424510632,0.02088811,-0.03341848775744438,0.002569592928921338,1257.0,-2.610387428571429
2062,4,19,9728,0.2,0.2689208984375,0.9871297478675842,-43.59829020500183,-0.026020881807198748,0.002666652202606201,288,0.0004092704424510632,0.020512428,-0.006842581555247307,0.06153908837586641,1257.0,-2.610387428571429
2062,4,20,10240,0.2,0.158935546875,0.9868485331535339,-43.56506538391113,-0.019507120305206627,-0.007362246513366699,304,0.0004092704424510632,0.010897713,-0.024080736562609673,0.003167687391396612,1257.0,-2.6168345
2061,5,21,10752,0.2,0.267578125,0.9856488108634949,-43.5453816652298,-0.028422625589882955,0.0027984976768493652,320,0.0004092704424510632,0.024251701,0.004527628421783447,0.07074539421591908,1257.0,-2.6168345
2061,5,22,11264,0.2,0.239990234375,0.9851580262184143,-43.50958573818207,-0.025086718262173235,-0.08524060249328613,336,0.0004092704424510632,0.01714858,-0.03683526813983917,0.0034594038006616756,1257.0,-2.6168345
2062,5,23,11776,0.2,0.2261962890625,0.984260082244873,-43.498037457466125,-0.025843844676273875,0.00653684139251709,352,0.0004092704424510632,0.016055018,-0.034728750586509705,0.002173269684135448,1257.0,-2.621378222222222
2061,5,24,12288,0.2,0.2711181640625,0.9823684096336365,-43.445847272872925,-0.027622419293038547,0.0036040544509887695,368,0.0004092704424510632,0.032426417,-0.010879617184400558,0.07800599257461727,1257.0,-2.621378222222222
2062,6,25,12800,0.2,0.2294921875,0.9822179079055786,-43.40645122528076,-0.02586997239268385,0.02202218770980835,384,0.0004092704424510632,0.018990938,-0.040602680295705795,0.004036614183860365,1257.0,-2.6224027999999997
2064,6,26,13312,0.2,0.2301025390625,0.9817069172859192,-43.398608684539795,-0.022352647021762095,0.005917966365814209,400,0.0004092704424510632,0.019586638,0.023480620235204697,0.09242096939124167,1257.0,-2.6224027999999997
2063,6,27,13824,0.2,0.190673828125,0.9809720516204834,-43.379098534584045,-0.023761764125083573,-0.11961078643798828,416,0.0004092704424510632,0.01519948,-0.032046396285295486,0.005049365252489224,1257.0,-2.6224027999999997
