time/time_elapsed,time/total_timesteps,time/iterations,time/fps,train/approx_kl,train/std,train/entropy_loss,train/n_updates,train/loss,train/clip_fraction,train/value_loss,train/explained_variance,train/clip_range,train/learning_rate,train/policy_gradient_loss,rollout/ep_rew_mean,rollout/ep_len_mean
0,512,1,4077,,,,,,,,,,,,,
0,1024,2,1925,0.013966824,1.0006242990493774,-44.00208246707916,16,-0.027883388102054596,0.22119140625,0.1475064800652035,-0.20673131942749023,0.2,0.0004092704424510632,-0.02240891994733829,,
0,1536,3,1637,0.017637191,1.001210331916809,-44.0144225358963,32,-0.03299892693758011,0.27978515625,0.0034770136917359196,0.01699918508529663,0.2,0.0004092704424510632,-0.03128405942698009,-2.768796,1258.0
1,2048,4,1516,0.02499545,0.9998268485069275,-44.006502866744995,48,-0.023359019309282303,0.3310546875,0.0285359694971703,0.0023764371871948242,0.2,0.0004092704424510632,-0.028540911414893344,-2.768796,1258.0
1,2560,5,1452,0.015941504,0.9988391399383545,-43.96094059944153,64,-0.03167937695980072,0.2572021484375,0.0035469702488626353,0.01862180233001709,0.2,0.0004092704424510632,-0.0222956926736515,-2.7665955,1258.0
2,3072,6,1412,0.021438485,0.9996740818023682,-43.96087896823883,80,-0.021033454686403275,0.2891845703125,0.035669813689310104,0.0065007805824279785,0.2,0.0004092704424510632,-0.026563604522380047,-2.7665955,1258.0
2,3584,7,1385,0.020362332,0.9986461400985718,-43.96269762516022,96,-0.03439926728606224,0.304931640625,0.0013743366343987873,-0.05638706684112549,0.2,0.0004092704424510632,-0.03132378872396657,-2.7665955,1258.0
2,4096,8,1366,0.021641232,0.9976699352264404,-43.92756390571594,112,-0.03821932524442673,0.265869140625,0.010784190424601547,0.007339000701904297,0.2,0.0004092704424510632,-0.02638311276677996,-2.767071666666667,1258.0
3,4608,9,1352,0.020459708,0.9971340298652649,-43.90348553657532,128,-0.011732634156942368,0.27294921875,0.04299350478686392,0.0027118325233459473,0.2,0.0004092704424510632,-0.02579373968183063,-2.767071666666667,1258.0
3,5120,10,1341,0.012092598,0.996868908405304,-43.88884258270264,144,-0.030996471643447876,0.20947265625,0.004202419069770258,-0.011427521705627441,0.2,0.0004092704424510632,-0.020803488296223804,-2.79011625,1258.0
4,5632,11,1332,0.016155481,0.9963072538375854,-43.87925124168396,160,-0.005889697000384331,0.2725830078125,0.0660515712806955,0.004856526851654053,0.2,0.0004092704424510632,-0.027833755302708596,-2.79011625,1258.0
4,6144,12,1325,0.01446398,0.9957044124603271,-43.86099922657013,176,-0.04845266789197922,0.224609375,0.0024600542819825932,-0.1010446548461914,0.2,0.0004092704424510632,-0.02947788906749338,-2.79011625,1258.0
5,6656,13,1318,0.02138731,0.9956755638122559,-43.845863819122314,192,-0.027075884863734245,0.2537841796875,0.011480714383651502,0.010690867900848389,0.2,0.0004092704424510632,-0.025429983099456877,-2.8025148,1258.0
5,7168,14,1311,0.016406715,0.994319498538971,-43.827242612838745,208,-0.010877884924411774,0.2489013671875,0.06035626702941954,0.011718332767486572,0.2,0.0004092704424510632,-0.02321815420873463,-2.8025148,1258.0
