time/time_elapsed,time/total_timesteps,time/iterations,time/fps,train/approx_kl,train/std,train/entropy_loss,train/n_updates,train/loss,train/clip_fraction,train/value_loss,train/explained_variance,train/clip_range,train/learning_rate,train/policy_gradient_loss,rollout/ep_rew_mean,rollout/ep_len_mean
0,512,1,4040,,,,,,,,,,,,,
0,1024,2,1884,0.018269567,0.9993373155593872,-43.97538411617279,16,-0.04566816985607147,0.2901611328125,0.09057777486668783,-0.3141366243362427,0.2,0.0004092704424510632,-0.037005788733949885,,
0,1536,3,1592,0.017685167,0.9993790984153748,-43.963722348213196,32,-0.019200431182980537,0.2222900390625,0.0035737580110435374,-0.032959818840026855,0.2,0.0004092704424510632,-0.02449253448867239,-2.657861,1258.0
1,2048,4,1450,0.03667749,0.9995096921920776,-43.96861982345581,48,-0.03134661540389061,0.3585205078125,0.009646449747378938,-0.010551095008850098,0.2,0.0004092704424510632,-0.031017706482089125,-2.657861,1258.0
1,2560,5,1393,0.02101613,1.0007725954055786,-43.9856880903244,64,-0.02814972959458828,0.2830810546875,0.0026744498427433427,0.001264333724975586,0.2,0.0004092704424510632,-0.02606057788943872,-2.6417175,1258.0
2,3072,6,1361,0.014558712,1.0004557371139526,-44.01097583770752,80,-0.0414418950676918,0.279296875,0.02205182967009023,0.002170562744140625,0.2,0.0004092704424510632,-0.02812432948849164,-2.6417175,1258.0
2,3584,7,1339,0.016543398,1.0006743669509888,-43.999486446380615,96,-0.05425587669014931,0.261962890625,0.0013655762177222641,0.03283107280731201,0.2,0.0004092704424510632,-0.030357485258718953,-2.6417175,1258.0
3,4096,8,1321,0.01583417,1.000224232673645,-43.99749040603638,112,-0.020509298890829086,0.2459716796875,0.009344335601781495,0.005772233009338379,0.2,0.0004092704424510632,-0.021862352194148116,-2.729795333333333,1258.0
3,4608,9,1304,0.017942443,0.9994502663612366,-43.98276722431183,128,-0.03238559141755104,0.2978515625,0.02200162026565522,0.00494694709777832,0.2,0.0004092704424510632,-0.02774859356577508,-2.729795333333333,1258.0
3,5120,10,1295,0.02107944,1.0001988410949707,-43.97169017791748,144,-0.033345241099596024,0.2847900390625,0.002664704814378638,0.021072447299957275,0.2,0.0004092704424510632,-0.026778399376780726,-2.7069569999999996,1258.0
4,5632,11,1286,0.017865892,0.9989647269248962,-43.97383713722229,160,-0.007801126688718796,0.2269287109375,0.044733526767231524,0.005716443061828613,0.2,0.0004092704424510632,-0.019537224692612654,-2.7069569999999996,1258.0
4,6144,12,1279,0.015443988,0.9976603984832764,-43.9234334230423,176,-0.030171450227499008,0.221923828125,0.0016527564112038817,0.05678105354309082,0.2,0.0004092704424510632,-0.02218588699179236,-2.7069569999999996,1258.0
5,6656,13,1275,0.023510037,0.997863233089447,-43.90829539299011,192,-0.0361853688955307,0.291748046875,0.009488201991189271,0.020135581493377686,0.2,0.0004092704424510632,-0.03033497100113891,-2.7082059999999997,1258.0
5,7168,14,1272,0.020122338,0.997006893157959,-43.902029275894165,208,-0.0089972373098135,0.2442626953125,0.048511851229704916,0.00749439001083374,0.2,0.0004092704424510632,-0.022922578122233972,-2.7082059999999997,1258.0
6,7680,15,1269,0.016025728,0.9966327548027039,-43.878214716911316,224,-0.04224752262234688,0.2510986328125,0.002936772409157129,0.0027097463607788086,0.2,0.0004092704424510632,-0.02825753643992357,-2.7025416666666664,1258.0
6,8192,16,1265,0.018164966,0.9944932460784912,-43.8422589302063,240,0.0066887736320495605,0.258544921875,0.07406100246589631,0.007926523685455322,0.2,0.0004092704424510632,-0.0236716961953789,-2.7025416666666664,1258.0
6,8704,17,1263,0.023067173,0.9913098812103271,-43.759475350379944,256,-0.03838237002491951,0.2642822265625,0.005481936957949074,-0.3451530933380127,0.2,0.0004092704424510632,-0.026834874297492206,-2.7025416666666664,1258.0
7,9216,18,1260,0.022183504,0.9905896782875061,-43.68400061130524,272,-0.0303395576775074,0.2808837890625,0.010499946860363707,0.0022358298301696777,0.2,0.0004092704424510632,-0.028910941873618867,-2.7262525714285712,1258.0
7,9728,19,1258,0.01845821,0.9914861917495728,-43.69537925720215,288,0.007174000144004822,0.25439453125,0.09696425404399633,0.000967860221862793,0.2,0.0004092704424510632,-0.02631831361213699,-2.7262525714285712,1258.0
8,10240,20,1256,0.015414037,0.9931885600090027,-43.7349351644516,304,-0.022030562162399292,0.1751708984375,0.0034655191193451174,-0.09064173698425293,0.2,0.0004092704424510632,-0.0203444684157148,-2.714407,1258.0
8,10752,21,1253,0.030259913,0.9961353540420532,-43.81238901615143,320,0.028140511363744736,0.3028564453125,0.12793263606727123,0.0015063881874084473,0.2,0.0004092704424510632,-0.030426826924667694,-2.714407,1258.0
8,11264,22,1251,0.01600189,0.9964855909347534,-43.86266279220581,336,-0.03398967534303665,0.2275390625,0.0019290470045234542,-0.11756563186645508,0.2,0.0004092704424510632,-0.024817396217258647,-2.714407,1258.0
9,11776,23,1248,0.019865062,0.9959174394607544,-43.85847496986389,352,-0.031243043020367622,0.2686767578125,0.017276679020142183,0.008031308650970459,0.2,0.0004092704424510632,-0.02728039471548982,-2.749940333333333,1258.0
