time/time_elapsed,time/total_timesteps,time/iterations,time/fps,train/approx_kl,train/std,train/entropy_loss,train/n_updates,train/loss,train/clip_fraction,train/value_loss,train/explained_variance,train/clip_range,train/learning_rate,train/policy_gradient_loss,rollout/ep_rew_mean,rollout/ep_len_mean
0,512,1,4102,,,,,,,,,,,,,
0,1024,2,1869,0.015794244,1.0018689632415771,-44.01369488239288,16,-0.05294603854417801,0.249267578125,0.11139409732822969,-0.870881199836731,0.2,0.0004092704424510632,-0.029491218156181276,,
0,1536,3,1582,0.014382591,1.0008493661880493,-44.03622114658356,32,-0.03029930777847767,0.2099609375,0.003029318650078494,0.008583247661590576,0.2,0.0004092704424510632,-0.02275897900108248,-2.676881,1258.0
1,2048,4,1474,0.014375988,1.0004594326019287,-44.00229823589325,48,-0.017746703699231148,0.2877197265625,0.027461425983347,-0.0011322498321533203,0.2,0.0004092704424510632,-0.02822744270088151,-2.676881,1258.0
1,2560,5,1413,0.017262008,1.0015746355056763,-44.01315653324127,64,-0.033100806176662445,0.22705078125,0.003382825670996681,0.01669532060623169,0.2,0.0004092704424510632,-0.025172862951876596,-2.7206735,1258.0
2,3072,6,1372,0.020810815,1.0016684532165527,-44.034984827041626,80,-0.005256105214357376,0.2899169921875,0.044600046589039266,-0.0006567239761352539,0.2,0.0004092704424510632,-0.02849163900827989,-2.7206735,1258.0
2,3584,7,1347,0.0226249,1.0022339820861816,-44.04064619541168,96,-0.032318100333213806,0.308349609375,0.0012035361924063182,0.009903490543365479,0.2,0.0004092704424510632,-0.02927959695807658,-2.7206735,1258.0
3,4096,8,1325,0.027371213,1.0018296241760254,-44.045334696769714,112,-0.039002422243356705,0.30126953125,0.011164622061187401,-2.396106719970703e-05,0.2,0.0004092704424510632,-0.03009709995239973,-2.741113666666667,1258.0
3,4608,9,1312,0.019383475,1.0016300678253174,-44.035001277923584,128,-0.015207324177026749,0.29248046875,0.04768379882443696,0.000619351863861084,0.2,0.0004092704424510632,-0.027814038941869512,-2.741113666666667,1258.0
3,5120,10,1301,0.015153721,0.9992721080780029,-44.00176751613617,144,-0.03403881937265396,0.2567138671875,0.003299123258329928,0.06237494945526123,0.2,0.0004092704424510632,-0.025478174633462913,-2.7616445000000005,1258.0
4,5632,11,1293,0.02882071,0.9976922273635864,-43.93063259124756,160,-0.0023822709918022156,0.3389892578125,0.07181617384776473,0.0009726881980895996,0.2,0.0004092704424510632,-0.030967558326665312,-2.7616445000000005,1258.0
4,6144,12,1285,0.016180076,0.9974138736724854,-43.9004100561142,176,-0.03545643016695976,0.2547607421875,0.0014866534602333559,0.015943408012390137,0.2,0.0004092704424510632,-0.02413430606975453,-2.7616445000000005,1258.0
5,6656,13,1279,0.013612712,0.9982336163520813,-43.90652096271515,192,-0.02883060835301876,0.193603515625,0.010963919587084092,0.0026479363441467285,0.2,0.0004092704424510632,-0.021926847868598998,-2.7770046000000006,1258.0
5,7168,14,1275,0.014032088,0.9996795654296875,-43.94662356376648,208,0.009106678888201714,0.22509765625,0.07736034446861595,0.0018341541290283203,0.2,0.0004092704424510632,-0.022747238544980064,-2.7770046000000006,1258.0
6,7680,15,1271,0.015545955,0.9990623593330383,-43.96236491203308,224,-0.03936230391263962,0.202880859375,0.0027804852834378835,0.07048362493515015,0.2,0.0004092704424510632,-0.025103618820139673,-2.783070666666667,1258.0
6,8192,16,1269,0.0192261,0.9988974928855896,-43.94119477272034,240,0.00652138888835907,0.2344970703125,0.0956471567042172,0.018077433109283447,0.2,0.0004092704424510632,-0.02576401843543863,-2.783070666666667,1258.0
6,8704,17,1265,0.014355322,0.9979017972946167,-43.93014585971832,256,-0.031123315915465355,0.233154296875,0.0043238628131803125,-0.14316928386688232,0.2,0.0004092704424510632,-0.023772752945660613,-2.783070666666667,1258.0
7,9216,18,1262,0.022802342,0.99604731798172,-43.88534414768219,272,-0.037043146789073944,0.2396240234375,0.01199129706947133,0.004545032978057861,0.2,0.0004092704424510632,-0.02356696332572028,-2.7916825714285722,1258.0
7,9728,19,1259,0.020017523,0.9942824840545654,-43.82562494277954,288,0.025132931768894196,0.229736328125,0.11054314044304192,0.0033899545669555664,0.2,0.0004092704424510632,-0.02023091296723578,-2.7916825714285722,1258.0
8,10240,20,1256,0.019191708,0.9931161403656006,-43.779393672943115,304,-0.04199770465493202,0.24560546875,0.0026673936627048533,-0.07536542415618896,0.2,0.0004092704424510632,-0.023676329583395272,-2.76862325,1258.0
8,10752,21,1254,0.0314521,0.9924831986427307,-43.74910891056061,320,0.009534299373626709,0.2996826171875,0.10941271623596549,0.09569782018661499,0.2,0.0004092704424510632,-0.030520336440531537,-2.76862325,1258.0
8,11264,22,1251,0.016119827,0.9916921257972717,-43.72750377655029,336,-0.020903103053569794,0.206787109375,0.0019560197433747817,-0.44920217990875244,0.2,0.0004092704424510632,-0.021887202630750835,-2.76862325,1258.0
9,11776,23,1249,0.021470984,0.9910035729408264,-43.70222783088684,352,-0.024708334356546402,0.2421875,0.012357991727185436,0.08386152982711792,0.2,0.0004092704424510632,-0.024798537750029936,-2.775558666666667,1258.0
9,12288,24,1247,0.021239735,0.989790141582489,-43.67401170730591,368,-0.015288125723600388,0.26806640625,0.10701403301209211,0.22332656383514404,0.2,0.0004092704424510632,-0.025182018289342523,-2.775558666666667,1258.0
10,12800,25,1246,0.01773955,0.9901971220970154,-43.654685854911804,384,-0.030803492292761803,0.25390625,0.004681342667026911,-2.0210888385772705,0.2,0.0004092704424510632,-0.029385726840700954,-2.7591766,1258.0
10,13312,26,1244,0.020165274,0.9894565939903259,-43.65837383270264,400,0.0023245885968208313,0.2344970703125,0.10602658800780773,0.18342214822769165,0.2,0.0004092704424510632,-0.02304091076439363,-2.7591766,1258.0
11,13824,27,1244,0.025497599,0.9895427227020264,-43.638566970825195,416,-0.047955356538295746,0.30224609375,0.003305868918687338,-2.057523727416992,0.2,0.0004092704424510632,-0.03192123273765901,-2.7591766,1258.0
11,14336,28,1243,0.021064328,0.9894005656242371,-43.64058446884155,432,-0.03610729053616524,0.2724609375,0.009689079262898304,0.3126000761985779,0.2,0.0004092704424510632,-0.02855202936916612,-2.7601826363636364,1258.0
11,14848,29,1242,0.02843206,0.9892739057540894,-43.63996505737305,448,-0.013218260370194912,0.2496337890625,0.055140630865935236,0.16690987348556519,0.2,0.0004092704424510632,-0.020000838179839775,-2.7601826363636364,1258.0
12,15360,30,1241,0.016227657,0.9892523884773254,-43.63672232627869,464,-0.042191773653030396,0.1796875,0.007867581356549636,-3.972208023071289,0.2,0.0004092704424510632,-0.018852499015338253,-2.755843666666667,1258.0
12,15872,31,1240,0.038491845,0.9885308146476746,-43.625532269477844,480,-0.0021212734282016754,0.311279296875,0.13573247147724032,0.03194785118103027,0.2,0.0004092704424510632,-0.03325707474141382,-2.755843666666667,1258.0
13,16384,32,1239,0.020524073,0.9880967140197754,-43.602176785469055,496,-0.03387878090143204,0.3026123046875,0.0025060684929485433,0.07507455348968506,0.2,0.0004092704424510632,-0.032813064637593925,-2.758918230769231,1258.0
