time/total_timesteps,time/iterations,time/fps,time/time_elapsed,train/explained_variance,train/std,train/approx_kl,train/clip_fraction,train/clip_range,train/learning_rate,train/policy_gradient_loss,train/loss,train/value_loss,train/entropy_loss,train/n_updates,rollout/ep_rew_mean,rollout/ep_len_mean
512,1,3870,0,,,,,,,,,,,,,
1024,2,2026,0,-0.04028618335723877,1.0014898777008057,0.016019825,0.21533203125,0.2,0.0004092704424510632,-0.02296373699209653,-0.03226220980286598,0.09960973198758438,-44.01398026943207,16,,
1536,3,1824,0,0.010104835033416748,1.0018895864486694,0.021659337,0.3023681640625,0.2,0.0004092704424510632,-0.02768535283394158,-0.048053525388240814,0.002397543426923221,-44.04008996486664,32,-2.34364,1223.0
2048,4,1792,1,-0.003435373306274414,1.0019490718841553,0.02378969,0.327880859375,0.2,0.0004092704424510632,-0.029654514306457713,-0.02569340169429779,0.023575455008540303,-44.044302225112915,48,-2.34364,1223.0
2560,5,1763,1,0.02015066146850586,1.001636028289795,0.018399948,0.2464599609375,0.2,0.0004092704424510632,-0.022753017852664925,-0.03165268898010254,0.0014046654596313601,-44.04415738582611,64,-2.251436,1223.0
3072,6,1748,1,0.0036586523056030273,0.9998520016670227,0.02367814,0.306396484375,0.2,0.0004092704424510632,-0.03183318326045992,-0.03458050638437271,0.01117983169388026,-44.009862303733826,80,-2.251436,1223.0
3584,7,1695,2,0.018283545970916748,0.998206615447998,0.015397327,0.2098388671875,0.2,0.0004092704424510632,-0.02319107617950067,-0.024782007560133934,0.0021962274149700534,-43.95077633857727,96,-2.251436,1223.0
4096,8,1679,2,0.012953221797943115,0.99784255027771,0.020528343,0.297119140625,0.2,0.0004092704424510632,-0.03249093543854542,-0.04409917816519737,0.0020673430044553243,-43.91503548622131,112,-2.206512333333333,1223.0
4608,9,1663,2,0.015111386775970459,0.9974842667579651,0.017122604,0.241943359375,0.2,0.0004092704424510632,-0.030337436735862866,-0.045652277767658234,0.003258849734265823,-43.90696680545807,128,-2.206512333333333,1223.0
5120,10,1654,3,0.013971388339996338,0.9982145428657532,0.019509733,0.26708984375,0.2,0.0004092704424510632,-0.02709810115629807,-0.04115556925535202,0.0014537208444380667,-43.91001057624817,144,-2.1702915,1223.0
5632,11,1645,3,0.02160710096359253,0.9981072545051575,0.014636929,0.22705078125,0.2,0.0004092704424510632,-0.023298043801332824,-0.020906325429677963,0.0025323582340206485,-43.92390048503876,160,-2.1702915,1223.0
6144,12,1641,3,0.0026416778564453125,0.9965084791183472,0.017936094,0.2674560546875,0.2,0.0004092704424510632,-0.0286940100195352,-0.035869013518095016,0.0013129767121426994,-43.89978325366974,176,-2.1767057999999997,1223.0
6656,13,1636,4,-0.0006070137023925781,0.9958954453468323,0.01769583,0.224365234375,0.2,0.0004092704424510632,-0.021818171866470948,-0.014778675511479378,0.004646672423405107,-43.8532794713974,192,-2.1767057999999997,1223.0
7168,14,1630,4,0.01677989959716797,0.9959266185760498,0.013797846,0.2076416015625,0.2,0.0004092704424510632,-0.022120929119409993,-0.02803671360015869,0.0023805479941074736,-43.84921443462372,208,-2.1767057999999997,1223.0
7680,15,1623,4,0.006655693054199219,0.99580979347229,0.021671552,0.2603759765625,0.2,0.0004092704424510632,-0.027155708929058164,-0.04309554770588875,0.002842443675035611,-43.844738483428955,224,-2.19874,1223.0
8192,16,1627,5,-0.0009000301361083984,0.995286226272583,0.016785024,0.245361328125,0.2,0.0004092704424510632,-0.026384177734144032,-0.033596109598875046,0.010860441165277734,-43.839614033699036,240,-2.19874,1223.0
