time/time_elapsed,time/iterations,time/fps,time/total_timesteps,train/policy_gradient_loss,train/std,train/entropy_loss,train/value_loss,train/learning_rate,train/clip_range,train/clip_fraction,train/explained_variance,train/n_updates,train/loss,train/approx_kl,rollout/ep_rew_mean,rollout/ep_len_mean
0,1,3985,512,,,,,,,,,,,,,
0,2,1890,1024,-0.032979359704768285,0.9987515807151794,-43.97129464149475,0.08999615028733388,0.0004092704424510632,0.2,0.271728515625,-0.21181392669677734,16,-0.03546145185828209,0.02035476,,
0,3,1593,1536,-0.03143722322420217,0.9961363077163696,-43.9090678691864,0.005159335290954914,0.0004092704424510632,0.2,0.2618408203125,-0.02873682975769043,32,-0.03776105120778084,0.01922208,-3.125935,1257.0
1,4,1478,2048,-0.02915180879062973,0.9932246208190918,-43.81932806968689,0.07768019801005721,0.0004092704424510632,0.2,0.3072509765625,-0.0003904104232788086,48,0.0013950858265161514,0.024182608,-3.125935,1257.0
1,5,1424,2560,-0.02481675706076203,0.9908048510551453,-43.7354873418808,0.004804300857358612,0.0004092704424510632,0.2,0.218017578125,-0.029538512229919434,64,-0.04479940980672836,0.014064482,-3.0558665,1257.0
2,6,1387,3072,-0.023718486569123343,0.9902172684669495,-43.68348467350006,0.07535718649160117,0.0004092704424510632,0.2,0.27587890625,-2.8371810913085938e-05,80,-0.001973498612642288,0.020058263,-3.0558665,1257.0
2,7,1360,3584,-0.026358953036833555,0.989409327507019,-43.66660797595978,0.002859847307263408,0.0004092704424510632,0.2,0.2760009765625,0.08243066072463989,96,-0.035726048052310944,0.022673272,-3.0558665,1257.0
3,8,1343,4096,-0.02928809892910067,0.9885714054107666,-43.640472292900085,0.005827379405673128,0.0004092704424510632,0.2,0.2777099609375,-0.00011241436004638672,112,-0.046684395521879196,0.018276867,-3.1479733333333333,1257.0
3,9,1330,4608,-0.029318101158423815,0.9870709180831909,-43.60007452964783,0.10340206604450941,0.0004092704424510632,0.2,0.265625,0.0014346837997436523,128,0.00409383699297905,0.020678772,-3.1479733333333333,1257.0
3,10,1318,5120,-0.023320690990658477,0.9879853129386902,-43.578214168548584,0.0057586883049225435,0.0004092704424510632,0.2,0.2462158203125,-0.02223801612854004,144,-0.022046007215976715,0.016860804,-3.125819,1257.0
4,11,1311,5632,-0.029512524750316516,0.9861515164375305,-43.58433127403259,0.11033537820912898,0.0004092704424510632,0.2,0.2890625,0.002270817756652832,160,0.0037104375660419464,0.020368673,-3.125819,1257.0
4,12,1302,6144,-0.025834831860265695,0.9848949909210205,-43.519550919532776,0.004417343108798377,0.0004092704424510632,0.2,0.2740478515625,-0.9832336902618408,176,-0.0305379256606102,0.02252319,-3.125819,1257.0
5,13,1296,6656,-0.035921833652537316,0.9848904609680176,-43.49802529811859,0.003178395090799313,0.0004092704424510632,0.2,0.3367919921875,-0.0007679462432861328,192,-0.04919395595788956,0.02249929,-3.101003,1257.0
5,14,1290,7168,-0.028017104807076976,0.9838116765022278,-43.48876333236694,0.13098652102053165,0.0004092704424510632,0.2,0.2857666015625,0.0011061429977416992,208,0.01873999461531639,0.019142509,-3.101003,1257.0
5,15,1285,7680,-0.02228776563424617,0.9810173511505127,-43.42908811569214,0.004871684293902945,0.0004092704424510632,0.2,0.24072265625,-0.03544259071350098,224,-0.0329468697309494,0.013817603,-3.090726666666667,1257.0
6,16,1280,8192,-0.030586565320845693,0.9813847541809082,-43.37414884567261,0.1353698733728379,0.0004092704424510632,0.2,0.30859375,0.002715587615966797,240,0.029047749936580658,0.027190074,-3.090726666666667,1257.0
6,17,1277,8704,-0.019877234793966636,0.9832436442375183,-43.41851043701172,0.007792693424562458,0.0004092704424510632,0.2,0.1759033203125,-0.7974497079849243,256,-0.03314395621418953,0.012358717,-3.090726666666667,1257.0
7,18,1271,9216,-0.027345793845597655,0.9826642274856567,-43.44689118862152,0.003085221476794686,0.0004092704424510632,0.2,0.26708984375,-0.0008362531661987305,272,-0.040359318256378174,0.01802724,-3.056834857142857,1257.0
7,19,1268,9728,-0.02187264131498523,0.9814754724502563,-43.40682053565979,0.15556490398012102,0.0004092704424510632,0.2,0.243896484375,0.0029392242431640625,288,0.035541050136089325,0.014789218,-3.056834857142857,1257.0
8,20,1266,10240,-0.02266180788865313,0.9832276701927185,-43.40807390213013,0.005300856282701716,0.0004092704424510632,0.2,0.2222900390625,-0.3189016580581665,304,-0.030240271240472794,0.015461562,-3.053214875,1257.0
8,21,1263,10752,-0.03960131257190369,0.9851855635643005,-43.47727346420288,0.12928650341928005,0.0004092704424510632,0.2,0.3375244140625,0.005461394786834717,320,0.0022978484630584717,0.039803267,-3.053214875,1257.0
8,22,1260,11264,-0.025667241017799824,0.9844239950180054,-43.49927508831024,0.0041034309469978325,0.0004092704424510632,0.2,0.2440185546875,-1.6343975067138672,336,-0.027311695739626884,0.016356872,-3.053214875,1257.0
9,23,1258,11776,-0.021746647311374545,0.9861868023872375,-43.49508726596832,0.002030123669101158,0.0004092704424510632,0.2,0.1851806640625,0.01692742109298706,352,-0.03220907598733902,0.013753103,-3.0452354444444447,1257.0
9,24,1256,12288,-0.027148797431436833,0.9870167374610901,-43.552351117134094,0.10772276297211647,0.0004092704424510632,0.2,0.2698974609375,0.005324006080627441,368,0.0070206597447395325,0.02551727,-3.0452354444444447,1257.0
10,25,1255,12800,-0.019761809751798864,0.988846480846405,-43.584179162979126,0.0034439395531080663,0.0004092704424510632,0.2,0.1800537109375,-1.0798280239105225,384,-0.030580244958400726,0.0143899545,-3.0412611000000003,1257.0
10,26,1252,13312,-0.029313677281606942,0.9890292286872864,-43.621296405792236,0.1240008445456624,0.0004092704424510632,0.2,0.2940673828125,0.009777963161468506,400,0.00917082279920578,0.018815022,-3.0412611000000003,1257.0
11,27,1250,13824,-0.02237103298830334,0.9883047342300415,-43.61181592941284,0.01153746759518981,0.0004092704424510632,0.2,0.18212890625,-0.5819143056869507,416,-0.026179416105151176,0.0143904835,-3.0412611000000003,1257.0
11,28,1249,14336,-0.02321882599790115,0.9881603121757507,-43.597978472709656,0.0026372043539595325,0.0004092704424510632,0.2,0.2259521484375,0.1607632040977478,432,-0.03277324512600899,0.016720358,-3.0502324545454544,1257.0
11,29,1247,14848,-0.023543086601421237,0.9875629544258118,-43.5835816860199,0.029299873975105584,0.0004092704424510632,0.2,0.333984375,0.025310039520263672,448,-0.013918215408921242,0.047606,-3.0502324545454544,1257.0
12,30,1246,15360,-0.03245796537521528,0.9866142868995667,-43.56214249134064,0.005213433149037883,0.0004092704424510632,0.2,0.2786865234375,-0.37990105152130127,464,-0.0404718853533268,0.020218914,-3.0484888333333333,1257.0
12,31,1245,15872,-0.03309200417425018,0.9854103326797485,-43.534196972846985,0.15952579048462212,0.0004092704424510632,0.2,0.326904296875,0.010806858539581299,480,0.00501677393913269,0.029729461,-3.0484888333333333,1257.0
13,32,1244,16384,-0.028186720883240923,0.9861515760421753,-43.51317024230957,0.00853595373337157,0.0004092704424510632,0.2,0.2318115234375,-0.8367105722427368,496,-0.04375411942601204,0.01746248,-3.050071384615385,1257.0
13,33,1242,16896,-0.02740017615724355,0.984690248966217,-43.51685440540314,0.11863888939842582,0.0004092704424510632,0.2,0.2464599609375,0.14529287815093994,512,-0.0035306811332702637,0.019298134,-3.050071384615385,1257.0
14,34,1241,17408,-0.02968078400590457,0.9855067729949951,-43.48880457878113,0.004025472433568211,0.0004092704424510632,0.2,0.2347412109375,-0.8530716896057129,528,-0.03606712073087692,0.015485911,-3.050071384615385,1257.0
14,35,1241,17920,-0.03041594848036766,0.9850414395332336,-43.509297609329224,0.0046951006224844605,0.0004092704424510632,0.2,0.2464599609375,-0.10675370693206787,544,-0.03515525534749031,0.017606534,-3.0461754285714284,1257.0
14,36,1240,18432,-0.024436561470793094,0.9842935800552368,-43.48546040058136,0.11600051424466074,0.0004092704424510632,0.2,0.2486572265625,0.04107975959777832,560,0.01425938494503498,0.017550796,-3.0461754285714284,1257.0
15,37,1239,18944,-0.025842458388069645,0.9836694598197937,-43.462764620780945,0.007667198158742394,0.0004092704424510632,0.2,0.2261962890625,-3.7319884300231934,576,-0.02314511314034462,0.017570645,-3.029072466666667,1257.0
15,38,1239,19456,-0.019434951653238386,0.9827160239219666,-43.43582344055176,0.11672074638772756,0.0004092704424510632,0.2,0.242919921875,0.019283592700958252,592,0.013092681765556335,0.019665558,-3.029072466666667,1257.0
16,39,1238,19968,-0.023257295149960555,0.981950581073761,-43.40958595275879,0.010941376545815729,0.0004092704424510632,0.2,0.23583984375,-0.4693565368652344,608,-0.0327877476811409,0.019788869,-3.029072466666667,1257.0
16,40,1238,20480,-0.025172992012812756,0.9811884164810181,-43.383684039115906,0.003614458692027256,0.0004092704424510632,0.2,0.2574462890625,-0.3622027635574341,624,-0.02438342198729515,0.02092936,-3.0326453124999997,1257.0
16,41,1238,20992,-0.02162175548437517,0.9807866215705872,-43.36423110961914,0.11148648348171264,0.0004092704424510632,0.2,0.1878662109375,0.06248694658279419,640,0.000549687072634697,0.019200312,-3.0326453124999997,1257.0
17,42,1238,21504,-0.02823007496772334,0.9803169965744019,-43.352731347084045,0.0074079701662412845,0.0004092704424510632,0.2,0.2486572265625,-3.6279964447021484,656,-0.037588801234960556,0.020538887,-3.034422470588235,1257.0
17,43,1238,22016,-0.027583586546825245,0.9801366925239563,-43.34187591075897,0.15210876241326332,0.0004092704424510632,0.2,0.2615966796875,0.02436131238937378,672,0.012391936033964157,0.02911384,-3.034422470588235,1257.0
18,44,1238,22528,-0.027875115352799185,0.9808826446533203,-43.34379482269287,0.007648752987734042,0.0004092704424510632,0.2,0.2744140625,-0.3361489772796631,688,-0.030594980344176292,0.023403957,-3.034422470588235,1257.0
18,45,1238,23040,-0.024907383711251896,0.9813440442085266,-43.366371870040894,0.0035890525687136687,0.0004092704424510632,0.2,0.2313232421875,-0.2619187831878662,704,-0.044463999569416046,0.020197488,-3.0297083333333332,1257.0
19,46,1237,23552,-0.029210076318122447,0.9811632633209229,-43.36986291408539,0.11863458808511496,0.0004092704424510632,0.2,0.233154296875,0.10502678155899048,720,0.0009127520024776459,0.024003047,-3.0297083333333332,1257.0
19,47,1237,24064,-0.02324520837282762,0.9811131954193115,-43.36299026012421,0.013838509199558757,0.0004092704424510632,0.2,0.1826171875,-4.9394402503967285,736,-0.027810385450720787,0.012944336,-3.0243723157894733,1257.0
19,48,1237,24576,-0.025574888597475365,0.9788705110549927,-43.32692050933838,0.0955644230125472,0.0004092704424510632,0.2,0.2947998046875,0.04504114389419556,752,-0.013464534655213356,0.023142666,-3.0243723157894733,1257.0
20,49,1237,25088,-0.024801772393402644,0.9794300198554993,-43.28893435001373,0.005705022253096104,0.0004092704424510632,0.2,0.225341796875,-3.0190157890319824,768,-0.0410013385117054,0.019024078,-3.0243723157894733,1257.0
