time/time_elapsed,time/iterations,time/fps,time/total_timesteps,train/policy_gradient_loss,train/std,train/entropy_loss,train/value_loss,train/learning_rate,train/clip_range,train/clip_fraction,train/explained_variance,train/n_updates,train/loss,train/approx_kl,rollout/ep_rew_mean,rollout/ep_len_mean
0,1,3970,512,,,,,,,,,,,,,
0,2,1857,1024,-0.029044916154816747,0.9996131658554077,-43.985827565193176,0.1808936010056641,0.0004092704424510632,0.2,0.2734375,-0.20978522300720215,16,-0.035665594041347504,0.021234963,,
0,3,1589,1536,-0.0343193089865963,0.9979493021965027,-43.95173501968384,0.0060386778495740145,0.0004092704424510632,0.2,0.32421875,-0.025925278663635254,32,-0.042395636439323425,0.02173987,-3.094353,1257.0
1,4,1472,2048,-0.022857073898194358,0.9990419149398804,-43.93030881881714,0.027930325421039015,0.0004092704424510632,0.2,0.218994140625,0.012980520725250244,48,-0.026471450924873352,0.01483833,-3.094353,1257.0
1,5,1410,2560,-0.025798591654165648,0.9994652271270752,-43.96533393859863,0.005487102011102252,0.0004092704424510632,0.2,0.2379150390625,0.02360469102859497,64,-0.02981874905526638,0.015838666,-3.0249005,1257.0
2,6,1374,3072,-0.024937166774179786,0.999774694442749,-43.972862005233765,0.008443707265541889,0.0004092704424510632,0.2,0.2735595703125,0.03040236234664917,80,-0.035227544605731964,0.020338744,-3.0249005,1257.0
2,7,1348,3584,-0.02051351554109715,1.0007474422454834,-43.99233639240265,0.0027449906629044563,0.0004092704424510632,0.2,0.2265625,0.049819767475128174,96,-0.03647918999195099,0.016267272,-3.0249005,1257.0
3,8,1331,4096,-0.02736527254455723,1.0007498264312744,-44.00945031642914,0.0040060878891381435,0.0004092704424510632,0.2,0.2589111328125,-0.005666136741638184,112,-0.03798072785139084,0.016855381,-3.068909666666667,1257.0
3,9,1319,4608,-0.0244877400691621,1.0001835823059082,-43.99879026412964,0.011257501115323976,0.0004092704424510632,0.2,0.2891845703125,0.008411586284637451,128,-0.03356735408306122,0.024379719,-3.068909666666667,1257.0
3,10,1306,5120,-0.024789948380202986,1.0012285709381104,-43.99848461151123,0.005574893424636684,0.0004092704424510632,0.2,0.2266845703125,0.002902388572692871,144,-0.037067998200654984,0.013461236,-3.0644677500000004,1257.0
4,11,1299,5632,-0.029159553290810436,1.0034270286560059,-44.047221541404724,0.006345920555759221,0.0004092704424510632,0.2,0.323486328125,0.012908995151519775,160,-0.04050026834011078,0.028914459,-3.0644677500000004,1257.0
4,12,1292,6144,-0.026512616605032235,1.002762794494629,-44.08367908000946,0.0028492046221799683,0.0004092704424510632,0.2,0.2542724609375,0.007858872413635254,176,-0.03648262843489647,0.016753128,-3.0644677500000004,1257.0
5,13,1285,6656,-0.0324233425053535,1.0016530752182007,-44.046107053756714,0.003687539625389036,0.0004092704424510632,0.2,0.3013916015625,-3.361701965332031e-05,192,-0.04639594629406929,0.02285122,-3.0354522000000004,1257.0
5,14,1279,7168,-0.029687928094062954,1.001361608505249,-44.020208954811096,0.017805874231271446,0.0004092704424510632,0.2,0.3265380859375,-0.0008168220520019531,208,-0.03614318370819092,0.04011455,-3.0354522000000004,1257.0
6,15,1276,7680,-0.02383919365820475,0.9986352324485779,-43.98216152191162,0.006246546603506431,0.0004092704424510632,0.2,0.219970703125,-0.002950310707092285,224,-0.03563377633690834,0.017027248,-3.0222460000000004,1257.0
6,16,1273,8192,-0.02657330615329556,0.9957635402679443,-43.88597917556763,0.024750700453296304,0.0004092704424510632,0.2,0.25244140625,-0.0016834735870361328,240,-0.026662688702344894,0.020498663,-3.0222460000000004,1257.0
6,17,1270,8704,-0.02769578029983677,0.9942641854286194,-43.81485044956207,0.0038019424318918027,0.0004092704424510632,0.2,0.2574462890625,-0.007349252700805664,256,-0.03417837992310524,0.018407315,-3.0222460000000004,1257.0
7,18,1267,9216,-0.02080009301425889,0.9951052665710449,-43.795019030570984,0.0027167338448634837,0.0004092704424510632,0.2,0.2025146484375,0.0069716572761535645,272,-0.024480555206537247,0.0151484385,-3.029505142857143,1257.0
7,19,1265,9728,-0.03038067981833592,0.9948303699493408,-43.811423897743225,0.03811654116725549,0.0004092704424510632,0.2,0.311279296875,-0.0007879734039306641,288,-0.02777913585305214,0.030041685,-3.029505142857143,1257.0
8,20,1264,10240,-0.024491323114489205,0.9951568841934204,-43.8080028295517,0.004728707710455637,0.0004092704424510632,0.2,0.2391357421875,-0.021589279174804688,304,-0.022261545062065125,0.01704194,-3.0293075000000003,1257.0
8,21,1262,10752,-0.029842906835256144,0.9943572282791138,-43.805490612983704,0.05368549807462841,0.0004092704424510632,0.2,0.3074951171875,-0.0010919570922851562,320,-0.02620328590273857,0.02303093,-3.0293075000000003,1257.0
8,22,1259,11264,-0.023748576233629137,0.9944432973861694,-43.786017656326294,0.00420364298770437,0.0004092704424510632,0.2,0.2127685546875,-0.11297011375427246,336,-0.026860546320676804,0.01791654,-3.0293075000000003,1257.0
9,23,1258,11776,-0.016381245775846764,0.9948370456695557,-43.79470932483673,0.0027260570095677394,0.0004092704424510632,0.2,0.14697265625,-0.0025010108947753906,352,-0.025684714317321777,0.013765393,-3.0489163333333336,1257.0
9,24,1257,12288,-0.03103115822887048,0.9949348568916321,-43.803322434425354,0.06541583233047277,0.0004092704424510632,0.2,0.2999267578125,0.0046620965003967285,368,-0.00791458785533905,0.038587794,-3.0489163333333336,1257.0
10,25,1255,12800,-0.029033191123744473,0.9945901036262512,-43.795859575271606,0.005754165344114881,0.0004092704424510632,0.2,0.2864990234375,-0.023891329765319824,384,-0.04602508991956711,0.018785298,-3.0461840000000002,1257.0
10,26,1253,13312,-0.020884727535303682,0.9946512579917908,-43.79373216629028,0.08875585929490626,0.0004092704424510632,0.2,0.2330322265625,0.0028932690620422363,400,0.015382194891571999,0.016001085,-3.0461840000000002,1257.0
11,27,1251,13824,-0.030615669558756053,0.9934796690940857,-43.778812885284424,0.005319067968230229,0.0004092704424510632,0.2,0.2784423828125,-0.3283573389053345,416,-0.03607163205742836,0.021532744,-3.0461840000000002,1257.0
11,28,1250,14336,-0.029299328685738146,0.9906541705131531,-43.71462333202362,0.0024303955524374032,0.0004092704424510632,0.2,0.2364501953125,0.0021825432777404785,432,-0.035169295966625214,0.017446805,-3.07959,1257.0
11,29,1249,14848,-0.02265127096325159,0.9906589984893799,-43.66429018974304,0.025613658188376576,0.0004092704424510632,0.2,0.32470703125,0.0009591579437255859,448,-0.02019968256354332,0.03987612,-3.07959,1257.0
12,30,1249,15360,-0.02464779322326649,0.9920881986618042,-43.69220244884491,0.004609087169228587,0.0004092704424510632,0.2,0.2381591796875,0.002807796001434326,464,-0.0358007438480854,0.013679891,-3.0723528333333334,1257.0
12,31,1248,15872,-0.030947459919843823,0.9918474555015564,-43.71931743621826,0.126827486557886,0.0004092704424510632,0.2,0.278076171875,0.0014721155166625977,480,0.01364600658416748,0.02054236,-3.0723528333333334,1257.0
13,32,1247,16384,-0.018310437561012805,0.9914222359657288,-43.70144557952881,0.003643539486802183,0.0004092704424510632,0.2,0.1650390625,-0.2880251407623291,496,-0.014320860616862774,0.011443689,-3.0601869230769227,1257.0
13,33,1246,16896,-0.025129579138592817,0.9909999370574951,-43.69045615196228,0.10221379715949297,0.0004092704424510632,0.2,0.248779296875,0.003988802433013916,512,0.009346764534711838,0.01539026,-3.0601869230769227,1257.0
