time/iterations,time/total_timesteps,time/time_elapsed,time/fps,train/value_loss,train/approx_kl,train/clip_fraction,train/entropy_loss,train/learning_rate,train/explained_variance,train/clip_range,train/policy_gradient_loss,train/loss,train/n_updates,train/std,rollout/ep_rew_mean,rollout/ep_len_mean
1,512,0,4142,,,,,,,,,,,,,
2,1024,0,2506,0.10338163181586424,0.021371827,0.279296875,-44.000993967056274,0.0004092704424510632,-1.0116043090820312,0.2,-0.03130748734110966,-0.044919148087501526,16,1.0006836652755737,,
3,1536,0,2236,0.002569509782915702,0.021056768,0.302978515625,-43.98554170131683,0.0004092704424510632,0.15158134698867798,0.2,-0.03559437180956593,-0.04012173414230347,32,0.9987224340438843,-2.542545,1258.0
4,2048,0,2088,0.010437036748044193,0.012470869,0.20751953125,-43.896244287490845,0.0004092704424510632,-0.01948106288909912,0.2,-0.023255567662999965,-0.03080175817012787,48,0.995492696762085,-2.542545,1258.0
5,2560,1,2018,0.0030407828962779604,0.022413183,0.3017578125,-43.85482144355774,0.0004092704424510632,0.23401176929473877,0.2,-0.03165572373836767,-0.044092632830142975,64,0.9970160126686096,-2.543838,1258.0
6,3072,1,1969,0.01602231219294481,0.021461844,0.281005859375,-43.901049971580505,0.0004092704424510632,0.0077509284019470215,0.2,-0.02451802307041362,-0.02023138850927353,80,0.9974814653396606,-2.543838,1258.0
7,3584,1,1931,0.0029048943833913654,0.017130062,0.254638671875,-43.9244818687439,0.0004092704424510632,0.054031193256378174,0.2,-0.025820573733653873,-0.03886165842413902,96,0.9990798830986023,-2.543838,1258.0
8,4096,2,1905,0.0028995173233852256,0.016245771,0.243896484375,-43.94022452831268,0.0004092704424510632,0.10449492931365967,0.2,-0.026579080935334787,-0.04722156375646591,112,0.9975870847702026,-2.527495,1258.0
9,4608,2,1890,0.025691796152386814,0.021302946,0.291015625,-43.89465856552124,0.0004092704424510632,0.013394713401794434,0.2,-0.028666818150668405,-0.03856005519628525,128,0.9970890283584595,-2.527495,1258.0
10,5120,2,1874,0.0029939049236418214,0.013730086,0.267578125,-43.883209586143494,0.0004092704424510632,0.4056975245475769,0.2,-0.02786581130931154,-0.037194110453128815,144,0.9963626265525818,-2.55274075,1258.0
11,5632,3,1860,0.0327276277821511,0.017704308,0.2547607421875,-43.84187734127045,0.0004092704424510632,0.030762016773223877,0.2,-0.024786469570244662,-0.02539909817278385,160,0.99454265832901,-2.55274075,1258.0
12,6144,3,1851,0.0032403167424490675,0.017143667,0.223876953125,-43.78851306438446,0.0004092704424510632,0.7488116025924683,0.2,-0.025708708446472883,-0.03920813649892807,176,0.9931683540344238,-2.55274075,1258.0
13,6656,3,1848,0.0022648808553640265,0.016907865,0.224609375,-43.73665642738342,0.0004092704424510632,0.3690359592437744,0.2,-0.02604166419041576,-0.03941484913229942,192,0.9911400675773621,-2.5128943999999995,1258.0
14,7168,3,1842,0.04338201927021146,0.019016989,0.2569580078125,-43.68142032623291,0.0004092704424510632,0.07120364904403687,0.2,-0.025814784145040903,-0.02041107788681984,208,0.9899429082870483,-2.5128943999999995,1258.0
