time/iterations,time/total_timesteps,time/time_elapsed,time/fps,train/value_loss,train/approx_kl,train/clip_fraction,train/entropy_loss,train/learning_rate,train/explained_variance,train/clip_range,train/policy_gradient_loss,train/loss,train/n_updates,train/std,rollout/ep_rew_mean,rollout/ep_len_mean
11,5632,3,1781,0.02674513397505507,0.018260252,0.264892578125,-43.686147570610046,0.0004092704424510632,0.18069756031036377,0.2,-0.02665177784365369,-0.02531975321471691,160,0.9897205233573914,-2.4597,1258.0
12,6144,3,1774,0.003833143044175813,0.017373355,0.2252197265625,-43.65746796131134,0.0004092704424510632,0.6346441507339478,0.2,-0.023050658630381804,-0.023047475144267082,176,0.9900458455085754,-2.4597,1258.0
13,6656,3,1760,0.002391095222264994,0.019712802,0.2412109375,-43.683395981788635,0.0004092704424510632,0.4186258316040039,0.2,-0.028518489794805646,-0.04091450199484825,192,0.9910100102424622,-2.4512076,1258.0
14,7168,4,1753,0.02925258275354281,0.02753378,0.3040771484375,-43.69069790840149,0.0004092704424510632,0.15120500326156616,0.2,-0.030624126986367628,-0.02741771936416626,208,0.9902284145355225,-2.4512076,1258.0
15,7680,4,1746,0.0030400839932553936,0.020269869,0.2593994140625,-43.67124855518341,0.0004092704424510632,0.4206741452217102,0.2,-0.027768944564741105,-0.04221929982304573,224,0.9903273582458496,-2.4439765,1258.0
16,8192,4,1740,0.03562825045082718,0.01626398,0.226318359375,-43.69883358478546,0.0004092704424510632,0.19728457927703857,0.2,-0.02422161960566882,-0.022898878902196884,240,0.9922267198562622,-2.4439765,1258.0
17,8704,5,1735,0.0056265549137606286,0.016778868,0.2369384765625,-43.732529163360596,0.0004092704424510632,0.5824471712112427,0.2,-0.023504713753936812,-0.02427963726222515,256,0.9918172955513,-2.4439765,1258.0
18,9216,5,1729,0.004171804088400677,0.01383776,0.2291259765625,-43.71560847759247,0.0004092704424510632,0.2936098575592041,0.2,-0.02193237493338529,-0.03346652537584305,272,0.9919881224632263,-2.4411187142857145,1258.0
19,9728,5,1724,0.04320360528072342,0.022819605,0.266845703125,-43.714519023895264,0.0004092704424510632,0.12438046932220459,0.2,-0.023719369506579824,-0.011532731354236603,288,0.9914824366569519,-2.4411187142857145,1258.0
20,10240,5,1719,0.011235321857384406,0.015208583,0.2108154296875,-43.69914138317108,0.0004092704424510632,0.09080970287322998,0.2,-0.023399868310661986,-0.029368331655859947,304,0.9907098412513733,-2.4220975000000005,1258.0
21,10752,6,1715,0.04408024705480784,0.025772743,0.2857666015625,-43.67586159706116,0.0004092704424510632,0.3198009133338928,0.2,-0.0320750443788711,-0.037968575954437256,320,0.9905668497085571,-2.4220975000000005,1258.0
22,11264,6,1710,0.007190630902186967,0.015541037,0.2369384765625,-43.6360924243927,0.0004092704424510632,0.5444306135177612,0.2,-0.026127522680326365,-0.03437383845448494,336,0.9878619313240051,-2.4220975000000005,1258.0
23,11776,6,1706,0.003652620162029052,0.01838136,0.23583984375,-43.553226828575134,0.0004092704424510632,0.4169476628303528,0.2,-0.025156657371553592,-0.03939418867230415,352,0.9858323931694031,-2.4231652222222224,1258.0
24,12288,7,1703,0.04121340421261266,0.022738606,0.2430419921875,-43.48199784755707,0.0004092704424510632,0.13043558597564697,0.2,-0.022760771680623293,-0.01985875517129898,368,0.9834259748458862,-2.4231652222222224,1258.0
25,12800,7,1701,0.006881799810798839,0.020689648,0.25732421875,-43.443928837776184,0.0004092704424510632,-0.4283252954483032,0.2,-0.02940574090462178,-0.04918656870722771,384,0.9838144183158875,-2.4172987000000004,1258.0
26,13312,7,1698,0.0462852842756547,0.021621171,0.242431640625,-43.46302950382233,0.0004092704424510632,0.30790603160858154,0.2,-0.02450291541754268,-0.016206413507461548,400,0.9840808510780334,-2.4172987000000004,1258.0
27,13824,8,1697,0.009903154685162008,0.019265601,0.25732421875,-43.47236883640289,0.0004092704424510632,0.35563087463378906,0.2,-0.027133866504300386,-0.022590672597289085,416,0.9846211075782776,-2.4172987000000004,1258.0
28,14336,8,1695,0.006980571153690107,0.015027396,0.2537841796875,-43.50512957572937,0.0004092704424510632,0.5310152769088745,0.2,-0.029011816572165117,-0.044392816722393036,432,0.9863331317901611,-2.4421175454545456,1258.0
29,14848,8,1693,0.031138381804339588,0.04345479,0.3502197265625,-43.54599595069885,0.0004092704424510632,0.21567147970199585,0.2,-0.02694617687666323,-0.019711915403604507,448,0.9867512583732605,-2.4421175454545456,1258.0
30,15360,9,1693,0.010990775423124433,0.015446102,0.1982421875,-43.539403438568115,0.0004092704424510632,-0.5101943016052246,0.2,-0.018587728613056242,-0.01816355064511299,464,0.9860234260559082,-2.453381666666667,1258.0
31,15872,9,1693,0.06514106376562268,0.018241528,0.250244140625,-43.51116394996643,0.0004092704424510632,0.19811028242111206,0.2,-0.025887351657729596,-0.01631796546280384,480,0.9849368929862976,-2.453381666666667,1258.0
32,16384,9,1693,0.014721679239301011,0.021363549,0.2869873046875,-43.49242675304413,0.0004092704424510632,0.2887079119682312,0.2,-0.030423956835875288,-0.042636752128601074,496,0.9852284789085388,-2.4468886923076925,1258.0
33,16896,9,1693,0.08016451867297292,0.023189086,0.2515869140625,-43.52318024635315,0.0004092704424510632,0.3383423686027527,0.2,-0.025022089292178862,0.0019880011677742004,512,0.9869190454483032,-2.4468886923076925,1258.0
34,17408,10,1693,0.03278153046267107,0.017319102,0.2315673828125,-43.542445063591,0.0004092704424510632,-0.34222412109375,0.2,-0.025322244779090397,-0.02833135984838009,528,0.9857640266418457,-2.4468886923076925,1258.0
35,17920,10,1692,0.0029824966186424717,0.018609941,0.2252197265625,-43.50667488574982,0.0004092704424510632,0.43943142890930176,0.2,-0.021369330715970136,-0.027385028079152107,544,0.9851815104484558,-2.4542268571428574,1258.0
36,18432,10,1692,0.09885266236960888,0.02599337,0.2691650390625,-43.48860681056976,0.0004092704424510632,0.13620495796203613,0.2,-0.03090442204120336,0.01144484430551529,560,0.9846752285957336,-2.4542268571428574,1258.0
37,18944,11,1688,0.028751059086062014,0.015898695,0.2138671875,-43.47658574581146,0.0004092704424510632,-0.07382631301879883,0.2,-0.024224042615969665,-0.02540390007197857,576,0.9841983318328857,-2.4463025333333337,1258.0
38,19456,11,1692,0.06551765301264822,0.02880194,0.2615966796875,-43.442142367362976,0.0004092704424510632,0.3967667818069458,0.2,-0.03046757534320932,-0.010305874049663544,592,0.9826391935348511,-2.4463025333333337,1258.0
39,19968,11,1697,0.02867937012342736,0.028254934,0.2559814453125,-43.41704559326172,0.0004092704424510632,0.0869218111038208,0.2,-0.02686837944202125,-0.020385555922985077,608,0.983020544052124,-2.4463025333333337,1258.0
40,20480,12,1700,0.004902296161162667,0.013672888,0.195556640625,-43.44476568698883,0.0004092704424510632,0.19321930408477783,0.2,-0.023541003261925653,-0.038199037313461304,624,0.9840450286865234,-2.4372140625,1258.0
41,20992,12,1703,0.07273524708580226,0.021687359,0.243408203125,-43.46313297748566,0.0004092704424510632,0.2814916968345642,0.2,-0.026859897203394212,-0.016590707004070282,640,0.9837487936019897,-2.4372140625,1258.0
42,21504,12,1705,0.028723319701384753,0.01979616,0.2496337890625,-43.46149981021881,0.0004092704424510632,-0.15697598457336426,0.2,-0.026879372970142867,-0.03283478319644928,656,0.9842194318771362,-2.431909470588235,1258.0
43,22016,12,1706,0.06902066408656538,0.026408467,0.2520751953125,-43.46269142627716,0.0004092704424510632,0.4196048974990845,0.2,-0.025056247613974847,-0.01535114273428917,672,0.9837606549263,-2.431909470588235,1258.0
44,22528,13,1709,0.02738608099753037,0.022003477,0.239501953125,-43.44819438457489,0.0004092704424510632,0.3392869234085083,0.2,-0.025323569992906414,-0.026702575385570526,688,0.9833058714866638,-2.431909470588235,1258.0
45,23040,13,1711,0.008366605863557197,0.014418641,0.189208984375,-43.44021964073181,0.0004092704424510632,-0.34257709980010986,0.2,-0.021619305756757967,-0.029037119820713997,704,0.9833510518074036,-2.4349160555555556,1258.0
46,23552,13,1714,0.07427716313395649,0.021281946,0.23291015625,-43.43543231487274,0.0004092704424510632,0.27399975061416626,0.2,-0.025800962699577212,-0.014040840789675713,720,0.9830027222633362,-2.4349160555555556,1258.0
47,24064,14,1716,0.02015353471506387,0.02940766,0.2774658203125,-43.40222525596619,0.0004092704424510632,-0.4406616687774658,0.2,-0.03215485154214548,-0.04047003015875816,736,0.9809895157814026,-2.4367123157894737,1258.0
48,24576,14,1719,0.07210503367241472,0.030283254,0.27099609375,-43.34990453720093,0.0004092704424510632,0.426554799079895,0.2,-0.02884736459236592,-0.008556656539440155,752,0.9806603789329529,-2.4367123157894737,1258.0
49,25088,14,1721,0.020016109745483845,0.01776627,0.204833984375,-43.32960033416748,0.0004092704424510632,0.5387547016143799,0.2,-0.020399529341375455,-0.02766939252614975,768,0.9792972207069397,-2.4367123157894737,1258.0
50,25600,14,1722,0.008407832501688972,0.018778779,0.2259521484375,-43.30654573440552,0.0004092704424510632,-0.23621928691864014,0.2,-0.026039990974823013,-0.04766694828867912,784,0.9797267913818359,-2.4429006,1258.0
51,26112,15,1724,0.04491314885672182,0.021085432,0.1873779296875,-43.3239403963089,0.0004092704424510632,0.3069036602973938,0.2,-0.022323522105580196,-0.01919717714190483,800,0.9796778559684753,-2.4429006,1258.0
52,26624,15,1725,0.016571951302466914,0.01818424,0.2071533203125,-43.31947350502014,0.0004092704424510632,-0.4371405839920044,0.2,-0.023521375907876063,-0.03032326139509678,816,0.9799177646636963,-2.4440960952380957,1258.0
53,27136,15,1727,0.04521201248280704,0.026297558,0.276611328125,-43.31734800338745,0.0004092704424510632,0.3959093689918518,0.2,-0.03266672290919814,-0.029768744483590126,832,0.9791358113288879,-2.4440960952380957,1258.0
54,27648,15,1729,0.021489915729034692,0.024629315,0.254150390625,-43.28723180294037,0.0004092704424510632,0.113578200340271,0.2,-0.025527791120111942,-0.019075531512498856,848,0.9784379005432129,-2.4440960952380957,1258.0
55,28160,16,1732,0.010942880384391174,0.016860912,0.2156982421875,-43.27239203453064,0.0004092704424510632,0.5586665868759155,0.2,-0.021894577294006012,-0.036997850984334946,864,0.9782541990280151,-2.4456115454545455,1258.0
56,28672,16,1734,0.03283716121222824,0.04287786,0.32275390625,-43.2517067193985,0.0004092704424510632,0.5491687059402466,0.2,-0.029185703504481353,-0.028050661087036133,880,0.9771344661712646,-2.4456115454545455,1258.0
57,29184,16,1736,0.025280863977968693,0.016303403,0.2001953125,-43.219239950180054,0.0004092704424510632,-0.8026710748672485,0.2,-0.02305881532083731,-0.028908483684062958,896,0.9766018390655518,-2.4514787826086955,1258.0
58,29696,17,1738,0.0583990829763934,0.013895201,0.1676025390625,-43.19133412837982,0.0004092704424510632,0.34760183095932007,0.2,-0.017591239186003804,-0.007853614166378975,912,0.97496098279953,-2.4514787826086955,1258.0
59,30208,17,1739,0.017706365848425776,0.027300192,0.23193359375,-43.17012846469879,0.0004092704424510632,0.009601593017578125,0.2,-0.023788581471308134,-0.01847592554986477,928,0.9764166474342346,-2.4510537083333332,1258.0
60,30720,17,1741,0.05738876911345869,0.023052901,0.2509765625,-43.202545404434204,0.0004092704424510632,0.3598524332046509,0.2,-0.029283466923516244,-0.028607025742530823,944,0.9757959246635437,-2.4510537083333332,1258.0
61,31232,17,1744,0.0033858766910270788,0.017359998,0.2413330078125,-43.187156319618225,0.0004092704424510632,-2.6193792819976807,0.2,-0.02650229400023818,-0.027972837910056114,960,0.9765331745147705,-2.4510537083333332,1258.0
62,31744,18,1747,0.0028396231318765786,0.016525391,0.207763671875,-43.21880924701691,0.0004092704424510632,0.33990782499313354,0.2,-0.02517010283190757,-0.023113029077649117,976,0.9772272706031799,-2.44558288,1258.0
63,32256,18,1749,0.08220528671517968,0.018988963,0.179931640625,-43.215741753578186,0.0004092704424510632,0.1393502950668335,0.2,-0.024031573557294905,-0.01657509244978428,992,0.9765977263450623,-2.44558288,1258.0
64,32768,18,1751,0.020331782347057015,0.020305075,0.2186279296875,-43.19515264034271,0.0004092704424510632,-0.34589946269989014,0.2,-0.02432009314361494,-0.030730627477169037,1008,0.9760186672210693,-2.446309,1258.0
65,33280,18,1754,0.09295957570429891,0.015792709,0.1929931640625,-43.148725390434265,0.0004092704424510632,0.3511146306991577,0.2,-0.02098188959644176,-0.005919771268963814,1024,0.9735724329948425,-2.446309,1258.0
66,33792,19,1757,0.029535757726989686,0.019338287,0.208984375,-43.107911467552185,0.0004092704424510632,0.2809187173843384,0.2,-0.02423520461888984,-0.04134055972099304,1040,0.9739394187927246,-2.446309,1258.0
67,34304,19,1759,0.00782258361869026,0.019091025,0.2259521484375,-43.123257756233215,0.0004092704424510632,-0.31923580169677734,0.2,-0.027279363886918873,-0.04088909178972244,1056,0.9737867116928101,-2.4479964444444446,1258.0
68,34816,19,1762,0.08445900084916502,0.014857693,0.119140625,-43.11122727394104,0.0004092704424510632,0.39073407649993896,0.2,-0.022051239546271972,-0.01730654388666153,1072,0.9732873439788818,-2.4479964444444446,1258.0
69,35328,20,1765,0.030258738959673792,0.018778974,0.2244873046875,-43.10725677013397,0.0004092704424510632,-0.7513066530227661,0.2,-0.02349404829874402,-0.03860855475068092,1088,0.9735042452812195,-2.4423695357142856,1258.0
70,35840,20,1768,0.15667712921276689,0.01994156,0.1669921875,-43.12658214569092,0.0004092704424510632,0.40384554862976074,0.2,-0.020408498603501357,0.02992810681462288,1104,0.9742854237556458,-2.4423695357142856,1258.0
71,36352,20,1771,0.01870954522746615,0.018085718,0.1905517578125,-43.141032457351685,0.0004092704424510632,0.4616873264312744,0.2,-0.022465028072474524,-0.028593391180038452,1120,0.9743925333023071,-2.4423695357142856,1258.0
72,36864,20,1774,0.005661722367221955,0.016667232,0.24951171875,-43.15199029445648,0.0004092704424510632,-0.11661481857299805,0.2,-0.02892304582928773,-0.03675128147006035,1136,0.9752028584480286,-2.440479448275862,1258.0
73,37376,21,1777,0.13247022405266762,0.019115094,0.20947265625,-43.171090841293335,0.0004092704424510632,0.31601786613464355,0.2,-0.021906214256887324,0.012944292277097702,1152,0.9751961827278137,-2.440479448275862,1258.0
74,37888,21,1780,0.010225484147667885,0.016055008,0.211669921875,-43.13924551010132,0.0004092704424510632,-0.4375718832015991,0.2,-0.019428229134064168,-0.032249853014945984,1168,0.9732246398925781,-2.4483564666666666,1258.0
75,38400,21,1782,0.10074873676057905,0.01795898,0.1572265625,-43.087462425231934,0.0004092704424510632,0.3111557960510254,0.2,-0.017672798509011045,0.004230925813317299,1184,0.9725175499916077,-2.4483564666666666,1258.0
76,38912,21,1784,0.025961094885133207,0.031938978,0.2625732421875,-43.08683156967163,0.0004092704424510632,0.019174158573150635,0.2,-0.02263640686578583,-0.015266427770256996,1200,0.9732877612113953,-2.4483564666666666,1258.0
77,39424,22,1785,0.008993087671115063,0.024897795,0.2626953125,-43.114378690719604,0.0004092704424510632,-0.2928190231323242,0.2,-0.026050257452880032,-0.026072610169649124,1216,0.9741234183311462,-2.4512507741935483,1258.0
78,39936,22,1786,0.12348884961102158,0.016158335,0.134521484375,-43.13676595687866,0.0004092704424510632,0.2266843318939209,0.2,-0.015887414396274835,-0.006230834871530533,1232,0.9742462635040283,-2.4512507741935483,1258.0
79,40448,22,1786,0.0458525606081821,0.020149447,0.2041015625,-43.13591122627258,0.0004092704424510632,-0.6860584020614624,0.2,-0.020410947501659393,-0.01143622025847435,1248,0.9745180606842041,-2.45162034375,1258.0
80,40960,22,1787,0.09162981575354934,0.026932182,0.2117919921875,-43.12173509597778,0.0004092704424510632,0.45647746324539185,0.2,-0.02076066283916589,0.0014103390276432037,1264,0.9726282954216003,-2.45162034375,1258.0
81,41472,23,1788,0.027358649007510394,0.018223146,0.245849609375,-43.07185256481171,0.0004092704424510632,0.4654507040977478,0.2,-0.026753654063213617,-0.035438332706689835,1280,0.9725871682167053,-2.45162034375,1258.0
82,41984,23,1789,0.019834906881442294,0.017706204,0.216796875,-43.10325384140015,0.0004092704424510632,0.3862413167953491,0.2,-0.021491682113264687,-0.0183875672519207,1296,0.9740268588066101,-2.4561833333333336,1258.0
83,42496,23,1790,0.05666007334366441,0.03117143,0.2928466796875,-43.134438037872314,0.0004092704424510632,0.6168962717056274,0.2,-0.02704356994945556,-0.015718884766101837,1312,0.9749946594238281,-2.4561833333333336,1258.0
84,43008,24,1791,0.029299198620719835,0.01414811,0.1600341796875,-43.1634167432785,0.0004092704424510632,-0.673058271408081,0.2,-0.019268837349954993,-0.029772594571113586,1328,0.9756358861923218,-2.454468323529412,1258.0
85,43520,24,1793,0.06960534770041704,0.021652762,0.2430419921875,-43.17696142196655,0.0004092704424510632,0.5683692693710327,0.2,-0.02246293092321139,-0.002379227429628372,1344,0.9759466648101807,-2.454468323529412,1258.0
86,44032,24,1794,0.0309517431887798,0.01655827,0.1944580078125,-43.1887366771698,0.0004092704424510632,-0.008072137832641602,0.2,-0.018950345693156123,-0.009202892892062664,1360,0.9766619205474854,-2.4623687142857142,1258.0
87,44544,24,1795,0.08892089047003537,0.022849813,0.2071533203125,-43.20544612407684,0.0004092704424510632,0.5493664741516113,0.2,-0.024841724531142972,0.020701445639133453,1376,0.9765562415122986,-2.4623687142857142,1258.0
88,45056,25,1797,0.00545936464186525,0.02428424,0.26904296875,-43.204930543899536,0.0004092704424510632,-1.3571326732635498,0.2,-0.03174748533638194,-0.04353899136185646,1392,0.9771879315376282,-2.4623687142857142,1258.0
89,45568,25,1798,0.002721017401199788,0.016263604,0.244384765625,-43.171706318855286,0.0004092704424510632,0.22619414329528809,0.2,-0.025730235218361486,-0.02641095034778118,1408,0.9739977121353149,-2.4622618055555554,1258.0
90,46080,25,1799,0.11773593735415488,0.019167475,0.1829833984375,-43.093021750450134,0.0004092704424510632,0.12258899211883545,0.2,-0.025407475826796144,-0.008387431502342224,1424,0.9728217124938965,-2.4622618055555554,1258.0
91,46592,25,1800,0.02620494447182864,0.029749632,0.2645263671875,-43.07336962223053,0.0004092704424510632,-0.33906280994415283,0.2,-0.022705492978275288,-0.024316934868693352,1440,0.9729763269424438,-2.463654135135135,1258.0
92,47104,26,1802,0.11235917056910694,0.018829558,0.16796875,-43.094040632247925,0.0004092704424510632,0.40394484996795654,0.2,-0.02150493484805338,0.016983263194561005,1456,0.9739711880683899,-2.463654135135135,1258.0
93,47616,26,1803,0.021091197530040517,0.018042557,0.191162109375,-43.120508432388306,0.0004092704424510632,-0.16083359718322754,0.2,-0.018512378926970996,-0.012349913828074932,1472,0.9744778871536255,-2.463654135135135,1258.0
94,48128,26,1804,0.00720197094778996,0.021700937,0.24267578125,-43.17098379135132,0.0004092704424510632,-0.41106975078582764,0.2,-0.026270087633747607,-0.0370837040245533,1488,0.977342963218689,-2.4653679210526316,1258.0
95,48640,26,1805,0.1761105292243883,0.013608222,0.1248779296875,-43.23577666282654,0.0004092704424510632,0.26141035556793213,0.2,-0.015087326741195284,0.028348978608846664,1504,0.9777141809463501,-2.4653679210526316,1258.0
96,49152,27,1807,0.042034169018734246,0.021455824,0.1771240234375,-43.215142488479614,0.0004092704424510632,-0.6567353010177612,0.2,-0.021282533882185817,-0.021798312664031982,1520,0.9759169816970825,-2.464716230769231,1258.0
97,49664,27,1808,0.13520224136300385,0.015359347,0.1368408203125,-43.14866280555725,0.0004092704424510632,0.4960200786590576,0.2,-0.020171738688077312,0.0234878771007061,1536,0.9742556214332581,-2.464716230769231,1258.0
98,50176,27,1809,0.046525808749720454,0.020680446,0.2362060546875,-43.13043832778931,0.0004092704424510632,0.36684536933898926,0.2,-0.024536239041481167,-0.02225470170378685,1552,0.9749232530593872,-2.464716230769231,1258.0
99,50688,27,1811,0.011426230485085398,0.016121648,0.199951171875,-43.14653038978577,0.0004092704424510632,-0.2584540843963623,0.2,-0.019574407269828953,-0.026481371372938156,1568,0.9750116467475891,-2.463925475,1258.0
100,51200,28,1812,0.16371922299731523,0.0175563,0.1893310546875,-43.14143919944763,0.0004092704424510632,0.34130555391311646,0.2,-0.022130073106382042,0.005675468593835831,1584,0.9747098088264465,-2.463925475,1258.0
101,51712,28,1814,0.06842654768843204,0.018561436,0.1776123046875,-43.133214354515076,0.0004092704424510632,-0.8201792240142822,0.2,-0.018759163198410533,0.006118346005678177,1600,0.9746856093406677,-2.461392682926829,1258.0
102,52224,28,1816,0.1358896209858358,0.024631951,0.2325439453125,-43.129069805145264,0.0004092704424510632,0.5779714584350586,0.2,-0.022004428115906194,0.06246335804462433,1616,0.9743372797966003,-2.461392682926829,1258.0
103,52736,29,1817,0.08119970373809338,0.020885963,0.2581787109375,-43.116626024246216,0.0004092704424510632,0.5317541360855103,0.2,-0.02615846457774751,0.0015157554298639297,1632,0.9742661714553833,-2.461392682926829,1258.0
104,53248,29,1819,0.021076425211504102,0.02143656,0.2335205078125,-43.137898206710815,0.0004092704424510632,-3.16341495513916,0.2,-0.02807187585858628,-0.03769996389746666,1648,0.976159930229187,-2.4586841666666666,1258.0
105,53760,29,1821,0.09904811508022249,0.025906786,0.2049560546875,-43.1858594417572,0.0004092704424510632,0.15243148803710938,0.2,-0.021890952470130287,-0.012626094743609428,1664,0.9766762256622314,-2.4586841666666666,1258.0
106,54272,29,1822,0.046116056852042675,0.018925317,0.2158203125,-43.185906648635864,0.0004092704424510632,-0.482155442237854,0.2,-0.024822545557981357,-0.022339684888720512,1680,0.9764773845672607,-2.4562602325581393,1258.0
107,54784,30,1824,0.07951457216404378,0.019601237,0.1917724609375,-43.16262769699097,0.0004092704424510632,0.6334000825881958,0.2,-0.020650152480811812,0.002580009400844574,1696,0.9753544330596924,-2.4562602325581393,1258.0
108,55296,30,1825,0.028912609966937453,0.026936073,0.275390625,-43.145625948905945,0.0004092704424510632,0.3340800404548645,0.2,-0.024832045746734366,-0.030277825891971588,1712,0.9759707450866699,-2.4562602325581393,1258.0
109,55808,30,1826,0.011536457517649978,0.023365008,0.266357421875,-43.14901626110077,0.0004092704424510632,0.2618566155433655,0.2,-0.02885923453141004,-0.02792472392320633,1728,0.9748172760009766,-2.4567197727272725,1258.0
110,56320,30,1827,0.054821041761897504,0.017090516,0.1685791015625,-43.1100389957428,0.0004092704424510632,0.5521502494812012,0.2,-0.01820244976261165,-0.009125966578722,1744,0.9739657640457153,-2.4567197727272725,1258.0
111,56832,31,1827,0.023982631159015,0.017800415,0.1953125,-43.09338080883026,0.0004092704424510632,-0.31189799308776855,0.2,-0.02146930205344688,-0.022840121760964394,1760,0.9734581112861633,-2.451566555555555,1258.0
112,57344,31,1827,0.09387127356603742,0.026680294,0.219482421875,-43.08489537239075,0.0004092704424510632,0.5082198977470398,0.2,-0.027074339799582958,-0.0036569498479366302,1776,0.973403811454773,-2.451566555555555,1258.0
113,57856,31,1828,0.02071583000360988,0.01930347,0.2452392578125,-43.069705843925476,0.0004092704424510632,-0.02425074577331543,0.2,-0.025797604233957827,-0.02888123318552971,1792,0.9718779921531677,-2.451566555555555,1258.0
114,58368,31,1828,0.01881374284857884,0.015195949,0.2158203125,-43.00664925575256,0.0004092704424510632,0.6292344331741333,0.2,-0.023095285694580525,-0.03216171637177467,1808,0.9700369834899902,-2.4533588913043474,1258.0
115,58880,32,1827,0.03161198605084792,0.029090794,0.278564453125,-42.955775022506714,0.0004092704424510632,0.6569967269897461,0.2,-0.021718861913541332,-0.012110849842429161,1824,0.9692913293838501,-2.4533588913043474,1258.0
116,59392,32,1827,0.02919872326310724,0.019116461,0.20556640625,-42.95124804973602,0.0004092704424510632,-1.0017788410186768,0.2,-0.021758647169917822,-0.018900394439697266,1840,0.9697732329368591,-2.4570109361702124,1258.0
117,59904,32,1826,0.08924881753046066,0.021065209,0.165771484375,-42.96099019050598,0.0004092704424510632,0.5027045011520386,0.2,-0.023800704162567854,-0.00011246278882026672,1856,0.9695953726768494,-2.4570109361702124,1258.0
118,60416,33,1826,0.03042908222414553,0.019619161,0.2410888671875,-42.955541372299194,0.0004092704424510632,-0.15059566497802734,0.2,-0.026395799301099032,-0.026367558166384697,1872,0.969879150390625,-2.4545813333333335,1258.0
119,60928,33,1825,0.11904162773862481,0.019369785,0.2508544921875,-42.97476315498352,0.0004092704424510632,0.4606892466545105,0.2,-0.02167689276393503,0.009256219491362572,1888,0.9705618619918823,-2.4545813333333335,1258.0
120,61440,33,1824,0.025392356503289193,0.016650984,0.290771484375,-42.967517256736755,0.0004092704424510632,-0.13476359844207764,0.2,-0.026800338695466053,-0.016570301726460457,1904,0.9689185619354248,-2.4545813333333335,1258.0
121,61952,33,1824,0.011987929901806638,0.026458953,0.2850341796875,-42.89656853675842,0.0004092704424510632,-0.7244184017181396,0.2,-0.02768859057687223,-0.02113790437579155,1920,0.96629399061203,-2.4567668775510207,1258.0
122,62464,34,1824,0.09922403236851096,0.021269416,0.18310546875,-42.8165682554245,0.0004092704424510632,0.4308816194534302,0.2,-0.02535346243530512,-0.02180878072977066,1936,0.9641578197479248,-2.4567668775510207,1258.0
123,62976,34,1825,0.03972123289713636,0.019083438,0.2470703125,-42.779868483543396,0.0004092704424510632,-0.2556043863296509,0.2,-0.025604460082831793,-0.022103415802121162,1952,0.9647603034973145,-2.45755888,1258.0
124,63488,34,1825,0.09021193510852754,0.02090435,0.167236328125,-42.820969581604004,0.0004092704424510632,0.5184637308120728,0.2,-0.0230173684831243,0.0030401498079299927,1968,0.9661858677864075,-2.45755888,1258.0
125,64000,35,1825,0.03457210096530616,0.023531567,0.23046875,-42.86553728580475,0.0004092704424510632,-0.3674914836883545,0.2,-0.02307762194686802,-0.02449583262205124,1984,0.9674327373504639,-2.45755888,1258.0
