time/iterations,time/total_timesteps,time/time_elapsed,time/fps,train/value_loss,train/approx_kl,train/clip_fraction,train/entropy_loss,train/learning_rate,train/explained_variance,train/clip_range,train/policy_gradient_loss,train/loss,train/n_updates,train/std,rollout/ep_rew_mean,rollout/ep_len_mean
1,512,0,4145,,,,,,,,,,,,,
2,1024,0,2325,0.07905096494505415,0.0207376,0.33251953125,-43.99267256259918,0.0004092704424510632,-0.3552882671356201,0.2,-0.040547766257077456,-0.04538850113749504,16,1.0006322860717773,,
3,1536,0,2026,0.0032846956164576113,0.022326559,0.2930908203125,-44.007956981658936,0.0004092704424510632,0.005159437656402588,0.2,-0.03161179205926601,-0.039642639458179474,32,1.000484585762024,-2.494912,1258.0
4,2048,1,1891,0.00591638675541617,0.020132858,0.2698974609375,-43.95856177806854,0.0004092704424510632,0.01362842321395874,0.2,-0.029113902564859018,-0.03501376882195473,48,0.9972093105316162,-2.494912,1258.0
5,2560,1,1824,0.003635863569797948,0.018695071,0.2586669921875,-43.88007318973541,0.0004092704424510632,0.047915637493133545,0.2,-0.026963248805259354,-0.03925754129886627,64,0.9964602589607239,-2.506932,1258.0
6,3072,1,1777,0.012272075895452872,0.0156197455,0.2633056640625,-43.88363981246948,0.0004092704424510632,0.01656973361968994,0.2,-0.02354455052409321,-0.02068975754082203,80,0.9972167015075684,-2.506932,1258.0
7,3584,2,1746,0.0037903002375969663,0.020880137,0.2861328125,-43.898460388183594,0.0004092704424510632,0.05112236738204956,0.2,-0.02868309908080846,-0.02902757190167904,96,0.9971106648445129,-2.506932,1258.0
8,4096,2,1720,0.002684659273654688,0.014749827,0.2601318359375,-43.89236128330231,0.0004092704424510632,0.06991714239120483,0.2,-0.025456884468439966,-0.028410540893673897,112,0.997266948223114,-2.5270799999999998,1258.0
9,4608,2,1701,0.023118691460695118,0.013074391,0.229248046875,-43.86373960971832,0.0004092704424510632,0.01667308807373047,0.2,-0.025406790256965905,-0.026395490393042564,128,0.9945627450942993,-2.5270799999999998,1258.0
10,5120,3,1690,0.0026731470425147563,0.021854816,0.302734375,-43.782013297080994,0.0004092704424510632,0.2157576084136963,0.2,-0.030181808018824086,-0.04467587545514107,144,0.9929529428482056,-2.5577745,1258.0
11,5632,3,1679,0.02976677374681458,0.017898805,0.238037109375,-43.75150489807129,0.0004092704424510632,0.040247440338134766,0.2,-0.0227076192968525,-0.01895349845290184,160,0.9922364950180054,-2.5577745,1258.0
12,6144,3,1670,0.003160181389830541,0.019973945,0.288330078125,-43.73853516578674,0.0004092704424510632,0.5350674986839294,0.2,-0.028258595004444942,-0.04800432547926903,176,0.9925955533981323,-2.5577745,1258.0
13,6656,4,1656,0.0022226749715628102,0.01562743,0.26318359375,-43.736892223358154,0.0004092704424510632,0.39605528116226196,0.2,-0.02933169261086732,-0.033303942531347275,192,0.9917431473731995,-2.5137519999999998,1258.0
14,7168,4,1642,0.03867198986699805,0.020418355,0.263671875,-43.721285700798035,0.0004092704424510632,0.09716391563415527,0.2,-0.02397027425467968,-0.022985149174928665,208,0.992027223110199,-2.5137519999999998,1258.0
15,7680,4,1635,0.0037151000833546277,0.013880659,0.2196044921875,-43.708619236946106,0.0004092704424510632,0.6101516485214233,0.2,-0.023494824330555275,-0.033115968108177185,224,0.9905959963798523,-2.5027846666666664,1258.0
16,8192,5,1631,0.04056446655886248,0.019294992,0.2913818359375,-43.66986560821533,0.0004092704424510632,0.14807617664337158,0.2,-0.027566561824642122,-0.016516733914613724,240,0.9900906085968018,-2.5027846666666664,1258.0
17,8704,5,1632,0.005286494080792181,0.017646711,0.2537841796875,-43.66101837158203,0.0004092704424510632,0.6804462671279907,0.2,-0.025983926432672888,-0.0352310910820961,256,0.9899862408638,-2.5027846666666664,1258.0
18,9216,5,1632,0.0031624528746760916,0.015475303,0.2191162109375,-43.67205893993378,0.0004092704424510632,-0.2997034788131714,0.2,-0.022996365500148386,-0.026158278807997704,272,0.9910023212432861,-2.5219495714285713,1258.0
19,9728,5,1633,0.052223106904421,0.018481903,0.2662353515625,-43.678507566452026,0.0004092704424510632,0.03018707036972046,0.2,-0.028832468233304098,-0.016684358939528465,288,0.9899150729179382,-2.5219495714285713,1258.0
20,10240,6,1633,0.005675988970324397,0.013621332,0.166748046875,-43.65435087680817,0.0004092704424510632,0.22360676527023315,0.2,-0.01935079542454332,-0.02659313939511776,304,0.99028480052948,-2.5126891249999996,1258.0
21,10752,6,1635,0.05928677681367844,0.015898157,0.2353515625,-43.63868832588196,0.0004092704424510632,0.2927079200744629,0.2,-0.02227907690394204,-0.009730156511068344,320,0.9882563948631287,-2.5126891249999996,1258.0
22,11264,6,1636,0.0053881844723946415,0.013748503,0.1859130859375,-43.60074162483215,0.0004092704424510632,0.574918270111084,0.2,-0.020907590005663224,-0.015764854848384857,336,0.9885959625244141,-2.5126891249999996,1258.0
23,11776,7,1637,0.0029908539254392963,0.019821264,0.2259521484375,-43.64320683479309,0.0004092704424510632,-0.3754981756210327,0.2,-0.022289511951385066,-0.02788877859711647,352,0.9904664158821106,-2.5017005555555554,1258.0
24,12288,7,1635,0.04760734364390373,0.020069491,0.2872314453125,-43.68706548213959,0.0004092704424510632,0.06867504119873047,0.2,-0.029151687922421843,-0.02860124409198761,368,0.9908595085144043,-2.5017005555555554,1258.0
25,12800,7,1635,0.006433856324292719,0.016753081,0.23974609375,-43.685914278030396,0.0004092704424510632,-0.3276923894882202,0.2,-0.025988484179833904,-0.01927918754518032,384,0.9909494519233704,-2.5110012,1258.0
26,13312,8,1634,0.05583610071334988,0.015702458,0.2147216796875,-43.70710837841034,0.0004092704424510632,0.2524927258491516,0.2,-0.021595594567770604,0.0006742421537637711,400,0.9922311902046204,-2.5110012,1258.0
27,13824,8,1634,0.009778171821380965,0.029545497,0.281982421875,-43.74416196346283,0.0004092704424510632,0.26333826780319214,0.2,-0.030409425191464834,-0.040784306824207306,416,0.9935048818588257,-2.5110012,1258.0
28,14336,8,1633,0.005560825520660728,0.021892484,0.2677001953125,-43.7450909614563,0.0004092704424510632,0.5490015149116516,0.2,-0.02540811727521941,-0.03427675738930702,432,0.9917799234390259,-2.5175201818181816,1258.0
29,14848,9,1633,0.03104307799367234,0.04659119,0.3333740234375,-43.685014724731445,0.0004092704424510632,0.2993709444999695,0.2,-0.028817824757425115,-0.02483740821480751,448,0.9904721975326538,-2.5175201818181816,1258.0
30,15360,9,1633,0.009999388959840871,0.018103879,0.200927734375,-43.67602062225342,0.0004092704424510632,-0.24039137363433838,0.2,-0.020423145062522963,-0.028048941865563393,464,0.9911752939224243,-2.5070951666666663,1258.0
31,15872,9,1633,0.058920312905684114,0.018583473,0.2764892578125,-43.68538177013397,0.0004092704424510632,0.22336721420288086,0.2,-0.027919759129872546,-0.0103639867156744,480,0.9909466505050659,-2.5070951666666663,1258.0
32,16384,10,1634,0.01101511818706058,0.020202365,0.2469482421875,-43.700963616371155,0.0004092704424510632,0.07111632823944092,0.2,-0.02725725169875659,-0.028459642082452774,496,0.9926875233650208,-2.507102769230769,1258.0
33,16896,10,1635,0.057244564522989094,0.016830187,0.2469482421875,-43.734246015548706,0.0004092704424510632,0.2803979516029358,0.2,-0.02805280778557062,-0.019383028149604797,512,0.9924800992012024,-2.507102769230769,1258.0
34,17408,10,1636,0.007698661895119585,0.02155156,0.2877197265625,-43.7204225063324,0.0004092704424510632,-0.17285478115081787,0.2,-0.029529963714594487,-0.038129501044750214,528,0.9924566149711609,-2.507102769230769,1258.0
35,17920,10,1636,0.002672565220564138,0.017211791,0.232177734375,-43.70778453350067,0.0004092704424510632,0.3874964118003845,0.2,-0.021968866523820907,-0.02207200974225998,544,0.9912681579589844,-2.486678285714285,1258.0
36,18432,11,1633,0.08990931825246662,0.026939955,0.2574462890625,-43.668484926223755,0.0004092704424510632,0.14232170581817627,0.2,-0.02387306615128182,0.0010399669408798218,560,0.9905648231506348,-2.486678285714285,1258.0
37,18944,11,1640,0.012584681680891663,0.018152019,0.210693359375,-43.65260338783264,0.0004092704424510632,0.08867400884628296,0.2,-0.02286722685676068,-0.02895495295524597,576,0.9901180267333984,-2.4878173999999995,1258.0
38,19456,11,1646,0.08437036338727921,0.020770438,0.20068359375,-43.627238631248474,0.0004092704424510632,0.3446652293205261,0.2,-0.022815423435531557,0.011004654690623283,592,0.9881742000579834,-2.4878173999999995,1258.0
39,19968,12,1653,0.02136484201764688,0.031178389,0.269775390625,-43.57941031455994,0.0004092704424510632,0.2564956545829773,0.2,-0.029843164826161228,-0.030414046719670296,608,0.9879946112632751,-2.4878173999999995,1258.0
40,20480,12,1658,0.003351134331751382,0.021751389,0.2493896484375,-43.576093912124634,0.0004092704424510632,0.39593470096588135,0.2,-0.028136810840805992,-0.03056870773434639,624,0.9876503944396973,-2.4881769374999996,1258.0
41,20992,12,1665,0.0971529979724437,0.0208383,0.1724853515625,-43.569079995155334,0.0004092704424510632,0.2733980417251587,0.2,-0.021054620163340587,0.01294543594121933,640,0.9874325394630432,-2.4881769374999996,1258.0
42,21504,12,1672,0.03007623623125255,0.013441939,0.210693359375,-43.55769622325897,0.0004092704424510632,-0.18159031867980957,0.2,-0.02447753120213747,-0.02384847030043602,656,0.9871265888214111,-2.481580235294117,1258.0
43,22016,13,1678,0.08291231840848923,0.016619854,0.1822509765625,-43.541709423065186,0.0004092704424510632,0.31441348791122437,0.2,-0.020225542510161176,0.01013277843594551,672,0.9861845374107361,-2.481580235294117,1258.0
44,22528,13,1683,0.023379476217087358,0.01875351,0.1915283203125,-43.521007895469666,0.0004092704424510632,0.31093496084213257,0.2,-0.018535820287070237,-0.013580219820141792,688,0.9861355423927307,-2.481580235294117,1258.0
45,23040,13,1686,0.005853766568179708,0.01756139,0.2203369140625,-43.49368607997894,0.0004092704424510632,-0.4373358488082886,0.2,-0.025953312913770787,-0.03497020900249481,704,0.9837521314620972,-2.4934404999999997,1258.0
46,23552,13,1688,0.07422606612090021,0.015595766,0.160888671875,-43.42862868309021,0.0004092704424510632,0.2689223885536194,0.2,-0.019611484109191224,-0.004815232008695602,720,0.9829632043838501,-2.4934404999999997,1258.0
47,24064,14,1689,0.02642919705249369,0.016449649,0.21826171875,-43.42758119106293,0.0004092704424510632,-0.651833176612854,0.2,-0.026847404282307252,-0.03503352403640747,736,0.9838387370109558,-2.4885695789473683,1258.0
48,24576,14,1692,0.062233671778813004,0.017613031,0.181640625,-43.46069347858429,0.0004092704424510632,0.4933674931526184,0.2,-0.020104108756640926,0.00036276690661907196,752,0.9849259257316589,-2.4885695789473683,1258.0
49,25088,14,1693,0.019623565371148288,0.022368912,0.23193359375,-43.490092039108276,0.0004092704424510632,0.4009895920753479,0.2,-0.02473934671434108,-0.019876597449183464,768,0.9860373735427856,-2.4885695789473683,1258.0
50,25600,15,1696,0.0070927216147538275,0.013764719,0.1700439453125,-43.51804971694946,0.0004092704424510632,-0.3298337459564209,0.2,-0.020613629167200997,-0.03393267095088959,784,0.9866074323654175,-2.4952256999999998,1258.0
51,26112,15,1698,0.04936125810490921,0.025813587,0.2357177734375,-43.52580106258392,0.0004092704424510632,0.2729690670967102,0.2,-0.025311384932138026,-0.027477987110614777,800,0.9867541193962097,-2.4952256999999998,1258.0
52,26624,15,1699,0.018085685587720945,0.019219141,0.214111328125,-43.51728284358978,0.0004092704424510632,-0.7776079177856445,0.2,-0.023892545606940985,-0.027857504785060883,816,0.9859169125556946,-2.4931538095238093,1258.0
53,27136,15,1701,0.059063187101855874,0.016832238,0.14404296875,-43.50873601436615,0.0004092704424510632,0.48772430419921875,0.2,-0.0205931789096212,-0.01157577894628048,832,0.9870912432670593,-2.4931538095238093,1258.0
54,27648,16,1703,0.019137551949825138,0.019352213,0.209716796875,-43.508328795433044,0.0004092704424510632,0.01750129461288452,0.2,-0.022579473559744656,-0.026023171842098236,848,0.9843661189079285,-2.4931538095238093,1258.0
