time/total_timesteps,time/fps,time/time_elapsed,time/iterations,train/learning_rate,train/policy_gradient_loss,train/clip_range,train/entropy_loss,train/value_loss,train/approx_kl,train/clip_fraction,train/explained_variance,train/std,train/loss,train/n_updates,rollout/ep_rew_mean,rollout/ep_len_mean
512,4044,0,1,,,,,,,,,,,,,
1024,1895,0,2,0.0004092704424510632,-0.023160182041465305,0.2,-43.97930335998535,0.17128217410936486,0.0119016245,0.212646484375,-1.8625915050506592,0.9994362592697144,-0.03990431874990463,16,,
1536,1603,0,3,0.0004092704424510632,-0.034961438504979014,0.2,-43.94729518890381,0.00491897932079155,0.01947299,0.2896728515625,0.013920903205871582,0.9978457093238831,-0.054928988218307495,32,-2.171598,1258.0
2048,1463,1,4,0.0004092704424510632,-0.02413096249802038,0.2,-43.92807102203369,0.022077013651141897,0.01658717,0.25390625,-0.004342794418334961,0.9990234375,-0.022695858031511307,48,-2.171598,1258.0
2560,1407,1,5,0.0004092704424510632,-0.025831263832515106,0.2,-43.95895826816559,0.0019118793461530004,0.016615413,0.268310546875,-0.0009882450103759766,0.9990105032920837,-0.0280698761343956,64,-2.0560264999999998,1258.0
3072,1373,2,6,0.0004092704424510632,-0.02487671741982922,0.2,-43.95177364349365,0.012241598713444546,0.017126516,0.255615234375,0.0025281906127929688,0.9990313053131104,-0.02974790707230568,80,-2.0560264999999998,1258.0
3584,1352,2,7,0.0004092704424510632,-0.029439915786497295,0.2,-43.964542865753174,0.0028243157103133854,0.017167699,0.2821044921875,0.0039626359939575195,0.9998687505722046,-0.03959984704852104,96,-2.0560264999999998,1258.0
4096,1335,3,8,0.0004092704424510632,-0.030410225095693022,0.2,-43.955220341682434,0.0035636512329801917,0.016927464,0.2379150390625,0.0021504759788513184,0.9979248642921448,-0.0469813197851181,112,-2.10349,1258.0
4608,1321,3,9,0.0004092704424510632,-0.02458028815453872,0.2,-43.87014365196228,0.004190423358522821,0.018099982,0.266845703125,0.006198108196258545,0.9949917197227478,-0.02966850809752941,128,-2.10349,1258.0
5120,1311,3,10,0.0004092704424510632,-0.02734490841976367,0.2,-43.797345876693726,0.003923060568922665,0.022312872,0.291015625,0.004786014556884766,0.9934135675430298,-0.037752147763967514,144,-2.11808525,1258.0
5632,1301,4,11,0.0004092704424510632,-0.035445944595267065,0.2,-43.770801305770874,0.0020858044699707534,0.018964268,0.2940673828125,0.012651622295379639,0.9938164949417114,-0.0379246287047863,160,-2.11808525,1258.0
6144,1295,4,12,0.0004092704424510632,-0.025379639613674954,0.2,-43.75943577289581,0.0020318930510256905,0.021960065,0.2913818359375,0.0033965110778808594,0.9914896488189697,-0.027840550988912582,176,-2.11808525,1258.0
6656,1290,5,13,0.0004092704424510632,-0.023832839404349215,0.2,-43.68763017654419,0.003260993769799825,0.014662862,0.23974609375,0.006004929542541504,0.9907221794128418,-0.04140264913439751,192,-2.1043444,1258.0
7168,1285,5,14,0.0004092704424510632,-0.027999947633361444,0.2,-43.69901144504547,0.002703904599911766,0.018218987,0.2496337890625,0.005708515644073486,0.9915880560874939,-0.0533626414835453,208,-2.1043444,1258.0
7680,1283,5,15,0.0004092704424510632,-0.02480199860292487,0.2,-43.71269190311432,0.004452076042070985,0.021514129,0.260986328125,0.030879080295562744,0.9920204281806946,-0.03903626650571823,224,-2.1054068333333333,1258.0
8192,1278,6,16,0.0004092704424510632,-0.02626593259628862,0.2,-43.68928790092468,0.005919311763136648,0.020699937,0.2330322265625,0.007417738437652588,0.9892594218254089,-0.037532784044742584,240,-2.1054068333333333,1258.0
8704,1276,6,17,0.0004092704424510632,-0.032242837085505016,0.2,-43.5809451341629,0.002471038511430379,0.019967053,0.2490234375,0.011248409748077393,0.9862468838691711,-0.03900035098195076,256,-2.1054068333333333,1258.0
9216,1273,7,18,0.0004092704424510632,-0.022967175376834348,0.2,-43.54759705066681,0.0031365080503746867,0.017888445,0.2210693359375,0.0015836358070373535,0.9875788688659668,-0.016551753506064415,272,-2.0907117142857143,1258.0
9728,1270,7,19,0.0004092704424510632,-0.027241393996519037,0.2,-43.57123255729675,0.013476792955771089,0.027001997,0.285400390625,0.0009900927543640137,0.9867613315582275,-0.028269704431295395,288,-2.0907117142857143,1258.0
10240,1268,8,20,0.0004092704424510632,-0.025358311555464752,0.2,-43.548702001571655,0.005242522100161295,0.013627277,0.224365234375,0.016468346118927002,0.9869034290313721,-0.038439881056547165,304,-2.108291375,1258.0
10752,1266,8,21,0.0004092704424510632,-0.025454990143771283,0.2,-43.55079531669617,0.01790706775500439,0.018926613,0.260009765625,0.023186802864074707,0.9866269826889038,-0.027505140751600266,320,-2.108291375,1258.0
11264,1265,8,22,0.0004092704424510632,-0.02274809282971546,0.2,-43.544620871543884,0.0014829200044914614,0.0147917885,0.2158203125,0.010277330875396729,0.9872609972953796,-0.02456597238779068,336,-2.108291375,1258.0
11776,1264,9,23,0.0004092704424510632,-0.025706937827635556,0.2,-43.573057889938354,0.0033181493563461117,0.027045384,0.2882080078125,0.010559380054473877,0.9884262084960938,-0.03911896422505379,352,-2.1110276666666667,1258.0
12288,1263,9,24,0.0004092704424510632,-0.02283944535884075,0.2,-43.581459641456604,0.0303630085545592,0.018350694,0.2420654296875,0.0028566718101501465,0.9875233769416809,-0.017823712900280952,368,-2.1110276666666667,1258.0
12800,1262,10,25,0.0004092704424510632,-0.026938894254271872,0.2,-43.55402314662933,0.003748153627384454,0.019748915,0.25048828125,0.1947886347770691,0.9872849583625793,-0.02919965237379074,384,-2.1172926999999997,1258.0
13312,1261,10,26,0.0004092704424510632,-0.02621134820219595,0.2,-43.538548946380615,0.029599601111840457,0.019413393,0.253173828125,0.083759605884552,0.9862437844276428,-0.025198478251695633,400,-2.1172926999999997,1258.0
13824,1259,10,27,0.0004092704424510632,-0.031219588563544676,0.2,-43.52310264110565,0.002840159428160405,0.024795897,0.27734375,-0.9231195449829102,0.9869828820228577,-0.04513201117515564,416,-2.1172926999999997,1258.0
14336,1258,11,28,0.0004092704424510632,-0.026699108086177148,0.2,-43.54145395755768,0.0030915466850274242,0.024132527,0.2611083984375,0.0399242639541626,0.9867054224014282,-0.041343070566654205,432,-2.1132674545454546,1258.0
14848,1257,11,29,0.0004092704424510632,-0.025524578129989095,0.2,-43.54453241825104,0.02213205985026434,0.034089655,0.333740234375,0.05168807506561279,0.9875761270523071,-0.01985146477818489,448,-2.1132674545454546,1258.0
15360,1256,12,30,0.0004092704424510632,-0.02942120167426765,0.2,-43.54893779754639,0.0049653912137728184,0.017959476,0.2882080078125,0.4432592988014221,0.9865925312042236,-0.053065937012434006,464,-2.1167849999999997,1258.0
15872,1255,12,31,0.0004092704424510632,-0.02864111324015539,0.2,-43.51149535179138,0.04510216339258477,0.019294538,0.268798828125,0.16443288326263428,0.985443651676178,-0.03256604075431824,480,-2.1167849999999997,1258.0
16384,1254,13,32,0.0004092704424510632,-0.0265400812641019,0.2,-43.477452874183655,0.0023231527193274815,0.023588724,0.297607421875,-1.205543041229248,0.9842323660850525,-0.019979353994131088,496,-2.119718923076923,1258.0
16896,1253,13,33,0.0004092704424510632,-0.024774045115918852,0.2,-43.46124863624573,0.07037790631875396,0.01623328,0.252685546875,0.0013411641120910645,0.9845975041389465,0.008663112297654152,512,-2.119718923076923,1258.0
17408,1253,13,34,0.0004092704424510632,-0.030045011357287876,0.2,-43.46332502365112,0.0024454463018628303,0.019108735,0.2608642578125,-0.001201629638671875,0.9840922355651855,-0.03521306440234184,528,-2.119718923076923,1258.0
17920,1253,14,35,0.0004092704424510632,-0.024403144780080765,0.2,-43.43695855140686,0.0034111837230739184,0.017858291,0.2335205078125,0.07967722415924072,0.9830631613731384,-0.022816838696599007,544,-2.117388214285714,1258.0
18432,1253,14,36,0.0004092704424510632,-0.027382374079024885,0.2,-43.38862204551697,0.04298205766826868,0.023120329,0.267333984375,0.16867947578430176,0.9807414412498474,-0.01132313534617424,560,-2.117388214285714,1258.0
18944,1252,15,37,0.0004092704424510632,-0.023627308662980795,0.2,-43.31797397136688,0.0055717319301038515,0.020084016,0.2615966796875,-1.1323068141937256,0.9788926243782043,-0.024160170927643776,576,-2.1150936,1258.0
19456,1252,15,38,0.0004092704424510632,-0.02240694034844637,0.2,-43.26229536533356,0.06081663176883012,0.018652137,0.2501220703125,0.21799713373184204,0.9771280884742737,-0.0196926761418581,592,-2.1150936,1258.0
19968,1252,15,39,0.0004092704424510632,-0.025977441619033925,0.2,-43.22530281543732,0.003107697257291875,0.020054162,0.2879638671875,-2.923764228820801,0.9770306944847107,-0.03106003999710083,608,-2.1150936,1258.0
20480,1251,16,40,0.0004092704424510632,-0.025278901419369504,0.2,-43.22897803783417,0.0027995349519187585,0.015014775,0.2110595703125,0.14848649501800537,0.9768469333648682,-0.0308424960821867,624,-2.1086951875,1258.0
20992,1251,16,41,0.0004092704424510632,-0.02188318851403892,0.2,-43.21856188774109,0.05086311121704057,0.017787587,0.186279296875,0.18175411224365234,0.976650595664978,-0.024722322821617126,640,-2.1086951875,1258.0
21504,1249,17,42,0.0004092704424510632,-0.024295476934639737,0.2,-43.20919215679169,0.008337250983458944,0.024116673,0.266845703125,-0.5997881889343262,0.9762450456619263,-0.02970113232731819,656,-2.106730823529412,1258.0
22016,1249,17,43,0.0004092704424510632,-0.022371923842001706,0.2,-43.20010280609131,0.06079290248453617,0.019808527,0.2196044921875,0.4364779591560364,0.9761174917221069,-0.015458894893527031,672,-2.106730823529412,1258.0
22528,1248,18,44,0.0004092704424510632,-0.028892582602566108,0.2,-43.21305584907532,0.002415997571006301,0.029262304,0.3089599609375,-3.6293692588806152,0.9775269031524658,-0.053744107484817505,688,-2.106730823529412,1258.0
23040,1248,18,45,0.0004092704424510632,-0.02187368256272748,0.2,-43.27361810207367,0.004564377319184132,0.014569322,0.211669921875,0.05928802490234375,0.9794642925262451,-0.03398934379220009,704,-2.1031073333333334,1258.0
23552,1248,18,46,0.0004092704424510632,-0.020562776509905234,0.2,-43.314600586891174,0.06103171774884686,0.0196149,0.182861328125,0.21139883995056152,0.9800467491149902,-0.010671276599168777,720,-2.1031073333333334,1258.0
24064,1248,19,47,0.0004092704424510632,-0.02048688178183511,0.2,-43.31404113769531,0.005499365368450526,0.020302353,0.209228515625,-3.9527759552001953,0.9793392419815063,-0.027008915320038795,736,-2.109053105263158,1258.0
24576,1247,19,48,0.0004092704424510632,-0.017651317320996895,0.2,-43.278661608695984,0.07271095749456435,0.01430793,0.1175537109375,0.25828486680984497,0.9782975912094116,-0.0034119710326194763,752,-2.109053105263158,1258.0
25088,1247,20,49,0.0004092704424510632,-0.02077019022544846,0.2,-43.23542833328247,0.0019949747547798324,0.013374156,0.189697265625,-3.15653133392334,0.9772023558616638,-0.027365077286958694,768,-2.109053105263158,1258.0
25600,1246,20,50,0.0004092704424510632,-0.02899545367108658,0.2,-43.21460402011871,0.0034180870570708066,0.022009194,0.2564697265625,0.28499478101730347,0.9768176078796387,-0.044258780777454376,784,-2.10492865,1258.0
26112,1246,20,51,0.0004092704424510632,-0.019618675076344516,0.2,-43.20048201084137,0.061297554813791066,0.019253727,0.17138671875,0.42995989322662354,0.9757679104804993,-0.014618308283388615,800,-2.10492865,1258.0
26624,1246,21,52,0.0004092704424510632,-0.01939872404182097,0.2,-43.136332631111145,0.00619016082782764,0.013915554,0.1683349609375,-3.4720444679260254,0.9726893305778503,-0.020129799842834473,816,-2.0992838095238096,1258.0
27136,1246,21,53,0.0004092704424510632,-0.030150109276291914,0.2,-43.050790786743164,0.10130285599734634,0.01993487,0.2650146484375,0.058112382888793945,0.9710189700126648,-0.021427646279335022,832,-2.0992838095238096,1258.0
27648,1246,22,54,0.0004092704424510632,-0.025461167286266573,0.2,-43.02832734584808,0.0032545621288591065,0.020511251,0.22802734375,-6.133235931396484,0.9710785150527954,-0.031880613416433334,848,-2.0992838095238096,1258.0
28160,1246,22,55,0.0004092704424510632,-0.025933762197382748,0.2,-43.0218049287796,0.003773822456423659,0.023345983,0.26171875,0.3906303644180298,0.9705066680908203,-0.03231223672628403,864,-2.100835181818182,1258.0
28672,1245,23,56,0.0004092704424510632,-0.021157510127522983,0.2,-42.996538519859314,0.052941542118787766,0.027414408,0.243408203125,0.3825978636741638,0.9691845178604126,-0.01898975297808647,880,-2.100835181818182,1258.0
29184,1245,23,57,0.0004092704424510632,-0.027512626606039703,0.2,-42.97074520587921,0.0050247878971276805,0.036168255,0.32275390625,-3.330894947052002,0.969679057598114,-0.03908932954072952,896,-2.0979716521739133,1258.0
29696,1245,23,58,0.0004092704424510632,-0.02949412609450519,0.2,-42.992775082588196,0.12771067232824862,0.023190113,0.19970703125,0.07603108882904053,0.9695442318916321,-0.018374916166067123,912,-2.0979716521739133,1258.0
30208,1245,24,59,0.0004092704424510632,-0.02119221341854427,0.2,-43.00535070896149,0.0029990967577759875,0.017859299,0.2022705078125,-1.7727720737457275,0.9715669751167297,-0.037901367992162704,928,-2.098242041666667,1258.0
30720,1244,24,60,0.0004092704424510632,-0.018580538482638076,0.2,-43.06713652610779,0.13048666040413082,0.015008301,0.094482421875,0.2429254651069641,0.9725973606109619,-0.006672024726867676,944,-2.098242041666667,1258.0
31232,1244,25,61,0.0004092704424510632,-0.022949137608520687,0.2,-43.06753313541412,0.001994262507651001,0.019941334,0.23291015625,-1.5406568050384521,0.9719536304473877,-0.034040000289678574,960,-2.098242041666667,1258.0
31744,1243,25,62,0.0004092704424510632,-0.026741683730506338,0.2,-43.05335795879364,0.002982106903800741,0.018800654,0.231201171875,0.13026225566864014,0.9720236659049988,-0.04720691964030266,976,-2.08505568,1258.0
32256,1243,25,63,0.0004092704424510632,-0.015376336610643193,0.2,-43.05559492111206,0.0994161976268515,0.014260838,0.095947265625,0.5356100797653198,0.972038745880127,-0.011315464973449707,992,-2.08505568,1258.0
32768,1242,26,64,0.0004092704424510632,-0.02980621493043145,0.2,-43.02834963798523,0.014646059687947854,0.027932689,0.2757568359375,-0.15324640274047852,0.9699020385742188,-0.04742222651839256,1008,-2.0856526923076926,1258.0
33280,1242,26,65,0.0004092704424510632,-0.016741336017730646,0.2,-42.96349859237671,0.12990982946939766,0.01884786,0.0968017578125,0.5365790128707886,0.9689190983772278,0.005907241255044937,1024,-2.0856526923076926,1258.0
33792,1242,27,66,0.0004092704424510632,-0.025405351698282175,0.2,-42.95268094539642,0.0032754305393609684,0.01895991,0.2510986328125,-8.97729778289795,0.969134509563446,-0.035932719707489014,1040,-2.0856526923076926,1258.0
34304,1242,27,67,0.0004092704424510632,-0.02904241623764392,0.2,-42.96377694606781,0.00412561740813544,0.025280416,0.256103515625,0.059994518756866455,0.9693560004234314,-0.028139345347881317,1056,-2.085899851851852,1258.0
34816,1241,28,68,0.0004092704424510632,-0.014552926790202036,0.2,-42.957921504974365,0.11180813086684793,0.016126307,0.1083984375,0.396575927734375,0.9690020680427551,-0.007891859859228134,1072,-2.085899851851852,1258.0
35328,1241,28,69,0.0004092704424510632,-0.02287057094508782,0.2,-42.99353551864624,0.005931186082307249,0.018446643,0.2288818359375,-1.1352665424346924,0.9725230932235718,-0.038858018815517426,1088,-2.0842438571428574,1258.0
35840,1241,28,70,0.0004092704424510632,-0.018214223062386736,0.2,-43.09738373756409,0.11982670775614679,0.017168352,0.1273193359375,0.5790590643882751,0.9739846587181091,-0.010216275230050087,1104,-2.0842438571428574,1258.0
36352,1241,29,71,0.0004092704424510632,-0.024783802844467573,0.2,-43.111241698265076,0.0038070142873039003,0.018778948,0.2396240234375,-5.9677629470825195,0.9739323854446411,-0.03951212018728256,1120,-2.0842438571428574,1258.0
36864,1240,29,72,0.0004092704424510632,-0.026597553660394624,0.2,-43.07552921772003,0.005951786748482846,0.014296874,0.2049560546875,0.057599782943725586,0.9721654057502747,-0.031261179596185684,1136,-2.0888458620689656,1258.0
37376,1240,30,73,0.0004092704424510632,-0.015242235022014938,0.2,-43.03101634979248,0.10918650252278894,0.017401464,0.0875244140625,0.43955540657043457,0.9713107943534851,-0.010305989533662796,1152,-2.0888458620689656,1258.0
37888,1240,30,74,0.0004092704424510632,-0.031256641101208515,0.2,-42.98375082015991,0.005610724161670078,0.026976474,0.278564453125,-1.7579703330993652,0.9692240357398987,-0.04685842990875244,1168,-2.0876433000000003,1258.0
38400,1239,30,75,0.0004092704424510632,-0.011710179969668388,0.2,-42.92946219444275,0.12797942361794412,0.012917269,0.0670166015625,0.6457886695861816,0.9681217074394226,0.001929953694343567,1184,-2.0876433000000003,1258.0
38912,1239,31,76,0.0004092704424510632,-0.023155779286753386,0.2,-42.90303134918213,0.003930138267605798,0.026227305,0.233642578125,-4.802225112915039,0.9673305153846741,-0.037176985293626785,1200,-2.0876433000000003,1258.0
39424,1239,31,77,0.0004092704424510632,-0.030046399901038967,0.2,-42.89861798286438,0.004790420331119094,0.021763526,0.26806640625,0.17633122205734253,0.9688742756843567,-0.0396973118185997,1216,-2.086160516129032,1258.0
39936,1239,32,78,0.0004092704424510632,-0.019916644334443845,0.2,-42.9482057094574,0.09631938161328435,0.019296285,0.1158447265625,0.6523797512054443,0.9694515466690063,-0.021200308576226234,1232,-2.086160516129032,1258.0
40448,1238,32,79,0.0004092704424510632,-0.025142292826785706,0.2,-42.923583984375,0.005365952747524716,0.020329423,0.263916015625,-2.1032469272613525,0.9677141308784485,-0.03372650593519211,1248,-2.0862736249999996,1258.0
40960,1238,33,80,0.0004092704424510632,-0.011921971876290627,0.2,-42.88386070728302,0.12620205583516508,0.013009477,0.083984375,0.5787304043769836,0.9675538539886475,0.015975890681147575,1264,-2.0862736249999996,1258.0
41472,1238,33,81,0.0004092704424510632,-0.02527085828478448,0.2,-42.886549949645996,0.004023741224955302,0.020890906,0.24853515625,-6.512903213500977,0.967711329460144,-0.032652925699949265,1280,-2.0862736249999996,1258.0
41984,1238,33,82,0.0004092704424510632,-0.025380409224453615,0.2,-42.91481292247772,0.008117510529700667,0.026712906,0.2752685546875,0.3466836214065552,0.9702781438827515,-0.03539767488837242,1296,-2.0882200909090907,1258.0
42496,1237,34,83,0.0004092704424510632,-0.014847894432023168,0.2,-42.98437678813934,0.06534071380156092,0.021885075,0.1397705078125,0.4761422276496887,0.9706966876983643,-0.01563916727900505,1312,-2.0882200909090907,1258.0
